"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",41169,1563,38377,1377,23,148,768222,"JP-01"
"Aomori","青森県",2465,23,2411,31,0,0,49728,"JP-02"
"Iwate","岩手県",1657,51,1560,46,2,0,83539,"JP-03"
"Miyagi","宮城県",9099,59,8944,88,4,8,155241,"JP-04"
"Akita","秋田県",804,43,741,20,1,0,14558,"JP-05"
"Yamagata","山形県",2020,19,1954,47,2,0,64565,"JP-06"
"Fukushima","福島県",4822,111,4550,161,4,0,275105,"JP-07"
"Ibaraki","茨城県",10409,251,9996,162,6,0,33152,"JP-08"
"Tochigi","栃木県",6902,194,6627,81,11,0,282500,"JP-09"
"Gunma","群馬県",8017,52,7813,152,7,0,190917,"JP-10"
"Saitama","埼玉県",46004,968,44207,829,18,0,953586,"JP-11"
"Chiba","千葉県",39718,1010,38005,703,16,0,670639,"JP-12"
"Tokyo","東京都",171507,3970,165319,2218,38,0,2480169,"JP-13"
"Kanagawa","神奈川県",66375,1568,63865,942,36,0,1022092,"JP-14"
"Niigata","新潟県",3394,48,3299,47,3,0,167593,"JP-15"
"Toyama","富山県",2034,68,1929,37,2,0,72570,"JP-16"
"Ishikawa","石川県",3927,49,3760,115,0,3,120480,"JP-17"
"Fukui","福井県",1222,151,1037,34,0,0,65623,"JP-18"
"Yamanashi","山梨県",2059,222,1816,21,0,0,54750,"JP-19"
"Nagano","長野県",5012,72,4922,91,2,73,199773,"JP-20"
"Gifu","岐阜県",9420,158,9077,185,7,0,266705,"JP-21"
"Shizuoka","静岡県",9171,324,8697,150,4,0,396428,"JP-22"
"Aichi","愛知県",50749,1344,48457,948,35,0,814830,"JP-23"
"Mie","三重県",5239,101,5166,110,4,138,142045,"JP-24"
"Shiga","滋賀県",5535,126,5319,90,6,0,149262,"JP-25"
"Kyoto","京都府",16519,176,16093,240,14,10,279286,"JP-26"
"Osaka","大阪府",102950,1441,98054,2640,171,815,2096279,"JP-27"
"Hyogo","兵庫県",40796,284,39234,1279,26,1,500215,"JP-28"
"Nara","奈良県",8244,164,7951,129,6,0,166297,"JP-29"
"Wakayama","和歌山県",2671,17,2547,49,3,58,41602,"JP-30"
"Tottori","鳥取県",466,2,455,2,0,7,82184,"JP-31"
"Shimane","島根県",551,3,547,1,1,0,29812,"JP-32"
"Okayama","岡山県",7584,72,7385,126,8,1,162012,"JP-33"
"Hiroshima","広島県",11458,191,11058,171,13,38,545235,"JP-34"
"Yamaguchi","山口県",3125,75,2973,77,1,0,119622,"JP-35"
"Tokushima","徳島県",1654,11,1580,63,0,0,64046,"JP-36"
"Kagawa","香川県",2091,29,2037,30,1,5,84674,"JP-37"
"Ehime","愛媛県",2752,16,2661,75,3,0,95427,"JP-38"
"Kochi","高知県",1777,90,1663,24,5,0,11140,"JP-39"
"Fukuoka","福岡県",35376,588,34238,518,18,32,819725,"JP-40"
"Saga","佐賀県",2553,17,2549,24,0,37,55922,"JP-41"
"Nagasaki","長崎県",3139,72,2998,69,0,0,122713,"JP-42"
"Kumamoto","熊本県",6464,85,6266,113,7,0,81632,"JP-43"
"Oita","大分県",3491,41,3388,62,1,0,165938,"JP-44"
"Miyazaki","宮崎県",3076,20,3019,27,0,10,44111,"JP-45"
"Kagoshima","鹿児島県",3647,59,3586,38,1,36,110140,"JP-46"
"Okinawa","沖縄県",20472,1351,18948,179,67,6,247247,"JP-47"
