"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",18327,1022,16694,630,15,19,346126,"JP-01"
"Aomori","青森県",794,81,698,15,0,0,15881,"JP-02"
"Iwate","岩手県",519,22,468,29,1,0,22098,"JP-03"
"Miyagi","宮城県",3488,106,3359,23,6,0,49597,"JP-04"
"Akita","秋田県",269,30,234,5,0,0,6878,"JP-05"
"Yamagata","山形県",531,36,481,14,0,0,16351,"JP-06"
"Fukushima","福島県",1805,129,1617,59,9,0,95314,"JP-07"
"Ibaraki","茨城県",5293,487,4719,87,15,0,24220,"JP-08"
"Tochigi","栃木県",3927,235,3635,57,10,0,115994,"JP-09"
"Gunma","群馬県",4200,335,3786,79,10,0,82684,"JP-10"
"Saitama","埼玉県",27345,3079,23817,449,47,0,495551,"JP-11"
"Chiba","千葉県",24261,2883,21049,329,36,0,362807,"JP-12"
"Tokyo","東京都",105458,5800,98559,1099,103,0,1403828,"JP-13"
"Kanagawa","神奈川県",42897,1687,40620,590,56,0,536389,"JP-14"
"Niigata","新潟県",986,90,883,13,1,0,39174,"JP-15"
"Toyama","富山県",884,18,839,27,3,0,33203,"JP-16"
"Ishikawa","石川県",1621,206,1408,60,1,53,45067,"JP-17"
"Fukui","福井県",528,30,474,24,2,0,28864,"JP-18"
"Yamanashi","山梨県",918,19,884,15,2,0,14741,"JP-19"
"Nagano","長野県",2345,75,2261,39,1,30,90063,"JP-20"
"Gifu","岐阜県",4524,322,4115,87,13,0,117483,"JP-21"
"Shizuoka","静岡県",4801,234,4476,91,2,0,171062,"JP-22"
"Aichi","愛知県",24936,1467,23004,465,42,0,347169,"JP-23"
"Mie","三重県",2361,231,2090,40,12,0,52085,"JP-24"
"Shiga","滋賀県",2284,185,2064,35,6,0,63427,"JP-25"
"Kyoto","京都府",8798,821,7912,139,5,74,141570,"JP-26"
"Osaka","大阪府",45618,2777,41804,1037,141,0,703933,"JP-27"
"Hyogo","兵庫県",17324,1010,15851,463,67,0,229394,"JP-28"
"Nara","奈良県",3238,185,3011,42,6,0,74734,"JP-29"
"Wakayama","和歌山県",1129,61,1030,16,8,22,23123,"JP-30"
"Tottori","鳥取県",207,17,185,2,0,3,37118,"JP-31"
"Shimane","島根県",280,10,270,0,1,0,13515,"JP-32"
"Okayama","岡山県",2428,143,2199,24,5,62,55878,"JP-33"
"Hiroshima","広島県",4915,128,4679,98,6,10,139356,"JP-34"
"Yamaguchi","山口県",1344,184,1127,33,0,0,52858,"JP-35"
"Tokushima","徳島県",419,30,362,15,3,12,23562,"JP-36"
"Kagawa","香川県",715,79,619,17,1,0,41274,"JP-37"
"Ehime","愛媛県",1026,55,949,22,1,0,27910,"JP-38"
"Kochi","高知県",868,15,836,17,1,0,6984,"JP-39"
"Fukuoka","福岡県",17066,1601,15240,225,35,0,401363,"JP-40"
"Saga","佐賀県",993,52,954,6,1,19,25836,"JP-41"
"Nagasaki","長崎県",1569,135,1387,35,2,12,62247,"JP-42"
"Kumamoto","熊本県",3392,109,3209,66,15,8,55410,"JP-43"
"Oita","大分県",1249,105,1126,18,0,0,71891,"JP-44"
"Miyazaki","宮崎県",1906,104,1775,20,3,7,24309,"JP-45"
"Kagoshima","鹿児島県",1685,84,1591,19,3,9,61000,"JP-46"
"Okinawa","沖縄県",7944,479,7373,97,4,5,135314,"JP-47"
