"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",18901,706,17527,665,8,3,370987,"JP-01"
"Aomori","青森県",813,42,752,19,0,0,17120,"JP-02"
"Iwate","岩手県",553,30,493,30,1,0,24184,"JP-03"
"Miyagi","宮城県",3568,95,3448,25,3,0,66457,"JP-04"
"Akita","秋田県",269,6,257,6,0,0,7031,"JP-05"
"Yamagata","山形県",537,11,511,15,0,0,17236,"JP-06"
"Fukushima","福島県",1885,88,1728,69,7,0,106514,"JP-07"
"Ibaraki","茨城県",5611,339,5169,103,12,0,24833,"JP-08"
"Tochigi","栃木県",4048,173,3810,65,8,0,122494,"JP-09"
"Gunma","群馬県",4402,177,4142,83,6,0,89498,"JP-10"
"Saitama","埼玉県",28861,1659,26674,528,36,0,533758,"JP-11"
"Chiba","千葉県",25766,1807,23543,416,21,0,391887,"JP-12"
"Tokyo","東京都",110187,3775,105127,1285,77,0,1490491,"JP-13"
"Kanagawa","神奈川県",44278,1134,42489,655,37,0,571658,"JP-14"
"Niigata","新潟県",1041,82,945,14,1,0,42636,"JP-15"
"Toyama","富山県",903,23,853,27,3,0,35301,"JP-16"
"Ishikawa","石川県",1811,197,1589,61,3,36,48841,"JP-17"
"Fukui","福井県",542,14,503,25,0,0,31484,"JP-18"
"Yamanashi","山梨県",935,14,906,16,2,1,24827,"JP-19"
"Nagano","長野県",2358,17,2332,41,0,32,95860,"JP-20"
"Gifu","岐阜県",4687,181,4400,106,9,0,129688,"JP-21"
"Shizuoka","静岡県",5046,241,4709,93,1,3,179607,"JP-22"
"Aichi","愛知県",25599,827,24262,510,31,0,377566,"JP-23"
"Mie","三重県",2486,143,2292,51,8,0,60178,"JP-24"
"Shiga","滋賀県",2411,135,2232,44,6,0,71346,"JP-25"
"Kyoto","京都府",9017,437,8445,153,2,18,151641,"JP-26"
"Osaka","大阪府",46779,1217,44047,1097,100,418,763271,"JP-27"
"Hyogo","兵庫県",17820,561,16753,506,49,0,240694,"JP-28"
"Nara","奈良県",3341,116,3180,45,4,0,79558,"JP-29"
"Wakayama","和歌山県",1160,17,1102,17,2,24,24272,"JP-30"
"Tottori","鳥取県",208,3,200,2,0,3,39407,"JP-31"
"Shimane","島根県",282,3,279,0,0,0,15115,"JP-32"
"Okayama","岡山県",2472,89,2340,29,3,14,63400,"JP-33"
"Hiroshima","広島県",5004,69,4823,101,6,11,149875,"JP-34"
"Yamaguchi","山口県",1370,74,1260,36,1,0,55951,"JP-35"
"Tokushima","徳島県",447,40,395,16,1,4,25617,"JP-36"
"Kagawa","香川県",747,38,691,18,1,0,43673,"JP-37"
"Ehime","愛媛県",1055,38,994,23,1,0,31271,"JP-38"
"Kochi","高知県",884,4,863,17,1,0,7091,"JP-39"
"Fukuoka","福岡県",17845,913,16659,273,24,0,431524,"JP-40"
"Saga","佐賀県",1028,38,1003,8,0,21,27079,"JP-41"
"Nagasaki","長崎県",1608,40,1526,36,1,6,66043,"JP-42"
"Kumamoto","熊本県",3437,64,3299,72,7,2,56482,"JP-43"
"Oita","大分県",1288,53,1214,21,0,0,77318,"JP-44"
"Miyazaki","宮崎県",1946,36,1876,21,0,13,24645,"JP-45"
"Kagoshima","鹿児島県",1754,61,1686,25,3,18,66182,"JP-46"
"Okinawa","沖縄県",8109,282,7718,114,1,5,142263,"JP-47"
