"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",60546,212,58871,1469,0,6,1128719,"JP-01"
"Aomori","青森県",5866,159,5669,38,2,0,90770,"JP-02"
"Iwate","岩手県",3486,2,3431,53,0,0,123312,"JP-03"
"Miyagi","宮城県",16250,22,16109,118,1,1,243451,"JP-04"
"Akita","秋田県",1893,6,1860,27,0,0,26739,"JP-05"
"Yamagata","山形県",3528,19,3453,56,0,0,99990,"JP-06"
"Fukushima","福島県",9473,18,9280,175,2,0,415976,"JP-07"
"Ibaraki","茨城県",24346,100,24029,217,8,0,40366,"JP-08"
"Tochigi","栃木県",15411,74,15221,116,2,0,487745,"JP-09"
"Gunma","群馬県",16685,55,16456,174,3,0,301432,"JP-10"
"Saitama","埼玉県",115397,422,113954,1021,26,0,1476293,"JP-11"
"Chiba","千葉県",100160,319,98812,1015,14,14,1087502,"JP-12"
"Tokyo","東京都",377093,1023,372994,3076,39,0,3712141,"JP-13"
"Kanagawa","神奈川県",168619,523,166802,1294,24,0,1624122,"JP-14"
"Niigata","新潟県",7967,43,7863,61,1,0,290569,"JP-15"
"Toyama","富山県",4845,30,4764,51,1,0,116672,"JP-16"
"Ishikawa","石川県",7931,39,7741,129,0,22,196997,"JP-17"
"Fukui","福井県",3098,23,3038,37,0,0,117884,"JP-18"
"Yamanashi","山梨県",5144,8,5108,29,0,1,111974,"JP-19"
"Nagano","長野県",8824,44,8739,96,0,55,322195,"JP-20"
"Gifu","岐阜県",19005,159,18839,217,3,210,415673,"JP-21"
"Shizuoka","静岡県",26705,37,26401,209,0,58,630210,"JP-22"
"Aichi","愛知県",105998,431,104415,1152,6,0,1330052,"JP-23"
"Mie","三重県",14736,86,14810,163,2,323,267510,"JP-24"
"Shiga","滋賀県",12341,49,12190,102,1,0,259785,"JP-25"
"Kyoto","京都府",35779,174,35303,289,8,13,427002,"JP-26"
"Osaka","大阪府",201606,1304,195688,3020,151,1594,3556202,"JP-27"
"Hyogo","兵庫県",78084,449,76243,1392,12,0,758361,"JP-28"
"Nara","奈良県",15811,111,15551,149,3,0,253223,"JP-29"
"Wakayama","和歌山県",5284,10,5108,62,1,104,65626,"JP-30"
"Tottori","鳥取県",1658,9,1619,5,0,25,149369,"JP-31"
"Shimane","島根県",1638,8,1625,5,0,0,55806,"JP-32"
"Okayama","岡山県",15212,66,15000,136,2,10,268198,"JP-33"
"Hiroshima","広島県",21884,137,21548,199,3,0,905700,"JP-34"
"Yamaguchi","山口県",5673,60,5521,92,0,0,189336,"JP-35"
"Tokushima","徳島県",3280,11,3204,65,0,0,105216,"JP-36"
"Kagawa","香川県",4695,11,4646,38,1,0,130479,"JP-37"
"Ehime","愛媛県",5299,87,5130,82,1,0,155428,"JP-38"
"Kochi","高知県",4128,13,4083,32,1,0,99126,"JP-39"
"Fukuoka","福岡県",74271,348,73288,619,13,16,1268568,"JP-40"
"Saga","佐賀県",5805,27,5801,29,1,52,105263,"JP-41"
"Nagasaki","長崎県",6060,43,5944,73,0,0,181858,"JP-42"
"Kumamoto","熊本県",14355,35,14184,136,2,0,123181,"JP-43"
"Oita","大分県",8178,33,8061,84,0,0,268618,"JP-44"
"Miyazaki","宮崎県",6150,14,6079,41,0,16,72948,"JP-45"
"Kagoshima","鹿児島県",9092,23,9066,65,0,62,169015,"JP-46"
"Okinawa","沖縄県",50011,259,49353,362,1,37,399599,"JP-47"
