"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1489,123,1263,103,3,0,31006
"Aomori","青森県",32,2,29,1,0,0,1503
"Iwate","岩手県",4,3,1,0,0,0,1729
"Miyagi","宮城県",176,26,149,1,0,0,6262
"Akita","秋田県",18,2,16,0,0,0,1189
"Yamagata","山形県",76,1,75,1,0,1,2941
"Fukushima","福島県",91,5,86,0,0,0,10434
"Ibaraki","茨城県",344,91,243,10,1,0,7763
"Tochigi","栃木県",207,43,148,0,0,16,14660
"Gunma","群馬県",202,33,150,19,0,0,8754
"Saitama","埼玉県",2623,559,1987,77,3,0,73486
"Chiba","千葉県",1920,505,1364,51,4,0,30220
"Tokyo","東京都",14285,3265,10687,333,21,0,210202
"Kanagawa","神奈川県",2833,468,2266,99,11,0,38641
"Niigata","新潟県",120,20,99,0,0,1,6936
"Toyama","富山県",261,27,212,22,0,0,5713
"Ishikawa","石川県",324,15,282,27,2,0,3349
"Fukui","福井県",149,20,121,8,0,0,5205
"Yamanashi","山梨県",109,22,86,1,0,0,7568
"Nagano","長野県",125,35,90,"-",0,0,8679
"Gifu","岐阜県",400,149,244,7,0,0,11963
"Shizuoka","静岡県",328,127,200,1,1,0,15096
"Aichi","愛知県",2388,1563,783,35,7,7,27736
"Mie","三重県",155,71,68,1,0,15,5082
"Shiga","滋賀県",236,90,145,1,2,0,4841
"Kyoto","京都府",876,240,615,21,4,0,20163
"Osaka","大阪府",4916,1532,3286,92,30,6,82268
"Hyogo","兵庫県",1371,289,1037,45,7,0,28848
"Nara","奈良県",286,73,211,2,1,0,9920
"Wakayama","和歌山県",173,38,130,3,2,2,6619
"Tottori","鳥取県",19,14,5,0,0,0,3817
"Shimane","島根県",29,1,28,0,0,0,3014
"Okayama","岡山県",101,29,67,"-","-",5,3226
"Hiroshima","広島県",376,121,247,3,1,5,13587
"Yamaguchi","山口県",60,12,48,0,0,0,4166
"Tokushima","徳島県",43,17,10,1,0,15,2300
"Kagawa","香川県",46,4,42,0,0,0,4941
"Ehime","愛媛県",100,13,82,5,1,0,3150
"Kochi","高知県",82,3,76,3,0,0,2328
"Fukuoka","福岡県",2269,1033,1201,35,8,0,26900
"Saga","佐賀県",121,74,62,0,0,15,2822
"Nagasaki","長崎県",140,106,32,2,"-",0,8143
"Kumamoto","熊本県",322,259,58,5,0,0,6845
"Oita","大分県",74,14,59,1,0,0,7443
"Miyazaki","宮崎県",187,150,37,0,3,0,5633
"Kagoshima","鹿児島県",262,77,183,2,0,0,11306
"Okinawa","沖縄県",714,546,165,7,3,0,10548
