"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1413,73,1237,103,3,0,28554
"Aomori","青森県",32,2,29,1,0,0,1445
"Iwate","岩手県",3,3,0,0,0,0,1480
"Miyagi","宮城県",158,17,140,1,0,0,5843
"Akita","秋田県",18,2,16,0,0,0,1146
"Yamagata","山形県",76,1,75,1,0,1,2894
"Fukushima","福島県",89,6,83,0,0,0,9845
"Ibaraki","茨城県",280,54,216,10,1,0,7081
"Tochigi","栃木県",195,47,139,0,0,9,13517
"Gunma","群馬県",190,30,141,19,1,0,8173
"Saitama","埼玉県",2313,504,1735,74,2,0,66219
"Chiba","千葉県",1656,370,1237,49,4,0,28022
"Tokyo","東京都",12691,2744,9615,332,16,0,187764
"Kanagawa","神奈川県",2484,341,2044,99,10,0,18126
"Niigata","新潟県",111,22,88,0,0,1,6417
"Toyama","富山県",238,6,210,22,0,0,5323
"Ishikawa","石川県",321,19,275,27,3,0,3266
"Fukui","福井県",139,14,117,8,0,0,4852
"Yamanashi","山梨県",94,14,79,1,0,0,7260
"Nagano","長野県",105,22,83,"-",0,0,7146
"Gifu","岐阜県",331,123,201,7,0,0,10353
"Shizuoka","静岡県",269,140,128,1,1,0,13280
"Aichi","愛知県",1609,1015,553,35,2,6,22910
"Mie","三重県",91,35,53,1,0,2,4322
"Shiga","滋賀県",171,57,113,1,2,0,4368
"Kyoto","京都府",758,210,528,20,2,0,17749
"Osaka","大阪府",4057,1262,2702,90,19,3,72661
"Hyogo","兵庫県",1158,236,877,45,5,0,25952
"Nara","奈良県",235,55,178,2,0,0,8733
"Wakayama","和歌山県",150,43,102,3,2,2,6159
"Tottori","鳥取県",15,10,5,0,0,0,2785
"Shimane","島根県",29,4,25,0,0,0,2916
"Okayama","岡山県",79,32,42,"-","-",5,2974
"Hiroshima","広島県",312,84,222,3,0,3,11610
"Yamaguchi","山口県",53,12,41,0,0,0,3872
"Tokushima","徳島県",25,13,8,1,0,3,1788
"Kagawa","香川県",46,4,42,0,0,0,4635
"Ehime","愛媛県",89,2,82,5,0,0,3006
"Kochi","高知県",80,4,73,3,0,0,2252
"Fukuoka","福岡県",1756,661,1062,33,4,0,23888
"Saga","佐賀県",82,33,53,0,0,4,2407
"Nagasaki","長崎県",74,45,27,2,"-",0,6830
"Kumamoto","熊本県",191,140,48,3,0,0,5498
"Oita","大分県",66,6,59,1,0,0,6680
"Miyazaki","宮崎県",121,100,21,0,0,0,3985
"Kagoshima","鹿児島県",236,84,152,0,0,0,10464
"Okinawa","沖縄県",395,244,148,7,3,0,8033
