"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",4387,1160,3110,117,11,0,96113
"Aomori","青森県",275,55,215,5,2,0,6062
"Iwate","岩手県",33,5,26,0,0,2,5793
"Miyagi","宮城県",892,182,704,6,3,0,15516
"Akita","秋田県",68,7,61,0,1,0,2673
"Yamagata","山形県",92,10,81,1,0,0,6856
"Fukushima","福島県",419,38,375,6,2,0,34102
"Ibaraki","茨城県",854,82,754,18,1,0,14524
"Tochigi","栃木県",505,21,484,1,4,1,47064
"Gunma","群馬県",937,38,874,20,2,5,31094
"Saitama","埼玉県",6479,679,5687,113,8,0,203293
"Chiba","千葉県",5499,433,4983,83,7,0,137855
"Tokyo","東京都",33377,2226,30683,468,38,0,647611
"Kanagawa","神奈川県",9604,730,8694,180,26,0,217129
"Niigata","新潟県",216,34,182,0,0,0,18840
"Toyama","富山県",425,2,397,26,0,0,15525
"Ishikawa","石川県",825,16,760,49,0,0,19143
"Fukui","福井県",268,12,245,11,0,0,11881
"Yamanashi","山梨県",257,38,213,6,1,0,12278
"Nagano","長野県",393,49,343,6,0,5,25014
"Gifu","岐阜県",765,78,675,12,0,0,28467
"Shizuoka","静岡県",787,123,662,2,2,0,46817
"Aichi","愛知県",7052,834,6120,98,15,0,110598
"Mie","三重県",603,42,554,7,2,0,16342
"Shiga","滋賀県",636,79,548,9,0,0,14966
"Kyoto","京都府",2187,124,2033,30,1,0,55661
"Osaka","大阪府",14376,1449,12651,257,63,19,260477
"Hyogo","兵庫県",3596,277,3248,71,17,0,74219
"Nara","奈良県",771,108,652,11,1,0,26732
"Wakayama","和歌山県",298,21,268,4,3,5,10767
"Tottori","鳥取県",51,14,37,0,0,0,6039
"Shimane","島根県",141,0,141,0,0,0,6281
"Okayama","岡山県",348,118,185,6,2,39,14762
"Hiroshima","広島県",680,23,652,5,1,0,29297
"Yamaguchi","山口県",233,20,211,2,1,0,12510
"Tokushima","徳島県",170,7,155,9,0,1,7618
"Kagawa","香川県",108,6,100,2,0,0,14533
"Ehime","愛媛県",117,1,110,6,0,0,4476
"Kochi","高知県",144,0,140,4,0,0,3684
"Fukuoka","福岡県",5328,111,5113,104,4,0,175450
"Saga","佐賀県",275,19,257,1,0,2,7879
"Nagasaki","長崎県",249,4,241,3,0,1,24030
"Kumamoto","熊本県",866,46,795,9,3,16,21157
"Oita","大分県",162,2,157,3,0,0,22399
"Miyazaki","宮崎県",373,3,370,1,1,1,8829
"Kagoshima","鹿児島県",542,67,470,13,0,8,24227
"Okinawa","沖縄県",3597,283,3254,65,4,5,63313
