"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1503,127,1273,103,3,0,31704
"Aomori","青森県",32,2,29,1,0,0,1531
"Iwate","岩手県",5,4,1,0,0,0,1784
"Miyagi","宮城県",177,24,152,1,0,0,6347
"Akita","秋田県",18,2,16,0,0,0,1196
"Yamagata","山形県",76,1,75,1,0,1,2946
"Fukushima","福島県",91,5,86,0,0,0,10434
"Ibaraki","茨城県",356,102,244,10,1,0,8044
"Tochigi","栃木県",224,50,161,0,0,13,15040
"Gunma","群馬県",208,37,152,19,0,0,8921
"Saitama","埼玉県",2688,588,2021,79,3,0,75039
"Chiba","千葉県",1996,548,1397,51,6,0,30900
"Tokyo","東京都",14645,3305,11007,333,21,0,215559
"Kanagawa","神奈川県",2952,471,2381,100,14,0,40667
"Niigata","新潟県",122,20,101,0,0,1,7093
"Toyama","富山県",266,32,212,22,0,0,5746
"Ishikawa","石川県",330,20,283,27,2,0,3368
"Fukui","福井県",152,21,123,8,1,0,5328
"Yamanashi","山梨県",114,24,89,1,0,0,7652
"Nagano","長野県",126,34,92,"-",0,0,9003
"Gifu","岐阜県",400,149,244,7,0,0,11963
"Shizuoka","静岡県",342,129,212,1,1,0,15742
"Aichi","愛知県",2535,1569,917,37,7,12,29046
"Mie","三重県",179,91,61,1,0,26,5299
"Shiga","滋賀県",242,90,151,1,2,0,5042
"Kyoto","京都府",903,224,658,21,3,0,20598
"Osaka","大阪府",5141,1498,3544,93,35,6,84749
"Hyogo","兵庫県",1423,308,1069,46,8,0,29623
"Nara","奈良県",293,76,215,2,1,0,9920
"Wakayama","和歌山県",173,32,136,3,2,2,6714
"Tottori","鳥取県",21,16,5,0,0,0,3868
"Shimane","島根県",29,1,29,0,0,1,3027
"Okayama","岡山県",103,28,69,"-","-",6,3270
"Hiroshima","広島県",387,109,269,3,1,6,13999
"Yamaguchi","山口県",64,15,49,0,0,0,4221
"Tokushima","徳島県",53,29,10,1,0,13,2364
"Kagawa","香川県",53,11,42,0,0,0,5029
"Ehime","愛媛県",100,13,82,5,1,0,3162
"Kochi","高知県",82,3,76,3,0,0,2344
"Fukuoka","福岡県",2479,1073,1371,35,12,0,28362
"Saga","佐賀県",133,85,64,0,0,16,3036
"Nagasaki","長崎県",144,110,32,2,"-",0,8429
"Kumamoto","熊本県",322,249,68,5,0,0,6845
"Oita","大分県",76,16,59,1,1,0,7572
"Miyazaki","宮崎県",195,144,51,0,3,0,5806
"Kagoshima","鹿児島県",266,76,190,2,0,2,11550
"Okinawa","沖縄県",784,598,183,7,3,0,11078
