"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",39759,5747,33003,1225,39,216,714240,"JP-01"
"Aomori","青森県",2436,131,2275,30,4,0,46908,"JP-02"
"Iwate","岩手県",1516,90,1380,46,0,0,77907,"JP-03"
"Miyagi","宮城県",8986,179,8717,84,8,6,148342,"JP-04"
"Akita","秋田県",760,19,723,18,1,0,14010,"JP-05"
"Yamagata","山形県",2000,87,1868,45,4,0,61390,"JP-06"
"Fukushima","福島県",4662,152,4357,153,6,0,253131,"JP-07"
"Ibaraki","茨城県",9963,291,9517,155,8,0,32844,"JP-08"
"Tochigi","栃木県",6537,240,6218,79,9,0,268857,"JP-09"
"Gunma","群馬県",7934,197,7591,146,13,0,180183,"JP-10"
"Saitama","埼玉県",44574,1188,42581,805,40,0,904088,"JP-11"
"Chiba","千葉県",37899,918,36289,692,21,0,633625,"JP-12"
"Tokyo","東京都",164284,3771,158392,2121,60,0,2347452,"JP-13"
"Kanagawa","神奈川県",63167,1836,60418,913,60,0,959267,"JP-14"
"Niigata","新潟県",3305,175,3090,40,5,0,151272,"JP-15"
"Toyama","富山県",1936,124,1775,37,8,0,67184,"JP-16"
"Ishikawa","石川県",3851,210,3529,109,5,3,102281,"JP-17"
"Fukui","福井県",1055,21,1000,34,0,0,60805,"JP-18"
"Yamanashi","山梨県",1684,158,1506,20,1,0,44960,"JP-19"
"Nagano","長野県",4886,150,4720,87,3,71,187215,"JP-20"
"Gifu","岐阜県",9156,534,8451,171,21,0,249584,"JP-21"
"Shizuoka","静岡県",8683,449,8093,141,6,0,368461,"JP-22"
"Aichi","愛知県",48860,3603,44406,851,85,0,746876,"JP-23"
"Mie","三重県",5072,270,4829,107,10,134,129213,"JP-24"
"Shiga","滋賀県",5328,353,4893,82,11,0,136854,"JP-25"
"Kyoto","京都府",16156,480,15409,223,20,44,261871,"JP-26"
"Osaka","大阪府",101123,6740,91014,2457,279,912,1904431,"JP-27"
"Hyogo","兵庫県",40225,970,38027,1237,72,9,473087,"JP-28"
"Nara","奈良県",8026,208,7699,119,11,0,156947,"JP-29"
"Wakayama","和歌山県",2640,39,2501,45,11,55,40854,"JP-30"
"Tottori","鳥取県",466,15,442,2,0,7,75015,"JP-31"
"Shimane","島根県",547,35,512,0,3,0,27832,"JP-32"
"Okayama","岡山県",7496,578,6712,114,18,92,148791,"JP-33"
"Hiroshima","広島県",11048,537,10124,145,20,242,513008,"JP-34"
"Yamaguchi","山口県",3019,226,2724,69,4,0,108624,"JP-35"
"Tokushima","徳島県",1636,20,1553,63,0,0,60389,"JP-36"
"Kagawa","香川県",2042,79,1942,26,5,5,79728,"JP-37"
"Ehime","愛媛県",2732,40,2617,75,4,0,89562,"JP-38"
"Kochi","高知県",1617,164,1432,21,12,0,10412,"JP-39"
"Fukuoka","福岡県",34727,2579,31609,484,62,55,773673,"JP-40"
"Saga","佐賀県",2533,68,2474,22,2,31,51818,"JP-41"
"Nagasaki","長崎県",3013,161,2784,68,1,0,115453,"JP-42"
"Kumamoto","熊本県",6354,301,5945,108,15,0,79650,"JP-43"
"Oita","大分県",3443,158,3227,58,4,0,152948,"JP-44"
"Miyazaki","宮崎県",3048,40,2972,26,2,10,43464,"JP-45"
"Kagoshima","鹿児島県",3518,240,3265,32,2,19,105703,"JP-46"
"Okinawa","沖縄県",18762,2497,16117,154,80,6,228548,"JP-47"
