"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",60167,583,58185,1467,10,68,1089800,"JP-01"
"Aomori","青森県",5647,275,5337,35,6,0,85391,"JP-02"
"Iwate","岩手県",3478,27,3399,52,0,0,119235,"JP-03"
"Miyagi","宮城県",16169,235,15811,116,3,7,236552,"JP-04"
"Akita","秋田県",1860,33,1801,26,1,0,25845,"JP-05"
"Yamagata","山形県",3496,53,3387,56,0,0,94950,"JP-06"
"Fukushima","福島県",9431,88,9169,174,4,0,400568,"JP-07"
"Ibaraki","茨城県",24076,353,23508,215,13,0,39827,"JP-08"
"Tochigi","栃木県",15178,278,14786,114,8,0,475118,"JP-09"
"Gunma","群馬県",16543,207,16165,171,12,0,287649,"JP-10"
"Saitama","埼玉県",114424,2350,111071,1003,59,0,1425662,"JP-11"
"Chiba","千葉県",99323,1417,96916,990,43,0,1045005,"JP-12"
"Tokyo","東京都",374931,3749,368291,2891,117,0,3581127,"JP-13"
"Kanagawa","神奈川県",167332,1802,164282,1248,82,0,1567003,"JP-14"
"Niigata","新潟県",7794,217,7518,59,2,0,276123,"JP-15"
"Toyama","富山県",4787,53,4684,50,3,0,111534,"JP-16"
"Ishikawa","石川県",7825,113,7566,124,2,22,187619,"JP-17"
"Fukui","福井県",3026,86,2904,36,1,0,113980,"JP-18"
"Yamanashi","山梨県",5097,120,4948,29,0,0,108734,"JP-19"
"Nagano","長野県",8703,102,8560,95,1,54,307885,"JP-20"
"Gifu","岐阜県",18655,352,18254,213,6,164,396480,"JP-21"
"Shizuoka","静岡県",26547,329,26013,205,7,0,601872,"JP-22"
"Aichi","愛知県",104881,3631,100123,1127,50,0,1265259,"JP-23"
"Mie","三重県",14596,348,14407,160,5,319,258291,"JP-24"
"Shiga","滋賀県",12203,226,11878,99,1,0,247673,"JP-25"
"Kyoto","京都府",35377,1377,33683,268,25,49,411869,"JP-26"
"Osaka","大阪府",198891,4658,189433,2956,381,1844,3356169,"JP-27"
"Hyogo","兵庫県",76975,1547,74044,1386,36,2,728105,"JP-28"
"Nara","奈良県",15623,294,15181,148,7,0,243823,"JP-29"
"Wakayama","和歌山県",5227,65,4999,60,9,103,64181,"JP-30"
"Tottori","鳥取県",1635,15,1592,5,0,23,142651,"JP-31"
"Shimane","島根県",1604,45,1556,3,0,0,51491,"JP-32"
"Okayama","岡山県",15067,254,14612,135,5,66,253818,"JP-33"
"Hiroshima","広島県",21525,341,20988,196,7,0,866437,"JP-34"
"Yamaguchi","山口県",5568,93,5386,89,0,0,179174,"JP-35"
"Tokushima","徳島県",3236,56,3116,64,2,0,101299,"JP-36"
"Kagawa","香川県",4676,48,4591,36,2,1,125585,"JP-37"
"Ehime","愛媛県",5128,119,4928,81,4,0,145722,"JP-38"
"Kochi","高知県",4091,46,4014,31,1,0,94806,"JP-39"
"Fukuoka","福岡県",73835,3102,70082,608,23,43,1221449,"JP-40"
"Saga","佐賀県",5732,68,5680,29,1,45,99422,"JP-41"
"Nagasaki","長崎県",5971,97,5803,71,1,0,174841,"JP-42"
"Kumamoto","熊本県",14244,238,13871,135,5,0,121046,"JP-43"
"Oita","大分県",8073,158,7834,81,3,0,255247,"JP-44"
"Miyazaki","宮崎県",6103,89,5940,40,4,34,72261,"JP-45"
"Kagoshima","鹿児島県",9048,73,8969,65,2,59,165830,"JP-46"
"Okinawa","沖縄県",49482,1109,47934,302,44,137,385883,"JP-47"
