"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",13142,1628,11106,445,22,37,233173
"Aomori","青森県",453,63,382,8,2,0,9366
"Iwate","岩手県",380,68,289,23,3,0,14027
"Miyagi","宮城県",2104,437,1653,14,3,0,24274
"Akita","秋田県",132,37,94,1,0,0,4565
"Yamagata","山形県",378,84,288,6,6,0,10101
"Fukushima","福島県",907,235,653,19,5,0,56176
"Ibaraki","茨城県",2381,255,2090,36,7,0,18572
"Tochigi","栃木県",1349,373,976,6,9,6,71133
"Gunma","群馬県",2222,311,1842,40,11,29,52062
"Saitama","埼玉県",13724,2824,10697,203,54,0,312054
"Chiba","千葉県",10609,1899,8595,115,16,0,224133
"Tokyo","東京都",57896,7652,49626,618,84,0,975031
"Kanagawa","神奈川県",20244,2974,17010,260,59,0,342311
"Niigata","新潟県",520,95,425,3,0,3,27854
"Toyama","富山県",548,54,468,26,2,0,21742
"Ishikawa","石川県",1050,109,895,50,7,4,29508
"Fukui","福井県",350,17,321,11,1,1,19268
"Yamanashi","山梨県",525,49,465,11,3,0,14459
"Nagano","長野県",1140,123,1014,14,3,11,47294
"Gifu","岐阜県",2142,465,1646,31,10,0,64835
"Shizuoka","静岡県",2606,427,2139,40,9,0,88334
"Aichi","愛知県",15786,2255,13329,202,41,0,199918
"Mie","三重県",1248,142,1090,16,4,0,29023
"Shiga","滋賀県",1127,217,899,11,3,0,36772
"Kyoto","京都府",4455,1019,3431,47,14,42,90765
"Osaka","大阪府",29379,3349,25468,562,150,0,457909
"Hyogo","兵庫県",9432,1140,8104,188,44,0,135518
"Nara","奈良県",1936,336,1578,22,15,0,47698
"Wakayama","和歌山県",600,21,561,7,4,11,16374
"Tottori","鳥取県",101,34,65,0,1,2,23698
"Shimane","島根県",208,31,177,0,2,0,9344
"Okayama","岡山県",1308,384,762,13,8,149,31723
"Hiroshima","広島県",3059,535,1677,23,18,824,73605
"Yamaguchi","山口県",561,116,438,3,3,4,26760
"Tokushima","徳島県",195,7,179,9,0,0,15180
"Kagawa","香川県",296,94,199,3,0,0,23771
"Ehime","愛媛県",445,79,354,12,4,0,12351
"Kochi","高知県",642,146,490,6,9,0,5808
"Fukuoka","福岡県",8585,1360,7107,118,13,0,260551
"Saga","佐賀県",457,54,405,3,1,5,14755
"Nagasaki","長崎県",611,201,311,3,2,96,38585
"Kumamoto","熊本県",1739,172,1384,16,5,167,34504
"Oita","大分県",654,96,553,5,4,0,41963
"Miyazaki","宮崎県",715,68,647,5,0,5,12454
"Kagoshima","鹿児島県",966,110,856,13,2,13,38299
"Okinawa","沖縄県",5260,332,4852,81,5,5,88575
