"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",13540,1680,11418,456,19,14,240878
"Aomori","青森県",492,93,391,8,2,0,9936
"Iwate","岩手県",389,63,302,24,3,0,14448
"Miyagi","宮城県",2198,450,1732,16,3,0,24825
"Akita","秋田県",143,40,102,1,0,0,4565
"Yamagata","山形県",390,80,303,7,6,0,10179
"Fukushima","福島県",956,240,695,21,5,0,58133
"Ibaraki","茨城県",2488,303,2147,38,7,0,18572
"Tochigi","栃木県",1534,495,1039,6,10,6,72782
"Gunma","群馬県",2339,330,1964,45,10,0,52671
"Saitama","埼玉県",14519,3138,11171,210,59,0,320485
"Chiba","千葉県",11222,2246,8855,121,17,0,226083
"Tokyo","東京都",60960,9468,50861,631,88,0,996675
"Kanagawa","神奈川県",21733,3464,17993,276,73,0,342311
"Niigata","新潟県",545,109,436,3,0,3,28181
"Toyama","富山県",560,53,481,26,2,0,21742
"Ishikawa","石川県",1084,121,920,51,7,8,29937
"Fukui","福井県",355,17,325,12,0,1,19409
"Yamanashi","山梨県",568,75,482,11,3,0,14525
"Nagano","長野県",1206,164,1039,15,4,12,48235
"Gifu","岐阜県",2348,574,1739,35,13,0,65635
"Shizuoka","静岡県",2713,477,2195,41,7,0,88334
"Aichi","愛知県",16554,2543,13797,214,39,0,199918
"Mie","三重県",1297,160,1119,18,6,0,30675
"Shiga","滋賀県",1199,238,949,12,4,0,37603
"Kyoto","京都府",4803,962,3829,53,14,41,95241
"Osaka","大阪府",30261,3671,26002,588,165,0,469277
"Hyogo","兵庫県",10004,1232,8561,211,47,0,140507
"Nara","奈良県",2041,371,1646,24,12,0,47698
"Wakayama","和歌山県",629,42,569,7,4,11,16542
"Tottori","鳥取県",119,51,66,0,1,2,24185
"Shimane","島根県",209,28,181,0,2,0,9344
"Okayama","岡山県",1390,384,762,13,8,231,31723
"Hiroshima","広島県",3318,609,2132,35,18,542,75233
"Yamaguchi","山口県",589,118,464,3,3,4,26760
"Tokushima","徳島県",199,7,183,9,0,0,15356
"Kagawa","香川県",306,91,212,3,0,0,24380
"Ehime","愛媛県",471,91,367,13,3,0,13700
"Kochi","高知県",669,107,554,8,8,0,5968
"Fukuoka","福岡県",8774,1573,7272,119,16,190,263231
"Saga","佐賀県",469,62,409,3,1,5,15020
"Nagasaki","長崎県",611,225,311,4,2,71,39538
"Kumamoto","熊本県",1873,196,1466,16,7,195,36058
"Oita","大分県",700,121,573,6,4,0,43195
"Miyazaki","宮崎県",759,91,668,5,0,5,12454
"Kagoshima","鹿児島県",1016,136,880,14,2,14,39647
"Okinawa","沖縄県",5413,398,4939,81,7,5,90097
