"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1018,299,642,77,18,0,11072
"Aomori","青森県",27,5,21,1,0,0,808
"Iwate","岩手県",0,0,0,0,0,0,561
"Miyagi","宮城県",88,1,86,1,0,0,2616
"Akita","秋田県",16,0,16,0,0,0,914
"Yamagata","山形県",69,11,58,0,2,0,2588
"Fukushima","福島県",81,13,68,0,1,0,3455
"Ibaraki","茨城県",168,22,137,9,1,0,4385
"Tochigi","栃木県",62,16,46,0,5,1,3024
"Gunma","群馬県",148,25,104,19,1,0,3368
"Saitama","埼玉県",996,138,812,46,4,0,17335
"Chiba","千葉県",901,122,737,42,10,0,13155
"Tokyo","東京都",5075,887,3941,247,44,0,14512
"Kanagawa","神奈川県",1302,301,933,68,29,0,8483
"Niigata","新潟県",83,16,67,0,0,1,3874
"Toyama","富山県",227,41,166,20,0,0,3025
"Ishikawa","石川県",290,73,195,22,3,0,2543
"Fukui","福井県",122,9,105,8,2,1,2373
"Yamanashi","山梨県",60,8,52,0,1,0,3483
"Nagano","長野県",76,21,55,"-",1,0,2492
"Gifu","岐阜県",150,6,137,7,1,0,3115
"Shizuoka","静岡県",73,2,70,1,1,0,3332
"Aichi","愛知県",506,44,428,34,0,5,9368
"Mie","三重県",45,5,39,1,0,0,2367
"Shiga","滋賀県",99,18,80,1,1,0,1649
"Kyoto","京都府",358,41,303,14,4,0,7228
"Osaka","大阪府",1774,380,1323,71,37,12,26485
"Hyogo","兵庫県",699,67,594,38,13,0,10312
"Nara","奈良県",91,8,81,2,1,0,2754
"Wakayama","和歌山県",63,8,52,3,0,0,3573
"Tottori","鳥取県",3,1,2,0,0,0,1269
"Shimane","島根県",24,8,16,0,1,0,1052
"Okayama","岡山県",25,1,24,"-","-",0,1589
"Hiroshima","広島県",166,43,121,2,1,0,6599
"Yamaguchi","山口県",37,3,34,0,1,0,1640
"Tokushima","徳島県",5,0,4,1,0,0,684
"Kagawa","香川県",28,1,27,0,0,0,2023
"Ehime","愛媛県",74,27,44,3,1,0,1781
"Kochi","高知県",74,3,68,3,0,0,1703
"Fukuoka","福岡県",658,63,570,25,6,0,11578
"Saga","佐賀県",47,16,31,0,0,2,1354
"Nagasaki","長崎県",17,0,16,1,0,0,2587
"Kumamoto","熊本県",48,10,35,3,1,0,3778
"Oita","大分県",60,2,57,1,0,0,3761
"Miyazaki","宮崎県",17,3,14,0,0,0,1324
"Kagoshima","鹿児島県",10,2,8,0,0,0,1653
"Okinawa","沖縄県",142,6,130,6,4,0,2773
