"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1105,166,849,90,11,0,15221
"Aomori","青森県",27,0,26,1,0,0,878
"Iwate","岩手県",0,0,0,0,0,0,705
"Miyagi","宮城県",88,0,87,1,0,0,3034
"Akita","秋田県",16,0,16,0,0,0,942
"Yamagata","山形県",69,3,66,0,1,0,2440
"Fukushima","福島県",81,5,76,0,0,0,4871
"Ibaraki","茨城県",168,3,155,10,0,0,4772
"Tochigi","栃木県",66,9,58,0,0,0,4567
"Gunma","群馬県",151,10,122,19,1,0,3845
"Saitama","埼玉県",1006,37,918,51,4,0,23184
"Chiba","千葉県",904,20,839,45,4,0,15225
"Tokyo","東京都",5343,347,4687,309,26,0,15681
"Kanagawa","神奈川県",1387,137,1163,87,19,0,10327
"Niigata","新潟県",83,1,81,0,0,1,4334
"Toyama","富山県",227,7,198,22,0,0,3482
"Ishikawa","石川県",299,36,236,27,2,0,2770
"Fukui","福井県",122,2,112,8,1,0,2786
"Yamanashi","山梨県",65,2,62,1,0,0,4259
"Nagano","長野県",76,5,71,"-",0,0,2818
"Gifu","岐阜県",151,2,142,7,1,0,3827
"Shizuoka","静岡県",75,2,72,1,0,0,3593
"Aichi","愛知県",509,8,462,34,0,5,10467
"Mie","三重県",45,0,44,1,0,0,2561
"Shiga","滋賀県",100,5,94,1,1,0,1931
"Kyoto","京都府",358,8,332,18,0,0,8435
"Osaka","大阪府",1783,78,1617,84,15,4,32461
"Hyogo","兵庫県",699,10,647,42,4,0,11432
"Nara","奈良県",92,1,89,2,0,0,2898
"Wakayama","和歌山県",63,0,60,3,0,0,3759
"Tottori","鳥取県",3,0,3,0,0,0,1375
"Shimane","島根県",24,1,23,0,1,0,1153
"Okayama","岡山県",25,0,25,"-","-",0,1747
"Hiroshima","広島県",168,3,162,3,0,0,7136
"Yamaguchi","山口県",37,1,36,0,1,0,1818
"Tokushima","徳島県",5,0,4,1,0,0,768
"Kagawa","香川県",28,0,28,0,0,0,2256
"Ehime","愛媛県",82,18,60,4,1,0,2389
"Kochi","高知県",74,0,71,3,0,0,1824
"Fukuoka","福岡県",792,132,633,27,5,0,13785
"Saga","佐賀県",47,0,45,0,0,2,1467
"Nagasaki","長崎県",17,0,16,1,0,0,2883
"Kumamoto","熊本県",48,1,44,3,0,0,3990
"Oita","大分県",60,1,58,1,0,0,4169
"Miyazaki","宮崎県",17,0,17,0,0,0,1414
"Kagoshima","鹿児島県",10,0,10,0,0,0,1964
"Okinawa","沖縄県",142,2,137,7,1,0,2908
