"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",3447,608,2727,112,6,0,87181
"Aomori","青森県",264,74,186,4,3,0,5536
"Iwate","岩手県",29,4,25,0,0,0,5546
"Miyagi","宮城県",804,228,573,3,3,0,14655
"Akita","秋田県",67,6,60,0,1,1,2613
"Yamagata","山形県",86,4,81,1,0,0,6560
"Fukushima","福島県",401,26,369,6,3,0,30204
"Ibaraki","茨城県",789,44,727,18,1,0,14094
"Tochigi","栃木県",494,24,470,1,1,1,44211
"Gunma","群馬県",913,45,845,20,4,3,30057
"Saitama","埼玉県",6018,392,5515,111,6,0,191061
"Chiba","千葉県",5207,337,4789,81,9,0,132362
"Tokyo","東京都",31893,1817,29615,461,38,0,619099
"Kanagawa","神奈川県",9021,586,8262,173,25,0,206810
"Niigata","新潟県",185,4,181,0,0,0,18101
"Toyama","富山県",424,2,396,26,0,0,14742
"Ishikawa","石川県",815,18,748,49,0,0,18104
"Fukui","福井県",257,1,245,11,1,0,11175
"Yamanashi","山梨県",221,17,198,6,0,0,11897
"Nagano","長野県",350,12,337,6,0,5,23957
"Gifu","岐阜県",710,47,651,12,0,0,27497
"Shizuoka","静岡県",690,85,603,2,0,0,44359
"Aichi","愛知県",6457,612,5749,96,11,0,103369
"Mie","三重県",575,25,543,7,3,0,15683
"Shiga","滋賀県",584,43,532,9,0,0,14575
"Kyoto","京都府",2090,91,1969,30,2,0,54018
"Osaka","大阪府",13316,1034,12014,249,40,19,245639
"Hyogo","兵庫県",3363,218,3078,67,16,0,70648
"Nara","奈良県",694,66,618,10,0,0,25498
"Wakayama","和歌山県",280,8,263,4,3,5,10540
"Tottori","鳥取県",38,2,36,0,0,0,5786
"Shimane","島根県",141,0,141,0,0,0,6281
"Okayama","岡山県",315,118,185,6,2,6,11198
"Hiroshima","広島県",665,13,647,5,0,0,28303
"Yamaguchi","山口県",223,11,210,2,0,0,11960
"Tokushima","徳島県",164,0,155,9,0,0,7525
"Kagawa","香川県",103,4,97,2,0,0,13845
"Ehime","愛媛県",116,0,110,6,0,0,4419
"Kochi","高知県",144,1,139,4,0,0,3661
"Fukuoka","福岡県",5251,70,5077,104,4,0,168839
"Saga","佐賀県",266,12,256,0,0,2,7429
"Nagasaki","長崎県",245,0,241,3,0,1,23180
"Kumamoto","熊本県",824,45,755,8,1,16,19986
"Oita","大分県",159,0,156,3,0,0,21490
"Miyazaki","宮崎県",371,3,368,1,1,1,8803
"Kagoshima","鹿児島県",505,24,464,13,0,4,23128
"Okinawa","沖縄県",3435,294,3082,64,5,5,60235
