"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",8022,2248,5603,171,21,0,139729
"Aomori","青森県",287,16,265,6,2,0,6569
"Iwate","岩手県",179,93,85,1,1,0,8810
"Miyagi","宮城県",1168,190,969,9,7,0,18491
"Akita","秋田県",89,18,70,1,0,0,3500
"Yamagata","山形県",116,13,97,1,1,5,7409
"Fukushima","福島県",490,59,425,6,6,0,39101
"Ibaraki","茨城県",1442,346,1077,19,11,0,16407
"Tochigi","栃木県",607,81,526,2,6,2,52980
"Gunma","群馬県",1148,171,956,21,4,0,35312
"Saitama","埼玉県",8104,1190,6776,138,29,0,230484
"Chiba","千葉県",6751,825,5840,86,11,0,160899
"Tokyo","東京都",39649,3743,35418,488,61,0,743888
"Kanagawa","神奈川県",12112,1346,10574,192,59,0,249352
"Niigata","新潟県",326,99,227,0,0,0,21992
"Toyama","富山県",453,20,407,26,0,0,16966
"Ishikawa","石川県",846,15,781,50,0,0,21523
"Fukui","福井県",312,31,270,11,0,0,14493
"Yamanashi","山梨県",336,46,282,8,3,0,13459
"Nagano","長野県",670,107,534,6,0,23,30587
"Gifu","岐阜県",1014,164,836,14,1,0,32891
"Shizuoka","静岡県",1447,533,910,4,6,0,55546
"Aichi","愛知県",9398,1661,7624,113,22,0,135512
"Mie","三重県",797,167,623,7,5,0,19848
"Shiga","滋賀県",773,84,680,9,1,0,27121
"Kyoto","京都府",2585,267,2281,37,5,0,64192
"Osaka","大阪府",19167,3524,15322,302,107,19,313767
"Hyogo","兵庫県",5211,744,4388,79,31,0,91975
"Nara","奈良県",1087,206,870,11,6,0,31912
"Wakayama","和歌山県",428,79,337,6,8,6,12996
"Tottori","鳥取県",58,8,49,0,0,1,16298
"Shimane","島根県",145,5,140,0,0,0,6772
"Okayama","岡山県",568,156,363,11,3,38,19205
"Hiroshima","広島県",785,62,714,6,2,3,34211
"Yamaguchi","山口県",372,112,254,2,2,4,17013
"Tokushima","徳島県",181,11,162,9,1,1,7779
"Kagawa","香川県",135,17,116,2,0,0,16584
"Ehime","愛媛県",296,149,141,6,3,0,6776
"Kochi","高知県",149,4,141,4,0,0,3747
"Fukuoka","福岡県",5644,231,5306,107,3,0,196941
"Saga","佐賀県",300,19,283,1,0,3,9506
"Nagasaki","長崎県",265,17,247,3,0,2,26604
"Kumamoto","熊本県",999,66,903,13,6,17,23481
"Oita","大分県",255,70,182,3,0,0,26669
"Miyazaki","宮崎県",477,93,384,1,2,1,9431
"Kagoshima","鹿児島県",607,40,567,13,0,13,27152
"Okinawa","沖縄県",4169,362,3744,68,4,5,71380
