"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",33318,6248,25616,985,47,469,625392,"JP-01"
"Aomori","青森県",2128,307,1793,28,5,0,40414,"JP-02"
"Iwate","岩手県",1313,195,1076,42,1,0,67468,"JP-03"
"Miyagi","宮城県",8698,324,8272,82,9,20,133838,"JP-04"
"Akita","秋田県",733,112,610,11,0,0,12871,"JP-05"
"Yamagata","山形県",1820,208,1575,37,5,0,55241,"JP-06"
"Fukushima","福島県",4399,463,3803,133,25,0,223009,"JP-07"
"Ibaraki","茨城県",9299,570,8588,141,11,0,31981,"JP-08"
"Tochigi","栃木県",6029,361,5594,74,9,0,234863,"JP-09"
"Gunma","群馬県",7467,598,6746,123,15,0,158529,"JP-10"
"Saitama","埼玉県",42478,2390,39315,773,52,0,841323,"JP-11"
"Chiba","千葉県",36117,1299,34155,663,25,0,590141,"JP-12"
"Tokyo","東京都",155648,6232,147406,2010,65,0,2203520,"JP-13"
"Kanagawa","神奈川県",59222,2412,55945,865,66,0,891644,"JP-14"
"Niigata","新潟県",2981,370,2577,34,6,0,132370,"JP-15"
"Toyama","富山県",1643,231,1378,34,7,0,59309,"JP-16"
"Ishikawa","石川県",3381,516,2765,98,10,2,81812,"JP-17"
"Fukui","福井県",1012,55,923,34,1,0,56887,"JP-18"
"Yamanashi","山梨県",1447,115,1314,19,1,1,38972,"JP-19"
"Nagano","長野県",4535,351,4169,76,7,61,168365,"JP-20"
"Gifu","岐阜県",8140,1099,6892,149,21,0,223301,"JP-21"
"Shizuoka","静岡県",7753,814,6807,132,7,0,334739,"JP-22"
"Aichi","愛知県",42919,6179,36044,696,79,0,647212,"JP-23"
"Mie","三重県",4656,529,4147,101,12,121,116606,"JP-24"
"Shiga","滋賀県",4725,535,4116,74,10,0,121405,"JP-25"
"Kyoto","京都府",15146,1499,13519,200,23,72,243862,"JP-26"
"Osaka","大阪府",97058,13321,80736,2090,352,911,1703135,"JP-27"
"Hyogo","兵庫県",38366,3434,33878,1073,96,19,437193,"JP-28"
"Nara","奈良県",7666,700,6865,101,25,0,145913,"JP-29"
"Wakayama","和歌山県",2542,161,2305,37,42,39,38786,"JP-30"
"Tottori","鳥取県",444,46,390,2,0,6,70130,"JP-31"
"Shimane","島根県",489,90,399,0,3,0,24335,"JP-32"
"Okayama","岡山県",6742,1386,5045,73,30,238,108427,"JP-33"
"Hiroshima","広島県",9222,954,6954,117,18,1197,400161,"JP-34"
"Yamaguchi","山口県",2645,553,2036,56,10,0,98010,"JP-35"
"Tokushima","徳島県",1606,129,1418,59,3,0,55352,"JP-36"
"Kagawa","香川県",1901,338,1544,24,5,5,73203,"JP-37"
"Ehime","愛媛県",2657,128,2459,70,4,0,78287,"JP-38"
"Kochi","高知県",1215,89,1106,20,3,0,8854,"JP-39"
"Fukuoka","福岡県",32151,5783,25579,407,79,382,709261,"JP-40"
"Saga","佐賀県",2378,283,2061,18,8,16,46547,"JP-41"
"Nagasaki","長崎県",2810,337,2413,60,15,0,107410,"JP-42"
"Kumamoto","熊本県",5765,893,4783,89,24,0,74682,"JP-43"
"Oita","大分県",3102,626,2439,37,5,0,137277,"JP-44"
"Miyazaki","宮崎県",2939,310,2594,25,7,10,38919,"JP-45"
"Kagoshima","鹿児島県",3072,401,2624,28,2,19,95672,"JP-46"
"Okinawa","沖縄県",14694,1778,12774,148,53,6,208957,"JP-47"
