"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",24350,1742,21726,861,23,21,531696,"JP-01"
"Aomori","青森県",1598,276,1300,22,3,0,33410,"JP-02"
"Iwate","岩手県",948,153,764,31,2,0,56287,"JP-03"
"Miyagi","宮城県",8063,398,7589,66,11,10,120568,"JP-04"
"Akita","秋田県",480,96,375,9,0,0,10180,"JP-05"
"Yamagata","山形県",1523,183,1308,32,3,0,47753,"JP-06"
"Fukushima","福島県",3408,372,2912,124,12,0,187866,"JP-07"
"Ibaraki","茨城県",8208,542,7532,134,17,0,29913,"JP-08"
"Tochigi","栃木県",5380,240,5069,71,2,0,215419,"JP-09"
"Gunma","群馬県",6014,509,5482,104,4,81,137279,"JP-10"
"Saitama","埼玉県",38037,2310,34982,745,40,0,759472,"JP-11"
"Chiba","千葉県",33304,1283,31397,624,18,0,548418,"JP-12"
"Tokyo","東京都",140126,6836,131393,1897,63,0,2024859,"JP-13"
"Kanagawa","神奈川県",53810,1961,51031,818,43,0,805963,"JP-14"
"Niigata","新潟県",2307,330,1952,25,1,0,108757,"JP-15"
"Toyama","富山県",1333,147,1157,29,7,0,51908,"JP-16"
"Ishikawa","石川県",2520,327,2118,73,14,2,71026,"JP-17"
"Fukui","福井県",884,113,738,33,2,0,47324,"JP-18"
"Yamanashi","山梨県",1193,98,1076,19,1,0,35312,"JP-19"
"Nagano","長野県",3875,299,3566,68,5,58,147408,"JP-20"
"Gifu","岐阜県",5975,499,5344,132,4,0,189698,"JP-21"
"Shizuoka","静岡県",6496,320,6055,121,2,0,293084,"JP-22"
"Aichi","愛知県",33437,3100,29708,629,33,0,557541,"JP-23"
"Mie","三重県",3814,614,3224,82,11,106,98154,"JP-24"
"Shiga","滋賀県",3784,535,3188,61,9,0,106489,"JP-25"
"Kyoto","京都府",12387,1411,10829,186,23,39,213779,"JP-26"
"Osaka","大阪府",82447,19705,60483,1497,415,762,1437126,"JP-27"
"Hyogo","兵庫県",31504,4794,26033,677,94,0,381462,"JP-28"
"Nara","奈良県",6267,1005,5185,77,25,0,125853,"JP-29"
"Wakayama","和歌山県",2182,299,1822,28,52,33,34240,"JP-30"
"Tottori","鳥取県",373,58,307,2,0,6,61790,"JP-31"
"Shimane","島根県",353,36,317,0,1,0,19437,"JP-32"
"Okayama","岡山県",4022,576,3157,40,15,249,95544,"JP-33"
"Hiroshima","広島県",5889,357,5381,109,7,42,261403,"JP-34"
"Yamaguchi","山口県",1860,271,1545,44,6,0,82172,"JP-35"
"Tokushima","徳島県",1319,334,942,43,6,0,43883,"JP-36"
"Kagawa","香川県",1282,182,1084,22,2,6,62225,"JP-37"
"Ehime","愛媛県",2355,358,1956,41,12,0,61895,"JP-38"
"Kochi","高知県",1052,79,953,20,2,0,7993,"JP-39"
"Fukuoka","福岡県",23426,2987,20087,352,28,0,606770,"JP-40"
"Saga","佐賀県",1604,220,1387,13,2,16,38623,"JP-41"
"Nagasaki","長崎県",2108,348,1729,41,6,10,92223,"JP-42"
"Kumamoto","熊本県",4150,467,3605,78,12,0,64737,"JP-43"
"Oita","大分県",1907,489,1392,26,2,0,112332,"JP-44"
"Miyazaki","宮崎県",2246,173,2043,22,0,8,30480,"JP-45"
"Kagoshima","鹿児島県",2183,137,1986,28,1,32,81722,"JP-46"
"Okinawa","沖縄県",12568,1153,11284,137,9,6,191970,"JP-47"
