"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1552,133,1316,103,3,0,33821
"Aomori","青森県",32,2,29,1,0,0,1549
"Iwate","岩手県",7,6,1,0,0,0,1907
"Miyagi","宮城県",182,24,157,1,1,0,6782
"Akita","秋田県",35,19,16,0,0,0,1201
"Yamagata","山形県",76,1,75,1,0,1,2978
"Fukushima","福島県",98,10,88,0,0,0,11053
"Ibaraki","茨城県",403,106,287,10,1,0,8181
"Tochigi","栃木県",249,49,179,0,2,21,16745
"Gunma","群馬県",234,52,163,19,0,0,9293
"Saitama","埼玉県",2920,607,2234,79,6,0,79080
"Chiba","千葉県",2205,624,1527,54,6,0,32778
"Tokyo","東京都",16064,3760,11970,334,24,0,221676
"Kanagawa","神奈川県",3305,517,2687,101,14,0,42717
"Niigata","新潟県",128,20,107,0,0,1,7466
"Toyama","富山県",286,48,216,22,1,0,5841
"Ishikawa","石川県",376,59,289,28,2,0,3578
"Fukui","福井県",154,18,128,8,2,0,5588
"Yamanashi","山梨県",124,31,92,1,0,0,7778
"Nagano","長野県",132,35,97,"-",0,0,9479
"Gifu","岐阜県",472,146,319,7,2,0,13573
"Shizuoka","静岡県",345,111,233,1,0,0,16211
"Aichi","愛知県",2675,1855,1241,37,9,458,29908
"Mie","三重県",238,133,97,1,2,7,6002
"Shiga","滋賀県",298,127,169,2,3,0,5907
"Kyoto","京都府",923,215,687,21,3,0,20966
"Osaka","大阪府",5892,1701,4092,96,41,3,92007
"Hyogo","兵庫県",1636,321,1268,47,10,0,32165
"Nara","奈良県",336,97,237,2,1,0,15767
"Wakayama","和歌山県",182,22,154,4,0,2,6999
"Tottori","鳥取県",21,16,5,0,0,0,4096
"Shimane","島根県",123,0,121,0,0,2,3225
"Okayama","岡山県",113,27,84,"-","-",2,3533
"Hiroshima","広島県",410,95,307,3,1,5,14241
"Yamaguchi","山口県",78,25,53,0,0,0,4528
"Tokushima","徳島県",60,40,12,1,0,7,2919
"Kagawa","香川県",60,14,46,0,1,0,5553
"Ehime","愛媛県",107,15,87,5,1,0,3257
"Kochi","高知県",83,3,77,3,0,0,2395
"Fukuoka","福岡県",3012,1290,1685,37,16,0,31278
"Saga","佐賀県",157,82,94,0,0,19,3464
"Nagasaki","長崎県",167,43,36,3,"-",85,9447
"Kumamoto","熊本県",357,148,126,5,2,78,8234
"Oita","大分県",92,28,63,1,1,0,7959
"Miyazaki","宮崎県",234,120,114,0,3,0,5940
"Kagoshima","鹿児島県",277,55,209,3,2,10,12288
"Okinawa","沖縄県",1179,874,299,10,11,0,15757
