"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",21512,872,19846,768,19,26,466237,"JP-01"
"Aomori","青森県",1131,174,937,20,0,0,26925,"JP-02"
"Iwate","岩手県",732,123,579,30,1,0,48763,"JP-03"
"Miyagi","宮城県",6813,1405,5369,39,12,0,99172,"JP-04"
"Akita","秋田県",319,39,274,6,2,0,8015,"JP-05"
"Yamagata","山形県",1129,236,876,17,2,0,38451,"JP-06"
"Fukushima","福島県",2721,308,2296,117,12,0,159214,"JP-07"
"Ibaraki","茨城県",6993,310,6555,128,3,0,27318,"JP-08"
"Tochigi","栃木県",4850,242,4538,70,3,0,179375,"JP-09"
"Gunma","群馬県",5191,229,4861,101,4,0,118563,"JP-10"
"Saitama","埼玉県",33920,1596,31610,714,34,0,672633,"JP-11"
"Chiba","千葉県",30373,1037,28753,583,13,0,493846,"JP-12"
"Tokyo","東京都",124450,3924,118732,1794,41,0,1821744,"JP-13"
"Kanagawa","神奈川県",49068,1115,47161,792,22,0,724492,"JP-14"
"Niigata","新潟県",1653,247,1388,18,2,0,88913,"JP-15"
"Toyama","富山県",1001,73,899,29,1,0,43461,"JP-16"
"Ishikawa","石川県",1992,92,1833,65,1,2,62403,"JP-17"
"Fukui","福井県",639,73,539,27,1,0,38178,"JP-18"
"Yamanashi","山梨県",1001,36,946,19,1,0,32134,"JP-19"
"Nagano","長野県",3069,278,2760,42,0,11,124647,"JP-20"
"Gifu","岐阜県",5074,167,4778,129,3,0,165762,"JP-21"
"Shizuoka","静岡県",5892,227,5545,120,0,0,258463,"JP-22"
"Aichi","愛知県",28168,1110,26462,596,8,0,484046,"JP-23"
"Mie","三重県",2924,241,2695,72,5,84,79034,"JP-24"
"Shiga","滋賀県",2924,202,2664,58,3,0,91115,"JP-25"
"Kyoto","京都府",9937,532,9253,173,4,21,183888,"JP-26"
"Osaka","大阪府",57531,6792,49046,1202,167,491,1118701,"JP-27"
"Hyogo","兵庫県",21536,2147,18791,598,78,0,312596,"JP-28"
"Nara","奈良県",4276,635,3586,55,7,0,102793,"JP-29"
"Wakayama","和歌山県",1454,200,1210,18,8,26,28001,"JP-30"
"Tottori","鳥取県",284,68,207,2,0,7,51512,"JP-31"
"Shimane","島根県",291,6,285,0,0,0,18477,"JP-32"
"Okayama","岡山県",2830,82,2575,36,3,137,81422,"JP-33"
"Hiroshima","広島県",5228,99,5017,106,1,6,188023,"JP-34"
"Yamaguchi","山口県",1448,40,1368,43,0,3,71202,"JP-35"
"Tokushima","徳島県",639,144,474,21,3,0,33954,"JP-36"
"Kagawa","香川県",955,170,769,19,0,3,54174,"JP-37"
"Ehime","愛媛県",1627,470,1133,24,6,0,43153,"JP-38"
"Kochi","高知県",945,36,890,19,1,0,7528,"JP-39"
"Fukuoka","福岡県",19253,396,18523,334,6,0,525072,"JP-40"
"Saga","佐賀県",1244,63,1187,13,0,19,33294,"JP-41"
"Nagasaki","長崎県",1648,21,1588,39,0,0,79798,"JP-42"
"Kumamoto","熊本県",3530,34,3422,74,2,0,58603,"JP-43"
"Oita","大分県",1333,29,1282,22,1,0,96288,"JP-44"
"Miyazaki","宮崎県",1971,12,1930,22,0,7,24946,"JP-45"
"Kagoshima","鹿児島県",1886,67,1803,28,0,12,75535,"JP-46"
"Okinawa","沖縄県",10194,963,9108,129,3,6,171448,"JP-47"
