"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",4584,1288,3176,120,14,0,98322
"Aomori","青森県",275,47,222,6,2,0,6086
"Iwate","岩手県",41,6,27,0,0,8,5869
"Miyagi","宮城県",925,186,733,6,4,0,15741
"Akita","秋田県",70,7,61,0,1,2,2681
"Yamagata","山形県",94,12,81,1,0,0,6905
"Fukushima","福島県",421,39,376,6,3,0,34473
"Ibaraki","茨城県",880,95,767,18,1,0,14595
"Tochigi","栃木県",507,20,487,1,4,1,47167
"Gunma","群馬県",942,37,880,20,2,5,32541
"Saitama","埼玉県",6554,688,5753,113,7,0,206696
"Chiba","千葉県",5573,468,5022,83,8,0,140787
"Tokyo","東京都",33770,2346,30954,470,39,0,653601
"Kanagawa","神奈川県",9750,811,8758,181,29,0,218948
"Niigata","新潟県",222,39,183,0,0,0,19118
"Toyama","富山県",425,2,397,26,0,0,15642
"Ishikawa","石川県",827,14,764,49,0,0,19297
"Fukui","福井県",269,13,245,11,0,0,12028
"Yamanashi","山梨県",267,43,218,6,1,0,12383
"Nagano","長野県",406,61,344,6,0,5,25291
"Gifu","岐阜県",785,90,683,12,0,0,28777
"Shizuoka","静岡県",806,127,677,2,2,0,47434
"Aichi","愛知県",7156,842,6214,100,14,0,112032
"Mie","三重県",606,44,555,7,3,0,16342
"Shiga","滋賀県",646,80,557,9,0,0,14966
"Kyoto","京都府",2205,128,2046,31,0,0,55763
"Osaka","大阪府",14607,1581,12750,257,60,19,263438
"Hyogo","兵庫県",3666,295,3299,72,18,0,74889
"Nara","奈良県",788,117,660,11,1,0,27089
"Wakayama","和歌山県",304,25,270,4,3,5,10900
"Tottori","鳥取県",51,14,37,0,0,0,6067
"Shimane","島根県",141,0,141,0,0,0,6354
"Okayama","岡山県",354,79,259,10,1,6,14762
"Hiroshima","広島県",681,22,654,5,1,0,29577
"Yamaguchi","山口県",234,21,211,2,1,0,12510
"Tokushima","徳島県",170,6,156,9,0,1,7635
"Kagawa","香川県",110,8,100,2,0,0,14703
"Ehime","愛媛県",121,5,110,6,0,0,4488
"Kochi","高知県",144,0,140,4,0,0,3685
"Fukuoka","福岡県",5344,115,5125,104,4,0,176998
"Saga","佐賀県",276,20,257,1,0,2,7955
"Nagasaki","長崎県",249,4,242,3,0,0,24224
"Kumamoto","熊本県",877,47,806,9,4,15,21235
"Oita","大分県",163,3,157,3,0,0,22617
"Miyazaki","宮崎県",373,3,370,1,1,1,8829
"Kagoshima","鹿児島県",542,67,470,13,0,8,24469
"Okinawa","沖縄県",3620,278,3281,66,3,5,63899
