"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1250,97,1054,99,6,0,20719
"Aomori","青森県",27,0,26,1,0,0,981
"Iwate","岩手県",0,0,0,0,0,0,942
"Miyagi","宮城県",94,5,88,1,0,0,3751
"Akita","秋田県",16,0,16,0,0,0,994
"Yamagata","山形県",69,1,68,0,1,0,2541
"Fukushima","福島県",82,1,81,0,0,0,6793
"Ibaraki","茨城県",174,5,159,10,0,0,5283
"Tochigi","栃木県",76,12,65,0,0,-1,7113
"Gunma","群馬県",153,3,131,19,0,0,5045
"Saitama","埼玉県",1132,109,958,65,3,0,34582
"Chiba","千葉県",960,44,871,45,2,0,18287
"Tokyo","東京都",6225,453,5447,325,10,0,82706
"Kanagawa","神奈川県",1502,68,1338,96,10,0,12551
"Niigata","新潟県",84,1,82,0,0,1,4936
"Toyama","富山県",227,0,205,22,0,0,3923
"Ishikawa","石川県",300,16,257,27,1,0,2905
"Fukui","福井県",122,0,114,8,0,0,3397
"Yamanashi","山梨県",74,2,71,1,0,0,5655
"Nagano","長野県",77,1,76,"-",0,0,3270
"Gifu","岐阜県",156,2,147,7,1,0,5223
"Shizuoka","静岡県",81,3,77,1,0,0,7551
"Aichi","愛知県",524,6,478,34,0,6,12620
"Mie","三重県",46,0,45,1,0,0,2876
"Shiga","滋賀県",101,1,99,1,0,0,2353
"Kyoto","京都府",379,15,346,18,0,0,10146
"Osaka","大阪府",1816,25,1705,86,3,0,39970
"Hyogo","兵庫県",705,8,652,45,0,0,14857
"Nara","奈良県",92,0,90,2,0,0,3760
"Wakayama","和歌山県",64,1,60,3,0,0,3987
"Tottori","鳥取県",3,0,3,0,0,0,1485
"Shimane","島根県",24,0,24,0,0,0,1245
"Okayama","岡山県",26,1,25,"-","-",0,1935
"Hiroshima","広島県",168,0,165,3,0,0,7824
"Yamaguchi","山口県",37,0,37,0,0,0,2306
"Tokushima","徳島県",6,1,4,1,0,0,908
"Kagawa","香川県",28,0,28,0,0,0,2698
"Ehime","愛媛県",82,1,77,4,1,0,2613
"Kochi","高知県",74,0,71,3,0,0,1971
"Fukuoka","福岡県",846,13,800,33,2,0,16455
"Saga","佐賀県",47,0,47,0,0,0,1625
"Nagasaki","長崎県",17,0,16,1,0,0,3236
"Kumamoto","熊本県",49,1,45,3,0,0,4273
"Oita","大分県",60,0,59,1,0,0,4883
"Miyazaki","宮崎県",17,0,17,0,0,0,1567
"Kagoshima","鹿児島県",11,0,11,0,0,0,2587
"Okinawa","沖縄県",142,0,139,7,0,0,3019
