"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",41772,551,39785,1412,11,24,801489,"JP-01"
"Aomori","青森県",2538,37,2470,31,0,0,52512,"JP-02"
"Iwate","岩手県",1774,90,1637,47,1,0,88952,"JP-03"
"Miyagi","宮城県",9298,149,9039,91,3,19,161143,"JP-04"
"Akita","秋田県",935,49,866,20,2,0,16159,"JP-05"
"Yamagata","山形県",2057,39,1971,47,1,0,67424,"JP-06"
"Fukushima","福島県",5074,177,4736,161,4,0,290233,"JP-07"
"Ibaraki","茨城県",10802,246,10390,166,5,0,33871,"JP-08"
"Tochigi","栃木県",7229,188,6959,82,10,0,311979,"JP-09"
"Gunma","群馬県",8085,51,7880,154,3,0,199003,"JP-10"
"Saitama","埼玉県",47765,1454,45475,836,21,0,998897,"JP-11"
"Chiba","千葉県",41862,1377,39769,716,15,0,716627,"JP-12"
"Tokyo","東京都",181024,6270,172501,2253,63,0,2606875,"JP-13"
"Kanagawa","神奈川県",69927,2146,66818,963,36,0,1072099,"JP-14"
"Niigata","新潟県",3475,85,3337,53,0,0,177388,"JP-15"
"Toyama","富山県",2058,22,1998,38,1,0,76215,"JP-16"
"Ishikawa","石川県",4023,91,3814,115,1,3,126523,"JP-17"
"Fukui","福井県",1373,104,1234,35,1,0,71480,"JP-18"
"Yamanashi","山梨県",2144,51,2072,21,0,0,62325,"JP-19"
"Nagano","長野県",5059,37,5005,93,0,76,212206,"JP-20"
"Gifu","岐阜県",9491,54,9250,187,5,0,278310,"JP-21"
"Shizuoka","静岡県",9579,321,9106,152,4,0,418670,"JP-22"
"Aichi","愛知県",51495,601,49913,981,14,0,854147,"JP-23"
"Mie","三重県",5328,83,5271,113,3,139,148938,"JP-24"
"Shiga","滋賀県",5621,79,5452,90,2,0,157797,"JP-25"
"Kyoto","京都府",16786,162,16353,247,4,24,291666,"JP-26"
"Osaka","大阪府",104682,1439,99746,2693,122,804,2244964,"JP-27"
"Hyogo","兵庫県",41200,302,39589,1310,15,1,521525,"JP-28"
"Nara","奈良県",8456,134,8190,132,6,0,174026,"JP-29"
"Wakayama","和歌山県",2704,16,2581,49,1,58,42500,"JP-30"
"Tottori","鳥取県",494,24,461,2,0,7,86098,"JP-31"
"Shimane","島根県",561,7,552,2,0,0,32023,"JP-32"
"Okayama","岡山県",7613,22,7455,126,1,10,168599,"JP-33"
"Hiroshima","広島県",11570,71,11312,176,8,11,561085,"JP-34"
"Yamaguchi","山口県",3173,38,3055,80,1,0,124469,"JP-35"
"Tokushima","徳島県",1661,6,1592,63,0,0,66517,"JP-36"
"Kagawa","香川県",2114,20,2068,31,1,5,88506,"JP-37"
"Ehime","愛媛県",2756,5,2676,75,2,0,98714,"JP-38"
"Kochi","高知県",1889,68,1794,27,4,0,11777,"JP-39"
"Fukuoka","福岡県",35895,378,34938,525,9,54,855170,"JP-40"
"Saga","佐賀県",2570,19,2563,24,0,36,58736,"JP-41"
"Nagasaki","長崎県",3229,50,3110,69,0,0,128564,"JP-42"
"Kumamoto","熊本県",6495,27,6349,119,1,0,82501,"JP-43"
"Oita","大分県",3504,18,3422,64,0,0,174245,"JP-44"
"Miyazaki","宮崎県",3107,19,3048,27,0,13,44740,"JP-45"
"Kagoshima","鹿児島県",3731,61,3666,39,1,35,113578,"JP-46"
"Okinawa","沖縄県",21319,668,20451,206,43,6,258879,"JP-47"
