"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",5683,1916,3638,129,20,0,110887
"Aomori","青森県",280,31,243,6,2,0,6221
"Iwate","岩手県",77,48,29,0,0,0,6659
"Miyagi","宮城県",995,172,815,8,4,0,16563
"Akita","秋田県",74,8,66,0,1,0,2878
"Yamagata","山形県",98,13,84,1,0,0,7046
"Fukushima","福島県",441,36,399,6,5,0,35697
"Ibaraki","茨城県",1032,193,821,18,3,0,15108
"Tochigi","栃木県",523,30,493,2,4,2,48723
"Gunma","群馬県",964,44,897,20,2,3,33217
"Saitama","埼玉県",6996,820,6054,122,15,0,209032
"Chiba","千葉県",5937,619,5234,84,8,0,147396
"Tokyo","東京都",35229,2751,32002,476,42,0,679943
"Kanagawa","神奈川県",10349,1027,9140,182,35,0,226157
"Niigata","新潟県",259,72,187,0,1,0,20160
"Toyama","富山県",429,4,399,26,0,0,15581
"Ishikawa","石川県",830,10,771,49,0,0,19897
"Fukui","福井県",278,19,248,11,0,0,12567
"Yamanashi","山梨県",288,55,227,6,2,0,12697
"Nagano","長野県",495,131,363,6,0,5,26580
"Gifu","岐阜県",836,97,726,13,0,0,30009
"Shizuoka","静岡県",909,174,731,4,2,0,49650
"Aichi","愛知県",7764,1109,6555,100,16,0,118189
"Mie","三重県",628,42,579,7,4,0,17127
"Shiga","滋賀県",683,81,593,9,0,0,14966
"Kyoto","京都府",2307,161,2112,34,3,0,57951
"Osaka","大阪府",15763,1936,13543,265,69,19,276172
"Hyogo","兵庫県",4014,408,3533,73,17,0,78781
"Nara","奈良県",868,139,718,11,3,0,28401
"Wakayama","和歌山県",338,44,284,4,3,6,11510
"Tottori","鳥取県",52,11,41,0,0,0,6151
"Shimane","島根県",142,1,141,0,0,0,6354
"Okayama","岡山県",406,80,258,10,1,58,14762
"Hiroshima","広島県",707,33,667,5,1,2,30626
"Yamaguchi","山口県",279,58,217,2,2,2,12510
"Tokushima","徳島県",173,8,158,9,2,2,7669
"Kagawa","香川県",121,17,102,2,0,0,15287
"Ehime","愛媛県",138,21,111,6,0,0,4759
"Kochi","高知県",144,0,140,4,0,0,3690
"Fukuoka","福岡県",5398,97,5196,105,4,0,182317
"Saga","佐賀県",280,12,269,1,0,2,8235
"Nagasaki","長崎県",251,5,243,3,0,0,24833
"Kumamoto","熊本県",930,65,829,10,3,26,22303
"Oita","大分県",179,18,158,3,0,0,23484
"Miyazaki","宮崎県",375,3,372,1,0,1,8836
"Kagoshima","鹿児島県",558,45,512,13,0,12,25010
"Okinawa","沖縄県",3792,314,3417,66,2,5,64776
