"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",59193,1905,55975,1462,25,149,1050861,"JP-01"
"Aomori","青森県",5165,521,4611,33,7,0,78382,"JP-02"
"Iwate","岩手県",3397,223,3124,50,0,0,114078,"JP-03"
"Miyagi","宮城県",15737,760,14843,108,19,26,225843,"JP-04"
"Akita","秋田県",1780,108,1646,26,2,0,24598,"JP-05"
"Yamagata","山形県",3419,197,3169,53,3,0,90670,"JP-06"
"Fukushima","福島県",9266,346,8747,173,7,0,385270,"JP-07"
"Ibaraki","茨城県",23068,1179,21684,205,25,0,38857,"JP-08"
"Tochigi","栃木県",14546,764,13676,106,14,0,423128,"JP-09"
"Gunma","群馬県",16121,659,15296,166,21,0,273204,"JP-10"
"Saitama","埼玉県",110846,8775,101121,950,124,0,1367966,"JP-11"
"Chiba","千葉県",96367,7459,87964,944,77,0,996705,"JP-12"
"Tokyo","東京都",366894,14325,349891,2678,225,0,3446777,"JP-13"
"Kanagawa","神奈川県",162668,7056,154424,1188,167,0,1500565,"JP-14"
"Niigata","新潟県",7397,445,6894,58,8,0,261770,"JP-15"
"Toyama","富山県",4684,282,4357,45,8,0,106624,"JP-16"
"Ishikawa","石川県",7624,267,7213,123,3,21,178806,"JP-17"
"Fukui","福井県",2860,174,2650,36,1,0,106762,"JP-18"
"Yamanashi","山梨県",4893,286,4580,28,2,1,101838,"JP-19"
"Nagano","長野県",8411,313,8055,95,2,52,289560,"JP-20"
"Gifu","岐阜県",17906,1289,16583,207,17,173,375598,"JP-21"
"Shizuoka","静岡県",25570,1936,23441,193,20,0,572990,"JP-22"
"Aichi","愛知県",99688,16844,81769,1075,83,0,1182279,"JP-23"
"Mie","三重県",14164,1886,12436,149,23,307,202459,"JP-24"
"Shiga","滋賀県",11786,785,10904,97,7,0,220723,"JP-25"
"Kyoto","京都府",34205,2259,31590,258,79,98,394620,"JP-26"
"Osaka","大阪府",190947,16939,169150,2875,606,1983,3169321,"JP-27"
"Hyogo","兵庫県",73668,5293,67011,1369,73,5,691447,"JP-28"
"Nara","奈良県",15038,965,13929,144,18,0,233127,"JP-29"
"Wakayama","和歌山県",5055,222,4673,58,14,102,61836,"JP-30"
"Tottori","鳥取県",1593,132,1434,5,2,22,135806,"JP-31"
"Shimane","島根県",1521,108,1411,2,1,0,48532,"JP-32"
"Okayama","岡山県",14754,1161,13164,133,17,296,241401,"JP-33"
"Hiroshima","広島県",20739,805,19168,189,15,577,821060,"JP-34"
"Yamaguchi","山口県",5424,318,5018,88,3,0,166210,"JP-35"
"Tokushima","徳島県",3114,275,2775,64,4,0,94894,"JP-36"
"Kagawa","香川県",4577,193,4349,34,5,1,121165,"JP-37"
"Ehime","愛媛県",4947,224,4642,81,6,0,139184,"JP-38"
"Kochi","高知県",3987,261,3695,31,6,0,89786,"JP-39"
"Fukuoka","福岡県",71942,6770,64429,588,32,155,1168653,"JP-40"
"Saga","佐賀県",5604,224,5352,29,1,1,94065,"JP-41"
"Nagasaki","長崎県",5779,352,5358,71,2,2,167246,"JP-42"
"Kumamoto","熊本県",13812,994,12687,131,16,0,115926,"JP-43"
"Oita","大分県",7780,427,7279,74,4,0,241780,"JP-44"
"Miyazaki","宮崎県",5968,398,5518,36,8,16,70125,"JP-45"
"Kagoshima","鹿児島県",8863,512,8330,58,8,37,160380,"JP-46"
"Okinawa","沖縄県",47464,4543,42199,273,95,449,366895,"JP-47"
