"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1099,191,821,87,10,0,14714
"Aomori","青森県",27,0,26,1,0,0,867
"Iwate","岩手県",0,0,0,0,0,0,695
"Miyagi","宮城県",88,0,87,1,0,0,2979
"Akita","秋田県",16,0,16,0,0,0,940
"Yamagata","山形県",69,3,66,0,1,0,2412
"Fukushima","福島県",81,6,75,0,0,0,4661
"Ibaraki","茨城県",168,5,153,10,0,0,4721
"Tochigi","栃木県",66,14,53,0,0,0,4105
"Gunma","群馬県",149,8,122,19,1,0,3746
"Saitama","埼玉県",1005,47,909,49,4,0,22228
"Chiba","千葉県",907,37,825,45,4,0,14929
"Tokyo","東京都",5295,366,4623,306,27,0,15332
"Kanagawa","神奈川県",1375,159,1130,86,21,0,10103
"Niigata","新潟県",83,1,81,0,0,1,4262
"Toyama","富山県",227,9,196,22,0,0,3431
"Ishikawa","石川県",298,39,233,26,2,0,2746
"Fukui","福井県",122,2,112,8,1,0,2717
"Yamanashi","山梨県",65,4,60,1,0,0,4146
"Nagano","長野県",76,5,71,"-",0,0,2766
"Gifu","岐阜県",151,3,141,7,1,0,3729
"Shizuoka","静岡県",76,2,73,1,0,0,3554
"Aichi","愛知県",509,12,458,34,0,5,10284
"Mie","三重県",45,0,44,1,0,0,2527
"Shiga","滋賀県",100,7,92,1,1,0,1896
"Kyoto","京都府",358,10,331,17,1,0,8257
"Osaka","大阪府",1783,93,1602,84,15,4,31646
"Hyogo","兵庫県",699,21,636,42,4,0,11293
"Nara","奈良県",92,1,89,2,0,0,2898
"Wakayama","和歌山県",63,0,60,3,0,0,3733
"Tottori","鳥取県",3,0,3,0,0,0,1357
"Shimane","島根県",24,1,23,0,1,0,1138
"Okayama","岡山県",25,0,25,"-","-",0,1731
"Hiroshima","広島県",167,6,158,3,0,0,7060
"Yamaguchi","山口県",37,1,36,0,1,0,1782
"Tokushima","徳島県",5,0,4,1,0,0,752
"Kagawa","香川県",28,0,28,0,0,0,2225
"Ehime","愛媛県",82,23,55,4,1,0,2316
"Kochi","高知県",74,0,71,3,0,0,1812
"Fukuoka","福岡県",780,125,628,27,5,0,13239
"Saga","佐賀県",47,0,45,0,0,2,1443
"Nagasaki","長崎県",17,0,16,1,0,0,2814
"Kumamoto","熊本県",48,1,44,3,0,0,3962
"Oita","大分県",60,1,58,1,0,0,4081
"Miyazaki","宮崎県",17,0,17,0,0,0,1402
"Kagoshima","鹿児島県",10,0,10,0,0,0,1918
"Okinawa","沖縄県",142,2,137,7,1,0,2880
