"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",41658,500,39725,1411,14,22,796567,"JP-01"
"Aomori","青森県",2538,52,2455,31,0,0,52103,"JP-02"
"Iwate","岩手県",1754,86,1621,47,1,0,88085,"JP-03"
"Miyagi","宮城県",9247,120,9021,90,1,16,160164,"JP-04"
"Akita","秋田県",929,56,853,20,1,0,16100,"JP-05"
"Yamagata","山形県",2032,16,1969,47,1,0,67236,"JP-06"
"Fukushima","福島県",5029,167,4701,161,4,0,288230,"JP-07"
"Ibaraki","茨城県",10730,241,10323,166,6,0,33825,"JP-08"
"Tochigi","栃木県",7192,201,6909,82,9,0,310392,"JP-09"
"Gunma","群馬県",8066,36,7876,154,3,0,198427,"JP-10"
"Saitama","埼玉県",47469,1416,45218,835,23,0,991949,"JP-11"
"Chiba","千葉県",41478,1218,39545,715,16,0,710685,"JP-12"
"Tokyo","東京都",179252,5685,171321,2246,60,0,2588450,"JP-13"
"Kanagawa","神奈川県",69262,1973,66330,959,33,0,1067857,"JP-14"
"Niigata","新潟県",3457,71,3334,52,0,0,176747,"JP-15"
"Toyama","富山県",2056,23,1995,38,1,0,75836,"JP-16"
"Ishikawa","石川県",3994,67,3808,115,1,4,125567,"JP-17"
"Fukui","福井県",1347,101,1211,35,1,0,71074,"JP-18"
"Yamanashi","山梨県",2139,55,2063,21,0,0,58651,"JP-19"
"Nagano","長野県",5054,39,4999,93,0,77,211667,"JP-20"
"Gifu","岐阜県",9480,53,9240,187,4,0,276650,"JP-21"
"Shizuoka","静岡県",9502,275,9075,152,6,0,416933,"JP-22"
"Aichi","愛知県",51380,600,49802,978,12,0,851450,"JP-23"
"Mie","三重県",5306,73,5259,113,3,139,145510,"JP-24"
"Shiga","滋賀県",5599,70,5439,90,3,0,156635,"JP-25"
"Kyoto","京都府",16728,149,16314,246,5,19,289333,"JP-26"
"Osaka","大阪府",104339,1360,99489,2690,125,800,2216829,"JP-27"
"Hyogo","兵庫県",41113,276,39528,1309,15,0,518152,"JP-28"
"Nara","奈良県",8414,126,8156,132,7,0,173592,"JP-29"
"Wakayama","和歌山県",2700,21,2572,49,3,58,42385,"JP-30"
"Tottori","鳥取県",494,28,457,2,0,7,85646,"JP-31"
"Shimane","島根県",556,3,551,2,0,0,32023,"JP-32"
"Okayama","岡山県",7605,25,7439,126,4,15,165308,"JP-33"
"Hiroshima","広島県",11551,80,11283,176,8,12,561085,"JP-34"
"Yamaguchi","山口県",3169,44,3045,80,1,0,124469,"JP-35"
"Tokushima","徳島県",1658,4,1591,63,0,0,66024,"JP-36"
"Kagawa","香川県",2106,13,2067,31,1,5,87860,"JP-37"
"Ehime","愛媛県",2755,4,2676,75,2,0,97182,"JP-38"
"Kochi","高知県",1877,66,1784,27,5,0,11737,"JP-39"
"Fukuoka","福岡県",35781,354,34863,523,10,41,849922,"JP-40"
"Saga","佐賀県",2570,19,2563,24,0,36,58356,"JP-41"
"Nagasaki","長崎県",3223,59,3096,69,0,1,127929,"JP-42"
"Kumamoto","熊本県",6494,28,6347,119,1,0,82372,"JP-43"
"Oita","大分県",3501,18,3419,64,0,0,172925,"JP-44"
"Miyazaki","宮崎県",3107,22,3048,27,0,10,44725,"JP-45"
"Kagoshima","鹿児島県",3716,52,3660,39,1,35,113060,"JP-46"
"Okinawa","沖縄県",21200,684,20321,201,50,6,257125,"JP-47"
