"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",55038,5051,48471,1437,16,79,969420,"JP-01"
"Aomori","青森県",3951,752,3166,33,1,0,66925,"JP-02"
"Iwate","岩手県",2810,340,2422,48,2,0,104853,"JP-03"
"Miyagi","宮城県",13988,2238,11524,97,24,129,199916,"JP-04"
"Akita","秋田県",1538,296,1220,22,2,0,20501,"JP-05"
"Yamagata","山形県",3015,432,2535,48,3,0,82631,"JP-06"
"Fukushima","福島県",8331,1032,7134,165,17,0,357175,"JP-07"
"Ibaraki","茨城県",19413,2501,16729,183,25,0,37322,"JP-08"
"Tochigi","栃木県",12524,2174,10250,100,16,0,385925,"JP-09"
"Gunma","群馬県",13900,2591,11151,158,22,0,250677,"JP-10"
"Saitama","埼玉県",94361,26116,63080,877,161,4288,1264599,"JP-11"
"Chiba","千葉県",80230,14002,65410,818,111,0,915770,"JP-12"
"Tokyo","東京都",327861,42460,282986,2415,276,0,3203905,"JP-13"
"Kanagawa","神奈川県",137105,18138,117883,1084,249,0,1372591,"JP-14"
"Niigata","新潟県",6316,1061,5201,54,8,0,233038,"JP-15"
"Toyama","富山県",4085,1156,2890,39,9,0,97604,"JP-16"
"Ishikawa","石川県",7005,736,6131,123,6,15,160308,"JP-17"
"Fukui","福井県",2396,294,2066,36,1,0,94448,"JP-18"
"Yamanashi","山梨県",4103,712,3371,23,3,3,86511,"JP-19"
"Nagano","長野県",7500,867,6378,94,4,161,262751,"JP-20"
"Gifu","岐阜県",14320,2651,11285,196,7,188,338372,"JP-21"
"Shizuoka","静岡県",19165,5802,13198,165,34,0,521125,"JP-22"
"Aichi","愛知県",72696,13356,58308,1032,42,0,1033304,"JP-23"
"Mie","三重県",10784,3869,7000,123,17,208,170434,"JP-24"
"Shiga","滋賀県",9779,2464,7220,95,9,0,196841,"JP-25"
"Kyoto","京都府",27880,6434,20587,251,96,608,356333,"JP-26"
"Osaka","大阪府",156931,24040,128328,2778,510,1785,2840008,"JP-27"
"Hyogo","兵庫県",59962,7787,50842,1334,65,1,630555,"JP-28"
"Nara","奈良県",12399,1633,10630,136,16,0,212479,"JP-29"
"Wakayama","和歌山県",4293,562,3584,52,29,95,54198,"JP-30"
"Tottori","鳥取県",1336,259,1057,3,1,17,121247,"JP-31"
"Shimane","島根県",1211,178,1031,2,1,0,42979,"JP-32"
"Okayama","岡山県",12447,1485,8975,127,7,1860,208397,"JP-33"
"Hiroshima","広島県",16837,1587,13952,180,15,1118,694007,"JP-34"
"Yamaguchi","山口県",4631,804,3742,85,3,0,147535,"JP-35"
"Tokushima","徳島県",2439,436,1940,63,1,0,83966,"JP-36"
"Kagawa","香川県",3926,867,3026,34,8,1,110285,"JP-37"
"Ehime","愛媛県",4403,720,3604,79,3,0,122003,"JP-38"
"Kochi","高知県",3113,687,2395,31,3,0,74829,"JP-39"
"Fukuoka","福岡県",60850,11181,48121,559,34,989,1069066,"JP-40"
"Saga","佐賀県",4784,1087,3371,27,3,299,82040,"JP-41"
"Nagasaki","長崎県",4980,792,4123,69,1,4,155099,"JP-42"
"Kumamoto","熊本県",11504,2211,9170,123,16,0,102764,"JP-43"
"Oita","大分県",6315,1626,4623,66,2,0,218824,"JP-44"
"Miyazaki","宮崎県",4886,1218,3756,30,4,118,58291,"JP-45"
"Kagoshima","鹿児島県",7545,2020,5333,44,4,148,144385,"JP-46"
"Okinawa","沖縄県",39987,6698,32874,252,113,163,335402,"JP-47"
