"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",20816,751,19286,743,14,36,441400,"JP-01"
"Aomori","青森県",944,64,860,20,1,0,24324,"JP-02"
"Iwate","岩手県",608,35,543,30,0,0,42993,"JP-03"
"Miyagi","宮城県",5529,1277,4223,29,3,0,86294,"JP-04"
"Akita","秋田県",283,9,268,6,0,0,7420,"JP-05"
"Yamagata","山形県",865,273,576,16,0,0,32888,"JP-06"
"Fukushima","福島県",2415,280,2025,110,11,0,141389,"JP-07"
"Ibaraki","茨城県",6651,343,6182,126,1,0,26008,"JP-08"
"Tochigi","栃木県",4545,160,4315,70,2,0,170240,"JP-09"
"Gunma","群馬県",4943,167,4677,99,2,0,110174,"JP-10"
"Saitama","埼玉県",32467,1348,30420,699,37,0,635583,"JP-11"
"Chiba","千葉県",29337,1097,27680,560,23,0,470557,"JP-12"
"Tokyo","東京都",119974,3256,114993,1725,41,0,1733095,"JP-13"
"Kanagawa","神奈川県",47745,899,46069,777,24,0,680128,"JP-14"
"Niigata","新潟県",1392,188,1187,17,1,0,79987,"JP-15"
"Toyama","富山県",934,22,884,28,1,0,40917,"JP-16"
"Ishikawa","石川県",1901,12,1823,64,0,2,59370,"JP-17"
"Fukui","福井県",570,22,523,25,0,0,35047,"JP-18"
"Yamanashi","山梨県",956,1,937,18,0,0,30877,"JP-19"
"Nagano","長野県",2711,198,2483,41,0,11,112377,"JP-20"
"Gifu","岐阜県",4921,123,4675,123,3,0,156233,"JP-21"
"Shizuoka","静岡県",5642,241,5286,115,2,0,237667,"JP-22"
"Aichi","愛知県",27083,589,25919,575,9,0,451860,"JP-23"
"Mie","三重県",2708,103,2615,70,3,80,76136,"JP-24"
"Shiga","滋賀県",2734,82,2598,54,4,0,85844,"JP-25"
"Kyoto","京都府",9337,147,9027,168,2,5,172896,"JP-26"
"Osaka","大阪府",50957,2323,47050,1176,71,408,1020364,"JP-27"
"Hyogo","兵庫県",19510,917,18009,584,60,0,290520,"JP-28"
"Nara","奈良県",3660,193,3414,53,4,0,93746,"JP-29"
"Wakayama","和歌山県",1248,63,1143,18,1,24,26281,"JP-30"
"Tottori","鳥取県",211,1,205,2,0,3,46270,"JP-31"
"Shimane","島根県",286,1,285,0,0,0,17590,"JP-32"
"Okayama","岡山県",2645,76,2524,35,4,10,78444,"JP-33"
"Hiroshima","広島県",5114,44,4957,106,0,7,178091,"JP-34"
"Yamaguchi","山口県",1406,15,1348,43,0,0,66920,"JP-35"
"Tokushima","徳島県",517,56,443,18,2,0,31485,"JP-36"
"Kagawa","香川県",789,24,750,18,1,3,50214,"JP-37"
"Ehime","愛媛県",1278,205,1049,24,0,0,38370,"JP-38"
"Kochi","高知県",914,9,886,19,3,0,7434,"JP-39"
"Fukuoka","福岡県",18919,394,18194,331,7,0,502328,"JP-40"
"Saga","佐賀県",1181,42,1147,12,1,20,31452,"JP-41"
"Nagasaki","長崎県",1627,14,1577,38,0,2,76151,"JP-42"
"Kumamoto","熊本県",3495,21,3405,74,1,5,57975,"JP-43"
"Oita","大分県",1305,6,1277,22,0,0,91000,"JP-44"
"Miyazaki","宮崎県",1954,1,1924,22,0,7,24807,"JP-45"
"Kagoshima","鹿児島県",1812,37,1763,28,0,16,72126,"JP-46"
"Okinawa","沖縄県",9242,609,8512,127,3,6,161688,"JP-47"
