"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",23160,1194,21072,832,24,62,509854,"JP-01"
"Aomori","青森県",1462,250,1191,21,0,0,31260,"JP-02"
"Iwate","岩手県",838,70,737,31,1,0,54323,"JP-03"
"Miyagi","宮城県",7867,684,7101,59,15,23,115217,"JP-04"
"Akita","秋田県",413,71,333,9,0,0,9637,"JP-05"
"Yamagata","山形県",1423,182,1211,30,5,0,44988,"JP-06"
"Fukushima","福島県",3181,339,2721,121,11,0,179405,"JP-07"
"Ibaraki","茨城県",7811,537,7143,131,11,0,28924,"JP-08"
"Tochigi","栃木県",5199,191,4938,70,4,0,194732,"JP-09"
"Gunma","群馬県",5686,293,5290,103,4,0,131991,"JP-10"
"Saitama","埼玉県",36673,2111,33825,737,32,0,732366,"JP-11"
"Chiba","千葉県",32357,1234,30508,615,14,0,533397,"JP-12"
"Tokyo","東京都",134538,6049,126617,1872,51,0,1962066,"JP-13"
"Kanagawa","神奈川県",52190,1871,49511,808,28,0,779963,"JP-14"
"Niigata","新潟県",2145,373,1754,18,2,0,101809,"JP-15"
"Toyama","富山県",1244,149,1066,29,5,0,48632,"JP-16"
"Ishikawa","石川県",2346,271,2005,68,11,2,68927,"JP-17"
"Fukui","福井県",843,173,637,33,2,0,45182,"JP-18"
"Yamanashi","山梨県",1113,65,1029,19,1,0,35312,"JP-19"
"Nagano","長野県",3715,403,3292,58,4,38,141593,"JP-20"
"Gifu","岐阜県",5593,360,5103,130,4,0,181746,"JP-21"
"Shizuoka","静岡県",6284,246,5902,121,3,15,280654,"JP-22"
"Aichi","愛知県",31394,2596,28180,618,20,0,530413,"JP-23"
"Mie","三重県",3490,498,3004,77,16,89,91905,"JP-24"
"Shiga","滋賀県",3499,512,2926,61,5,0,100656,"JP-25"
"Kyoto","京都府",11427,1142,10142,181,12,38,203699,"JP-26"
"Osaka","大阪府",74509,16124,56378,1340,348,667,1332372,"JP-27"
"Hyogo","兵庫県",28131,4365,23113,653,89,0,359038,"JP-28"
"Nara","奈良県",5678,1057,4552,69,21,0,118912,"JP-29"
"Wakayama","和歌山県",2010,383,1573,22,55,32,30171,"JP-30"
"Tottori","鳥取県",352,70,275,2,0,5,59150,"JP-31"
"Shimane","島根県",329,33,296,0,0,0,19437,"JP-32"
"Okayama","岡山県",3536,396,2907,37,11,196,95544,"JP-33"
"Hiroshima","広島県",5620,240,5253,109,3,18,232883,"JP-34"
"Yamaguchi","山口県",1697,225,1429,43,0,0,77872,"JP-35"
"Tokushima","徳島県",1115,371,712,32,7,0,40789,"JP-36"
"Kagawa","香川県",1146,145,986,20,4,5,59782,"JP-37"
"Ehime","愛媛県",2164,390,1744,30,9,0,57490,"JP-38"
"Kochi","高知県",982,27,936,19,0,0,7705,"JP-39"
"Fukuoka","福岡県",21260,1678,19237,345,14,0,577100,"JP-40"
"Saga","佐賀県",1452,179,1280,13,0,20,36180,"JP-41"
"Nagasaki","長崎県",1923,254,1635,40,1,6,88894,"JP-42"
"Kumamoto","熊本県",3767,203,3487,77,5,0,62103,"JP-43"
"Oita","大分県",1578,213,1333,24,1,8,106061,"JP-44"
"Miyazaki","宮崎県",2124,86,2008,22,0,8,28570,"JP-45"
"Kagoshima","鹿児島県",2010,82,1921,28,0,21,79790,"JP-46"
"Okinawa","沖縄県",12069,1289,10653,133,11,6,185656,"JP-47"
