"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",11171,2226,8637,308,32,0,190249
"Aomori","青森県",373,59,308,6,2,0,8036
"Iwate","岩手県",302,113,180,9,3,0,11092
"Miyagi","宮城県",1507,277,1218,12,3,0,21568
"Akita","秋田県",94,4,89,1,0,0,3746
"Yamagata","山形県",253,103,149,1,1,0,9068
"Fukushima","福島県",611,103,500,8,4,0,45348
"Ibaraki","茨城県",1987,289,1670,28,13,0,17774
"Tochigi","栃木県",870,233,637,2,11,2,61800
"Gunma","群馬県",1652,313,1273,26,8,40,42655
"Saitama","埼玉県",10441,1779,8492,170,35,0,261972
"Chiba","千葉県",8189,991,7100,97,15,1,190632
"Tokyo","東京都",47225,5135,41555,535,70,0,847224
"Kanagawa","神奈川県",15053,1536,13292,225,53,0,281819
"Niigata","新潟県",400,83,317,0,0,0,24496
"Toyama","富山県",474,16,432,26,1,0,18804
"Ishikawa","石川県",910,51,812,50,0,3,24951
"Fukui","福井県",332,15,306,11,2,0,16638
"Yamanashi","山梨県",440,83,348,9,0,0,14073
"Nagano","長野県",957,155,750,6,4,46,35844
"Gifu","岐阜県",1498,345,1133,20,4,0,50550
"Shizuoka","静岡県",2087,639,1428,20,16,0,67934
"Aichi","愛知県",12525,2131,10251,143,27,0,152984
"Mie","三重県",1055,190,853,12,5,0,24205
"Shiga","滋賀県",863,67,785,11,1,0,30933
"Kyoto","京都府",3076,406,2644,40,8,14,73836
"Osaka","大阪府",24929,4684,19822,407,158,16,379572
"Hyogo","兵庫県",7228,809,6308,111,44,0,113005
"Nara","奈良県",1493,259,1219,15,7,0,38382
"Wakayama","和歌山県",554,64,472,7,10,11,14965
"Tottori","鳥取県",67,9,57,0,0,1,19495
"Shimane","島根県",166,14,152,0,1,0,7659
"Okayama","岡山県",702,116,562,11,3,13,24136
"Hiroshima","広島県",1560,283,950,8,10,319,43500
"Yamaguchi","山口県",435,47,382,2,3,4,22347
"Tokushima","徳島県",187,6,174,9,0,2,13844
"Kagawa","香川県",199,47,149,3,0,0,19511
"Ehime","愛媛県",359,57,293,8,2,1,9723
"Kochi","高知県",357,153,200,4,1,0,4671
"Fukuoka","福岡県",6622,649,5863,110,12,0,224401
"Saga","佐賀県",380,52,327,3,0,2,11860
"Nagasaki","長崎県",290,32,265,3,0,10,29884
"Kumamoto","熊本県",1210,116,1030,13,8,51,27774
"Oita","大分県",516,158,355,3,2,0,33841
"Miyazaki","宮崎県",584,87,497,3,1,3,10923
"Kagoshima","鹿児島県",823,183,640,13,1,13,30031
"Okinawa","沖縄県",4805,369,4366,75,7,5,79687
