"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",36527,7915,27180,1049,56,383,660066,"JP-01"
"Aomori","青森県",2283,288,1966,29,2,0,42806,"JP-02"
"Iwate","岩手県",1396,137,1216,43,2,0,72037,"JP-03"
"Miyagi","宮城県",8801,241,8456,82,8,22,142559,"JP-04"
"Akita","秋田県",755,80,663,12,1,0,13666,"JP-05"
"Yamagata","山形県",1932,218,1674,40,6,0,57879,"JP-06"
"Fukushima","福島県",4527,318,4069,140,17,0,234954,"JP-07"
"Ibaraki","茨城県",9593,495,8953,145,8,0,32392,"JP-08"
"Tochigi","栃木県",6226,359,5792,75,8,0,259437,"JP-09"
"Gunma","群馬県",7740,515,7091,134,20,0,165092,"JP-10"
"Saitama","埼玉県",43328,1834,40715,779,47,0,867443,"JP-11"
"Chiba","千葉県",36749,1059,35014,676,21,0,606252,"JP-12"
"Tokyo","東京都",159094,5569,151483,2042,69,0,2253831,"JP-13"
"Kanagawa","神奈川県",60626,2084,57665,877,73,0,914172,"JP-14"
"Niigata","新潟県",3142,330,2776,36,6,0,140295,"JP-15"
"Toyama","富山県",1818,298,1485,35,6,0,62481,"JP-16"
"Ishikawa","石川県",3650,506,3042,101,15,1,87172,"JP-17"
"Fukui","福井県",1034,45,955,34,1,0,58506,"JP-18"
"Yamanashi","山梨県",1506,108,1380,19,1,1,41166,"JP-19"
"Nagano","長野県",4734,342,4373,80,11,61,175113,"JP-20"
"Gifu","岐阜県",8567,830,7581,156,21,0,233932,"JP-21"
"Shizuoka","静岡県",8186,772,7278,136,5,0,343167,"JP-22"
"Aichi","愛知県",45664,5999,38922,743,99,0,685651,"JP-23"
"Mie","三重県",4803,391,4433,103,14,124,116606,"JP-24"
"Shiga","滋賀県",4945,427,4439,79,9,0,125228,"JP-25"
"Kyoto","京都府",15592,1172,14292,204,32,76,251466,"JP-26"
"Osaka","大阪府",98919,10451,85285,2247,383,936,1775645,"JP-27"
"Hyogo","兵庫県",39224,2646,35442,1148,97,12,450621,"JP-28"
"Nara","奈良県",7822,425,7287,110,21,0,149816,"JP-29"
"Wakayama","和歌山県",2594,127,2385,42,35,40,39602,"JP-30"
"Tottori","鳥取県",462,39,414,2,0,7,72444,"JP-31"
"Shimane","島根県",526,97,429,0,4,0,26359,"JP-32"
"Okayama","岡山県",7185,1386,5045,100,30,654,108427,"JP-33"
"Hiroshima","広島県",9871,1118,7708,119,24,926,400161,"JP-34"
"Yamaguchi","山口県",2865,531,2274,60,7,0,103923,"JP-35"
"Tokushima","徳島県",1627,72,1494,61,3,0,57573,"JP-36"
"Kagawa","香川県",1976,179,1778,24,4,5,75912,"JP-37"
"Ehime","愛媛県",2695,93,2530,72,5,0,81604,"JP-38"
"Kochi","高知県",1375,188,1167,20,4,0,9323,"JP-39"
"Fukuoka","福岡県",33505,4572,28326,435,82,172,734425,"JP-40"
"Saga","佐賀県",2471,192,2272,19,5,12,48692,"JP-41"
"Nagasaki","長崎県",2857,191,2603,63,7,0,110245,"JP-42"
"Kumamoto","熊本県",6084,727,5263,94,23,0,77356,"JP-43"
"Oita","大分県",3291,419,2830,42,6,0,142879,"JP-44"
"Miyazaki","宮崎県",3008,188,2785,25,2,10,40697,"JP-45"
"Kagoshima","鹿児島県",3229,334,2869,30,2,4,99540,"JP-46"
"Okinawa","沖縄県",15983,2208,13633,148,73,6,214152,"JP-47"
