"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",10039,2237,7546,256,24,0,171282
"Aomori","青森県",343,63,274,6,2,0,7341
"Iwate","岩手県",220,55,159,6,3,0,10219
"Miyagi","宮城県",1311,157,1144,10,4,0,20084
"Akita","秋田県",90,3,86,1,0,0,3733
"Yamagata","山形県",177,49,127,1,1,0,8284
"Fukushima","福島県",541,69,464,8,5,0,42276
"Ibaraki","茨城県",1844,378,1443,23,17,0,17532
"Tochigi","栃木県",749,170,579,2,10,2,57242
"Gunma","群馬県",1401,260,1106,22,5,13,39431
"Saitama","埼玉県",9411,1553,7699,159,27,0,249360
"Chiba","千葉県",7519,821,6605,93,14,0,174527
"Tokyo","東京都",44003,4362,39124,517,55,0,807999
"Kanagawa","神奈川県",13704,1121,12368,215,65,0,271058
"Niigata","新潟県",359,80,279,0,0,0,23193
"Toyama","富山県",462,12,424,26,2,0,18028
"Ishikawa","石川県",874,26,798,50,0,0,23296
"Fukui","福井県",322,15,296,11,2,0,15745
"Yamanashi","山梨県",422,90,323,9,0,0,13750
"Nagano","長野県",823,96,682,6,3,39,33920
"Gifu","岐阜県",1260,244,1002,14,2,0,44187
"Shizuoka","静岡県",1960,628,1315,17,13,0,62660
"Aichi","愛知県",11327,1922,9273,132,28,0,143080
"Mie","三重県",957,195,752,10,5,0,22079
"Shiga","滋賀県",826,70,745,11,1,0,29471
"Kyoto","京都府",2858,288,2531,39,9,0,70273
"Osaka","大阪府",22735,4230,18124,362,141,19,353214
"Hyogo","兵庫県",6440,805,5540,95,40,0,104516
"Nara","奈良県",1330,269,1048,13,7,0,35844
"Wakayama","和歌山県",507,71,418,7,4,11,14226
"Tottori","鳥取県",65,8,56,0,0,1,18380
"Shimane","島根県",158,9,149,0,1,0,7158
"Okayama","岡山県",666,140,468,11,5,47,20802
"Hiroshima","広島県",1085,214,807,7,6,57,39067
"Yamaguchi","山口県",414,52,356,2,3,4,19028
"Tokushima","徳島県",185,6,170,9,1,0,7934
"Kagawa","香川県",164,33,128,3,0,0,18221
"Ehime","愛媛県",349,96,246,6,5,1,8560
"Kochi","高知県",246,70,154,4,0,18,4151
"Fukuoka","福岡県",6060,387,5564,109,10,0,211871
"Saga","佐賀県",341,40,302,2,0,3,10620
"Nagasaki","長崎県",276,16,260,3,0,3,28287
"Kumamoto","熊本県",1094,73,977,13,7,31,25208
"Oita","大分県",408,149,256,3,1,0,30204
"Miyazaki","宮崎県",566,103,463,1,1,1,10583
"Kagoshima","鹿児島県",673,56,617,13,1,13,28667
"Okinawa","沖縄県",4585,396,4120,74,6,5,76441
