"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",58866,2300,55305,1460,26,199,1043091,"JP-01"
"Aomori","青森県",5052,615,4404,33,5,0,77497,"JP-02"
"Iwate","岩手県",3342,281,3011,50,1,0,113236,"JP-03"
"Miyagi","宮城県",15594,932,14530,104,20,28,218108,"JP-04"
"Akita","秋田県",1745,110,1609,26,1,0,23819,"JP-05"
"Yamagata","山形県",3380,212,3116,52,4,0,89208,"JP-06"
"Fukushima","福島県",9176,416,8587,173,5,0,381486,"JP-07"
"Ibaraki","茨城県",22681,1432,21048,201,26,0,38447,"JP-08"
"Tochigi","栃木県",14359,1001,13253,105,16,0,416370,"JP-09"
"Gunma","群馬県",15995,937,14894,164,22,0,270795,"JP-10"
"Saitama","埼玉県",109311,10942,97434,935,138,0,1356645,"JP-11"
"Chiba","千葉県",95083,10196,83954,933,83,0,985059,"JP-12"
"Tokyo","東京都",363943,19075,342240,2628,243,0,3421538,"JP-13"
"Kanagawa","神奈川県",160609,9214,150227,1168,209,0,1491456,"JP-14"
"Niigata","新潟県",7311,515,6738,58,8,0,258365,"JP-15"
"Toyama","富山県",4652,360,4248,44,8,0,105989,"JP-16"
"Ishikawa","石川県",7554,308,7102,123,3,21,176681,"JP-17"
"Fukui","福井県",2810,200,2574,36,1,0,105334,"JP-18"
"Yamanashi","山梨県",4833,362,4448,26,2,3,101838,"JP-19"
"Nagano","長野県",8315,335,7912,95,3,27,286922,"JP-20"
"Gifu","岐阜県",17642,1646,15885,206,18,95,372406,"JP-21"
"Shizuoka","静岡県",25242,2916,22133,193,21,0,566097,"JP-22"
"Aichi","愛知県",96850,20550,75233,1067,85,0,1162193,"JP-23"
"Mie","三重県",13981,2330,11804,145,28,298,202459,"JP-24"
"Shiga","滋賀県",11666,1167,10402,97,8,0,218858,"JP-25"
"Kyoto","京都府",33711,3752,29513,257,81,189,390428,"JP-26"
"Osaka","大阪府",188085,20445,162771,2869,620,2000,3120602,"JP-27"
"Hyogo","兵庫県",72238,6126,64753,1363,81,4,682132,"JP-28"
"Nara","奈良県",14841,1214,13485,142,17,0,231002,"JP-29"
"Wakayama","和歌山県",5015,290,4566,58,21,101,60977,"JP-30"
"Tottori","鳥取県",1564,155,1382,5,0,22,134643,"JP-31"
"Shimane","島根県",1502,150,1350,2,1,0,48532,"JP-32"
"Okayama","岡山県",14621,1161,13164,132,17,164,241401,"JP-33"
"Hiroshima","広島県",20240,1045,18022,189,15,984,812411,"JP-34"
"Yamaguchi","山口県",5379,450,4842,87,4,0,166210,"JP-35"
"Tokushima","徳島県",3046,305,2677,64,4,0,93766,"JP-36"
"Kagawa","香川県",4555,278,4242,34,5,1,120302,"JP-37"
"Ehime","愛媛県",4908,266,4561,81,5,0,138828,"JP-38"
"Kochi","高知県",3932,379,3522,31,8,0,85824,"JP-39"
"Fukuoka","福岡県",71116,7799,62298,583,34,436,1157812,"JP-40"
"Saga","佐賀県",5558,374,5215,29,1,60,92926,"JP-41"
"Nagasaki","長崎県",5716,481,5168,70,1,3,166038,"JP-42"
"Kumamoto","熊本県",13679,1263,12285,131,19,0,115141,"JP-43"
"Oita","大分県",7690,549,7068,73,3,0,240491,"JP-44"
"Miyazaki","宮崎県",5911,472,5389,34,10,16,68482,"JP-45"
"Kagoshima","鹿児島県",8760,612,8089,57,5,2,158100,"JP-46"
"Okinawa","沖縄県",46781,5028,41108,270,121,375,359503,"JP-47"
