"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2854,343,2402,109,3,0,76941
"Aomori","青森県",195,116,77,2,2,0,4380
"Iwate","岩手県",27,4,23,0,0,0,5222
"Miyagi","宮城県",610,85,523,2,3,0,13300
"Akita","秋田県",61,2,59,0,0,0,2464
"Yamagata","山形県",86,6,79,1,0,0,5917
"Fukushima","福島県",387,46,335,6,5,0,27846
"Ibaraki","茨城県",744,17,709,18,1,0,13674
"Tochigi","栃木県",480,26,454,1,0,1,41603
"Gunma","群馬県",874,99,752,19,5,4,28285
"Saitama","埼玉県",5682,387,5189,106,9,0,177818
"Chiba","千葉県",4880,381,4421,78,11,0,121673
"Tokyo","東京都",30285,1616,28218,451,33,0,580494
"Kanagawa","神奈川県",8453,536,7752,165,21,0,193081
"Niigata","新潟県",182,3,179,0,0,0,17489
"Toyama","富山県",422,0,396,26,0,0,14373
"Ishikawa","石川県",800,11,740,49,0,0,16493
"Fukui","福井県",256,2,243,11,0,0,10927
"Yamanashi","山梨県",206,6,194,6,0,0,11474
"Nagano","長野県",334,7,326,4,1,3,22491
"Gifu","岐阜県",672,28,633,11,1,0,26370
"Shizuoka","静岡県",605,27,576,2,0,0,41601
"Aichi","愛知県",5906,276,5538,92,11,0,95251
"Mie","三重県",555,10,538,7,2,0,15441
"Shiga","滋賀県",543,19,515,9,0,0,13830
"Kyoto","京都府",1981,63,1888,30,0,0,51562
"Osaka","大阪府",12231,653,11326,235,26,17,227942
"Hyogo","兵庫県",3147,144,2942,61,14,0,66897
"Nara","奈良県",626,15,602,9,1,0,24237
"Wakayama","和歌山県",272,12,252,4,2,4,10313
"Tottori","鳥取県",37,2,35,0,0,0,5679
"Shimane","島根県",141,1,140,0,0,0,6154
"Okayama","岡山県",215,23,161,1,1,30,10217
"Hiroshima","広島県",656,15,636,5,0,0,27097
"Yamaguchi","山口県",213,5,206,2,1,0,11710
"Tokushima","徳島県",164,5,150,9,0,0,7421
"Kagawa","香川県",101,4,95,2,0,0,13252
"Ehime","愛媛県",116,0,110,6,0,0,4319
"Kochi","高知県",143,3,136,4,0,0,3615
"Fukuoka","福岡県",5189,66,5022,101,4,0,160141
"Saga","佐賀県",254,2,254,0,0,2,6968
"Nagasaki","長崎県",244,2,239,3,0,0,21887
"Kumamoto","熊本県",774,37,724,8,0,5,19110
"Oita","大分県",159,0,156,3,0,0,20342
"Miyazaki","宮崎県",367,1,366,1,0,1,8765
"Kagoshima","鹿児島県",463,7,456,12,0,12,21887
"Okinawa","沖縄県",3217,333,2830,58,9,4,54559
