"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",41294,1210,38782,1394,30,92,775042,"JP-01"
"Aomori","青森県",2490,41,2418,31,0,0,50446,"JP-02"
"Iwate","岩手県",1670,44,1580,46,2,0,84243,"JP-03"
"Miyagi","宮城県",9120,58,8966,90,3,6,156448,"JP-04"
"Akita","秋田県",862,88,754,20,1,0,15299,"JP-05"
"Yamagata","山形県",2020,12,1961,47,2,0,65627,"JP-06"
"Fukushima","福島県",4868,118,4589,161,4,0,278371,"JP-07"
"Ibaraki","茨城県",10517,256,10097,164,4,0,33256,"JP-08"
"Tochigi","栃木県",6996,228,6687,81,12,0,284683,"JP-09"
"Gunma","群馬県",8032,47,7833,152,5,0,193138,"JP-10"
"Saitama","埼玉県",46329,1005,44494,830,14,0,963824,"JP-11"
"Chiba","千葉県",40147,1027,38415,705,17,0,681888,"JP-12"
"Tokyo","東京都",173220,4148,166841,2231,43,0,2508865,"JP-13"
"Kanagawa","神奈川県",67182,1692,64543,947,41,0,1033536,"JP-14"
"Niigata","新潟県",3398,38,3308,52,3,0,170581,"JP-15"
"Toyama","富山県",2040,43,1959,38,1,0,73423,"JP-16"
"Ishikawa","石川県",3930,31,3781,115,0,3,121895,"JP-17"
"Fukui","福井県",1271,164,1073,34,0,0,68713,"JP-18"
"Yamanashi","山梨県",2093,140,1933,21,1,1,54750,"JP-19"
"Nagano","長野県",5031,70,4945,91,1,75,206319,"JP-20"
"Gifu","岐阜県",9439,117,9136,186,3,0,269035,"JP-21"
"Shizuoka","静岡県",9278,288,8840,150,5,0,402049,"JP-22"
"Aichi","愛知県",50922,978,48984,960,25,0,824829,"JP-23"
"Mie","三重県",5253,86,5194,111,4,138,142045,"JP-24"
"Shiga","滋賀県",5551,93,5368,90,6,0,150626,"JP-25"
"Kyoto","京都府",16574,142,16175,242,12,15,281581,"JP-26"
"Osaka","大阪府",103275,1293,98507,2668,149,807,2138841,"JP-27"
"Hyogo","兵庫県",40867,245,39337,1288,17,3,505587,"JP-28"
"Nara","奈良県",8318,199,7990,129,5,0,168559,"JP-29"
"Wakayama","和歌山県",2680,20,2553,49,1,58,41777,"JP-30"
"Tottori","鳥取県",470,3,455,2,0,10,82819,"JP-31"
"Shimane","島根県",553,3,549,1,1,0,29812,"JP-32"
"Okayama","岡山県",7588,72,7385,126,8,5,162012,"JP-33"
"Hiroshima","広島県",11494,136,11170,175,12,13,548898,"JP-34"
"Yamaguchi","山口県",3133,52,3004,77,1,0,119622,"JP-35"
"Tokushima","徳島県",1656,8,1585,63,0,0,64645,"JP-36"
"Kagawa","香川県",2095,25,2045,30,1,5,85319,"JP-37"
"Ehime","愛媛県",2754,10,2669,75,3,0,95450,"JP-38"
"Kochi","高知県",1820,103,1692,25,8,0,11392,"JP-39"
"Fukuoka","福岡県",35482,440,34496,520,14,26,827716,"JP-40"
"Saga","佐賀県",2555,14,2553,24,0,36,56642,"JP-41"
"Nagasaki","長崎県",3178,85,3024,69,0,0,124230,"JP-42"
"Kumamoto","熊本県",6478,70,6292,116,5,0,81928,"JP-43"
"Oita","大分県",3491,29,3399,63,0,0,167489,"JP-44"
"Miyazaki","宮崎県",3076,20,3019,27,0,10,44176,"JP-45"
"Kagoshima","鹿児島県",3671,53,3614,38,1,34,110866,"JP-46"
"Okinawa","沖縄県",20716,1115,19426,181,58,6,249853,"JP-47"
