"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",49186,3518,44043,1430,15,195,910202,"JP-01"
"Aomori","青森県",3129,365,2732,32,0,0,61045,"JP-02"
"Iwate","岩手県",2386,315,2023,48,1,0,99236,"JP-03"
"Miyagi","宮城県",11432,1241,10016,92,12,83,183261,"JP-04"
"Akita","秋田県",1174,127,1026,21,3,0,18445,"JP-05"
"Yamagata","山形県",2528,288,2193,47,7,0,75521,"JP-06"
"Fukushima","福島県",7177,1033,5982,162,13,0,335383,"JP-07"
"Ibaraki","茨城県",15964,2188,13601,175,29,0,35770,"JP-08"
"Tochigi","栃木県",10216,1719,8403,94,18,0,367216,"JP-09"
"Gunma","群馬県",10802,1491,9156,155,20,0,229987,"JP-10"
"Saitama","埼玉県",74669,20587,53224,858,113,0,1175904,"JP-11"
"Chiba","千葉県",62578,9748,52076,754,70,0,851088,"JP-12"
"Tokyo","東京都",274837,40906,231599,2332,245,0,3005674,"JP-13"
"Kanagawa","神奈川県",108497,14582,92894,1021,191,0,1269861,"JP-14"
"Niigata","新潟県",5085,908,4123,54,5,0,212809,"JP-15"
"Toyama","富山県",2889,490,2361,38,6,0,88265,"JP-16"
"Ishikawa","石川県",6189,763,5296,120,10,10,147701,"JP-17"
"Fukui","福井県",1983,229,1718,36,2,0,87300,"JP-18"
"Yamanashi","山梨県",3057,477,2560,22,2,2,80996,"JP-19"
"Nagano","長野県",6136,554,5509,94,3,21,241613,"JP-20"
"Gifu","岐阜県",10773,774,9810,189,4,0,311513,"JP-21"
"Shizuoka","静岡県",13692,2468,11066,158,14,0,483975,"JP-22"
"Aichi","愛知県",58961,4392,53553,1016,26,0,964765,"JP-23"
"Mie","三重県",6927,1037,5940,116,12,166,170386,"JP-24"
"Shiga","滋賀県",7498,1180,6223,95,4,0,183482,"JP-25"
"Kyoto","京都府",22170,3116,18427,249,73,378,333346,"JP-26"
"Osaka","大阪府",130683,13151,113516,2742,431,1274,2647766,"JP-27"
"Hyogo","兵庫県",49730,3992,44415,1323,40,0,588824,"JP-28"
"Nara","奈良県",10339,971,9234,134,14,0,197848,"JP-29"
"Wakayama","和歌山県",3424,238,3057,50,13,79,48672,"JP-30"
"Tottori","鳥取県",1078,320,742,3,0,13,108754,"JP-31"
"Shimane","島根県",903,115,786,2,1,0,38671,"JP-32"
"Okayama","岡山県",9806,863,8233,127,7,583,197807,"JP-33"
"Hiroshima","広島県",13441,788,12259,180,8,214,621567,"JP-34"
"Yamaguchi","山口県",3730,365,3285,80,2,0,136504,"JP-35"
"Tokushima","徳島県",1923,98,1762,63,1,0,76778,"JP-36"
"Kagawa","香川県",2936,536,2370,32,7,2,101028,"JP-37"
"Ehime","愛媛県",3528,524,2927,77,5,0,114510,"JP-38"
"Kochi","高知県",2288,144,2114,30,4,0,67267,"JP-39"
"Fukuoka","福岡県",49120,7616,40069,548,24,887,991143,"JP-40"
"Saga","佐賀県",3399,405,2858,26,0,110,71496,"JP-41"
"Nagasaki","長崎県",4094,522,3505,69,1,2,144705,"JP-42"
"Kumamoto","熊本県",8751,1192,7438,121,8,0,93246,"JP-43"
"Oita","大分県",4336,530,3742,64,1,0,199905,"JP-44"
"Miyazaki","宮崎県",3706,391,3289,27,1,1,50655,"JP-45"
"Kagoshima","鹿児島県",5153,840,4149,42,0,122,128178,"JP-46"
"Okinawa","沖縄県",32248,5529,26334,245,97,140,309884,"JP-47"
