"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",20086,626,18756,719,6,15,416569,"JP-01"
"Aomori","青森県",881,60,801,20,0,0,22451,"JP-02"
"Iwate","岩手県",571,16,525,30,0,0,30545,"JP-03"
"Miyagi","宮城県",4217,427,3764,26,4,0,76531,"JP-04"
"Akita","秋田県",272,4,262,6,0,0,7204,"JP-05"
"Yamagata","山形県",565,24,526,15,0,0,29801,"JP-06"
"Fukushima","福島県",2234,245,1892,97,14,0,129241,"JP-07"
"Ibaraki","茨城県",6259,287,5849,123,4,0,25356,"JP-08"
"Tochigi","栃木県",4335,157,4109,69,0,0,159998,"JP-09"
"Gunma","群馬県",4742,143,4506,93,2,0,103291,"JP-10"
"Saitama","埼玉県",31203,1454,29073,676,41,0,602214,"JP-11"
"Chiba","千葉県",28202,1087,26589,526,20,0,443159,"JP-12"
"Tokyo","東京都",116293,2797,111884,1612,41,0,1657779,"JP-13"
"Kanagawa","神奈川県",46631,926,44950,755,22,0,650261,"JP-14"
"Niigata","新潟県",1214,102,1096,16,1,0,74205,"JP-15"
"Toyama","富山県",913,8,877,28,2,0,39386,"JP-16"
"Ishikawa","石川県",1887,17,1805,63,2,2,56514,"JP-17"
"Fukui","福井県",549,3,521,25,0,0,33779,"JP-18"
"Yamanashi","山梨県",954,12,924,18,0,0,28326,"JP-19"
"Nagano","長野県",2464,78,2372,41,0,27,107089,"JP-20"
"Gifu","岐阜県",4809,62,4628,119,7,0,148880,"JP-21"
"Shizuoka","静岡県",5438,181,5150,107,0,0,225502,"JP-22"
"Aichi","愛知県",26493,490,25441,562,16,0,430495,"JP-23"
"Mie","三重県",2618,80,2552,65,3,79,70180,"JP-24"
"Shiga","滋賀県",2663,146,2466,51,6,0,80644,"JP-25"
"Kyoto","京都府",9211,103,8947,164,3,3,166249,"JP-26"
"Osaka","大阪府",48606,1073,45982,1160,54,391,908557,"JP-27"
"Hyogo","兵庫県",18585,504,17515,566,43,0,272873,"JP-28"
"Nara","奈良県",3482,82,3351,49,5,0,89328,"JP-29"
"Wakayama","和歌山県",1187,19,1125,18,2,25,25216,"JP-30"
"Tottori","鳥取県",210,1,205,2,0,2,44430,"JP-31"
"Shimane","島根県",285,1,284,0,0,0,16686,"JP-32"
"Okayama","岡山県",2590,77,2441,34,1,38,72624,"JP-33"
"Hiroshima","広島県",5067,36,4928,103,4,0,172116,"JP-34"
"Yamaguchi","山口県",1395,17,1335,43,0,0,64978,"JP-35"
"Tokushima","徳島県",464,15,431,18,1,0,28768,"JP-36"
"Kagawa","香川県",772,14,740,18,0,0,47814,"JP-37"
"Ehime","愛媛県",1076,17,1035,24,1,0,35173,"JP-38"
"Kochi","高知県",910,9,882,19,3,0,7266,"JP-39"
"Fukuoka","福岡県",18551,391,17841,319,12,0,479225,"JP-40"
"Saga","佐賀県",1148,65,1094,10,2,21,30370,"JP-41"
"Nagasaki","長崎県",1614,1,1575,38,0,0,72492,"JP-42"
"Kumamoto","熊本県",3481,27,3382,74,0,2,57468,"JP-43"
"Oita","大分県",1299,9,1268,22,0,0,86899,"JP-44"
"Miyazaki","宮崎県",1953,0,1924,22,0,7,24805,"JP-45"
"Kagoshima","鹿児島県",1765,7,1757,27,1,26,70174,"JP-46"
"Okinawa","沖縄県",8575,317,8141,123,2,6,155617,"JP-47"
