"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",17840,1250,15981,612,11,3,330654,"JP-01"
"Aomori","青森県",736,60,663,13,1,0,13540,"JP-02"
"Iwate","岩手県",509,24,456,29,1,0,20679,"JP-03"
"Miyagi","宮城県",3440,189,3229,22,8,0,48777,"JP-04"
"Akita","秋田県",267,43,221,3,0,0,6741,"JP-05"
"Yamagata","山形県",516,61,442,13,2,0,15497,"JP-06"
"Fukushima","福島県",1759,191,1516,52,12,0,89071,"JP-07"
"Ibaraki","茨城県",4978,583,4324,71,15,0,23626,"JP-08"
"Tochigi","栃木県",3830,348,3433,49,17,0,109271,"JP-09"
"Gunma","群馬県",4022,399,3551,72,14,0,78273,"JP-10"
"Saitama","埼玉県",26091,3711,21994,386,67,0,471071,"JP-11"
"Chiba","千葉県",23150,4536,18334,280,45,0,338727,"JP-12"
"Tokyo","東京都",102200,9116,92110,974,115,0,1356692,"JP-13"
"Kanagawa","神奈川県",41628,2491,38624,513,97,0,513676,"JP-14"
"Niigata","新潟県",941,106,823,12,2,0,37633,"JP-15"
"Toyama","富山県",876,31,818,27,2,0,32089,"JP-16"
"Ishikawa","石川県",1494,89,1358,58,3,11,42124,"JP-17"
"Fukui","福井県",519,54,445,20,4,0,27716,"JP-18"
"Yamanashi","山梨県",907,27,865,15,3,0,14741,"JP-19"
"Nagano","長野県",2319,125,2185,39,1,30,85788,"JP-20"
"Gifu","岐阜県",4347,389,3885,73,11,0,108699,"JP-21"
"Shizuoka","静岡県",4672,411,4179,82,2,0,152937,"JP-22"
"Aichi","愛知県",24316,2140,21756,420,62,0,330276,"JP-23"
"Mie","三重県",2285,328,1924,33,12,0,46585,"JP-24"
"Shiga","滋賀県",2200,251,1916,33,6,0,60561,"JP-25"
"Kyoto","京都府",8609,1046,7513,125,15,75,136005,"JP-26"
"Osaka","大阪府",44562,3786,39811,965,166,0,670804,"JP-27"
"Hyogo","兵庫県",16782,1511,14841,430,65,0,209193,"JP-28"
"Nara","奈良県",3148,280,2827,41,4,0,71540,"JP-29"
"Wakayama","和歌山県",1091,82,973,15,9,21,22310,"JP-30"
"Tottori","鳥取県",204,21,178,2,1,3,35796,"JP-31"
"Shimane","島根県",273,22,251,0,0,0,12166,"JP-32"
"Okayama","岡山県",2375,252,2013,20,10,90,51686,"JP-33"
"Hiroshima","広島県",4856,269,4475,94,8,18,120841,"JP-34"
"Yamaguchi","山口県",1279,251,998,24,0,6,49814,"JP-35"
"Tokushima","徳島県",392,40,337,15,3,0,22592,"JP-36"
"Kagawa","香川県",678,160,502,16,1,0,38795,"JP-37"
"Ehime","愛媛県",1000,82,897,21,2,0,25725,"JP-38"
"Kochi","高知県",852,28,810,14,4,0,6949,"JP-39"
"Fukuoka","福岡県",16434,1924,14310,200,40,0,381862,"JP-40"
"Saga","佐賀県",970,79,903,6,1,18,24461,"JP-41"
"Nagasaki","長崎県",1540,219,1292,32,3,3,58931,"JP-42"
"Kumamoto","熊本県",3368,175,3052,63,18,78,54519,"JP-43"
"Oita","大分県",1206,154,1034,18,2,0,66669,"JP-44"
"Miyazaki","宮崎県",1873,167,1699,20,4,13,23910,"JP-45"
"Kagoshima","鹿児島県",1640,155,1485,19,2,19,57727,"JP-46"
"Okinawa","沖縄県",7749,676,6986,92,6,5,129649,"JP-47"
