"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1304,66,1136,102,5,0,23694
"Aomori","青森県",29,3,25,1,0,0,1140
"Iwate","岩手県",0,0,0,0,0,0,1189
"Miyagi","宮城県",110,9,100,1,0,0,4748
"Akita","秋田県",16,0,16,0,0,0,1023
"Yamagata","山形県",74,4,70,1,0,1,2674
"Fukushima","福島県",84,2,82,0,0,0,8119
"Ibaraki","茨城県",209,22,177,10,1,0,5930
"Tochigi","栃木県",103,19,86,0,0,2,9645
"Gunma","群馬県",161,6,136,19,0,0,6320
"Saitama","埼玉県",1568,357,1144,67,4,0,47612
"Chiba","千葉県",1191,186,959,46,0,0,21490
"Tokyo","東京都",8354,1420,6608,326,8,0,125898
"Kanagawa","神奈川県",1826,206,1522,98,7,0,14758
"Niigata","新潟県",89,5,83,0,0,1,5419
"Toyama","富山県",230,2,206,22,0,0,4493
"Ishikawa","石川県",300,4,269,27,1,0,2968
"Fukui","福井県",125,3,114,8,0,0,3779
"Yamanashi","山梨県",76,1,74,1,0,0,6341
"Nagano","長野県",80,4,76,"-",0,0,4878
"Gifu","岐阜県",166,8,151,7,1,0,6009
"Shizuoka","静岡県",97,13,83,1,0,0,9243
"Aichi","愛知県",536,15,483,34,0,4,14633
"Mie","三重県",50,3,45,1,0,1,3123
"Shiga","滋賀県",107,5,101,1,1,0,3026
"Kyoto","京都府",468,65,385,18,0,0,12781
"Osaka","大阪府",2065,153,1826,86,5,0,48476
"Hyogo","兵庫県",748,30,673,45,0,0,17478
"Nara","奈良県",131,37,92,2,0,0,5045
"Wakayama","和歌山県",84,20,61,3,0,0,4703
"Tottori","鳥取県",5,2,3,0,0,0,2145
"Shimane","島根県",25,0,25,0,0,0,1299
"Okayama","岡山県",30,0,28,"-","-",2,2066
"Hiroshima","広島県",184,14,167,3,0,0,8525
"Yamaguchi","山口県",37,0,37,0,0,0,2788
"Tokushima","徳島県",10,5,4,1,0,0,1268
"Kagawa","香川県",31,3,28,0,0,0,3229
"Ehime","愛媛県",82,0,77,5,0,0,2693
"Kochi","高知県",75,1,71,3,0,0,2051
"Fukuoka","福岡県",928,62,833,33,4,0,18352
"Saga","佐賀県",47,0,47,0,0,0,1738
"Nagasaki","長崎県",31,14,16,1,0,0,4277
"Kumamoto","熊本県",49,0,46,3,0,0,4465
"Oita","大分県",60,0,59,1,0,0,5522
"Miyazaki","宮崎県",20,3,17,0,0,0,1748
"Kagoshima","鹿児島県",158,109,49,0,0,0,7605
"Okinawa","沖縄県",148,4,141,7,0,0,3381
