"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",26681,2625,22851,897,24,308,559214,"JP-01"
"Aomori","青森県",1781,284,1471,26,4,0,35344,"JP-02"
"Iwate","岩手県",1091,210,846,35,2,0,61274,"JP-03"
"Miyagi","宮城県",8339,435,7810,72,9,22,124669,"JP-04"
"Akita","秋田県",596,133,454,9,0,0,11000,"JP-05"
"Yamagata","山形県",1599,119,1444,36,6,0,49728,"JP-06"
"Fukushima","福島県",3860,581,3151,128,18,0,196966,"JP-07"
"Ibaraki","茨城県",8567,445,7987,135,14,0,30786,"JP-08"
"Tochigi","栃木県",5600,291,5236,73,5,0,222303,"JP-09"
"Gunma","群馬県",6705,700,5899,106,14,0,144192,"JP-10"
"Saitama","埼玉県",39856,2649,36456,751,45,0,785829,"JP-11"
"Chiba","千葉県",34402,1372,32389,641,17,0,559683,"JP-12"
"Tokyo","東京都",146594,7372,137304,1918,73,0,2078308,"JP-13"
"Kanagawa","神奈川県",55739,2009,52897,833,48,0,828500,"JP-14"
"Niigata","新潟県",2568,385,2158,25,2,0,115792,"JP-15"
"Toyama","富山県",1408,140,1237,31,8,0,53430,"JP-16"
"Ishikawa","石川県",2866,506,2273,85,14,2,74108,"JP-17"
"Fukui","福井県",954,101,820,33,1,0,51711,"JP-18"
"Yamanashi","山梨県",1267,120,1129,19,1,1,36365,"JP-19"
"Nagano","長野県",4114,321,3773,72,5,52,151970,"JP-20"
"Gifu","岐阜県",6650,781,5731,138,10,0,198698,"JP-21"
"Shizuoka","静岡県",6823,379,6320,124,5,0,303143,"JP-22"
"Aichi","愛知県",36233,3983,31602,648,44,0,586218,"JP-23"
"Mie","三重県",4146,599,3564,89,18,106,104528,"JP-24"
"Shiga","滋賀県",4163,565,3531,67,13,0,110541,"JP-25"
"Kyoto","京都府",13292,1654,11491,191,31,44,222215,"JP-26"
"Osaka","大阪府",89545,21492,65475,1715,403,863,1538348,"JP-27"
"Hyogo","兵庫県",34918,5009,29139,770,96,0,401077,"JP-28"
"Nara","奈良県",6925,946,5893,86,29,0,131588,"JP-29"
"Wakayama","和歌山県",2359,244,2043,34,44,38,35763,"JP-30"
"Tottori","鳥取県",392,36,343,2,0,11,64106,"JP-31"
"Shimane","島根県",375,36,339,0,1,0,21314,"JP-32"
"Okayama","岡山県",4987,863,3492,49,20,583,108427,"JP-33"
"Hiroshima","広島県",6751,605,5835,111,9,200,267317,"JP-34"
"Yamaguchi","山口県",2063,306,1709,48,5,0,82172,"JP-35"
"Tokushima","徳島県",1479,236,1192,51,11,0,47260,"JP-36"
"Kagawa","香川県",1566,370,1179,23,4,6,65286,"JP-37"
"Ehime","愛媛県",2501,251,2195,55,8,0,68018,"JP-38"
"Kochi","高知県",1121,77,1024,20,4,0,8545,"JP-39"
"Fukuoka","福岡県",26833,4071,21864,369,48,529,638402,"JP-40"
"Saga","佐賀県",1952,297,1588,14,3,53,41544,"JP-41"
"Nagasaki","長崎県",2479,479,1959,44,6,3,96913,"JP-42"
"Kumamoto","熊本県",4414,488,3844,82,13,0,67745,"JP-43"
"Oita","大分県",2391,641,1722,28,3,0,119230,"JP-44"
"Miyazaki","宮崎県",2463,331,2101,23,3,8,33156,"JP-45"
"Kagoshima","鹿児島県",2558,405,2107,28,2,18,81722,"JP-46"
"Okinawa","沖縄県",13095,1096,11867,138,9,6,195912,"JP-47"
