"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1996,105,1784,107,1,0,54197
"Aomori","青森県",35,0,34,1,0,0,2329
"Iwate","岩手県",23,0,23,0,0,0,3974
"Miyagi","宮城県",375,67,306,2,0,0,9881
"Akita","秋田県",53,2,51,0,0,0,2082
"Yamagata","山形県",78,2,76,1,1,1,5079
"Fukushima","福島県",232,41,189,2,1,0,18810
"Ibaraki","茨城県",631,29,585,17,5,0,12228
"Tochigi","栃木県",411,66,333,1,1,11,28699
"Gunma","群馬県",688,124,541,19,0,4,19671
"Saitama","埼玉県",4494,247,4147,100,8,0,135235
"Chiba","千葉県",3715,309,3336,70,8,0,77280
"Tokyo","東京都",24648,2132,22121,395,29,0,427531
"Kanagawa","神奈川県",6509,460,5913,136,30,0,144192
"Niigata","新潟県",168,19,149,0,1,0,14835
"Toyama","富山県",410,5,380,25,0,0,11637
"Ishikawa","石川県",763,57,660,46,0,0,12132
"Fukui","福井県",244,4,228,10,2,2,9575
"Yamanashi","山梨県",180,3,171,6,1,0,10434
"Nagano","長野県",303,7,301,1,0,6,18305
"Gifu","岐阜県",606,15,581,10,1,0,21729
"Shizuoka","静岡県",522,11,510,1,1,0,32231
"Aichi","愛知県",5145,380,4682,83,13,0,71793
"Mie","三重県",483,80,396,7,4,0,12042
"Shiga","滋賀県",483,17,458,8,0,0,11309
"Kyoto","京都府",1705,70,1610,25,1,0,40361
"Osaka","大阪府",10271,610,9452,199,30,10,174612
"Hyogo","兵庫県",2616,97,2462,57,6,0,53691
"Nara","奈良県",558,13,536,9,0,0,19714
"Wakayama","和歌山県",238,3,228,4,0,3,9123
"Tottori","鳥取県",36,12,24,0,0,0,5386
"Shimane","島根県",138,0,137,0,0,1,5334
"Okayama","岡山県",149,1,147,"-","-",1,7861
"Hiroshima","広島県",492,22,466,3,1,1,19986
"Yamaguchi","山口県",195,7,186,2,1,0,9263
"Tokushima","徳島県",147,21,114,9,0,3,6806
"Kagawa","香川県",93,8,83,2,0,0,10297
"Ehime","愛媛県",114,0,108,6,0,0,4021
"Kochi","高知県",137,0,133,4,0,0,3406
"Fukuoka","福岡県",5007,160,4755,92,10,0,46778
"Saga","佐賀県",244,2,244,0,0,2,5746
"Nagasaki","長崎県",236,3,230,3,0,0,17663
"Kumamoto","熊本県",572,11,553,8,0,0,16109
"Oita","大分県",158,4,152,2,0,0,15981
"Miyazaki","宮崎県",344,2,342,1,0,1,8514
"Kagoshima","鹿児島県",389,16,373,12,0,12,18115
"Okinawa","沖縄県",2382,137,2204,45,7,4,37072
