"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",10367,2248,7848,271,27,0,175957
"Aomori","青森県",354,61,287,6,2,0,7598
"Iwate","岩手県",225,57,162,6,4,0,10329
"Miyagi","宮城県",1336,152,1173,11,3,0,20570
"Akita","秋田県",90,1,88,1,0,0,3744
"Yamagata","山形県",196,61,134,1,1,0,8585
"Fukushima","福島県",555,64,483,8,5,0,42934
"Ibaraki","茨城県",1892,352,1516,24,16,0,17667
"Tochigi","栃木県",800,194,606,2,10,2,59719
"Gunma","群馬県",1482,247,1162,24,7,49,40276
"Saitama","埼玉県",9728,1562,7999,167,27,0,254923
"Chiba","千葉県",7692,766,6831,95,15,0,186561
"Tokyo","東京都",44927,4429,39970,528,59,0,824387
"Kanagawa","神奈川県",14100,1399,12482,219,54,0,275654
"Niigata","新潟県",369,78,291,0,0,0,23681
"Toyama","富山県",462,6,430,26,2,0,18434
"Ishikawa","石川県",884,32,803,50,0,1,24070
"Fukui","福井県",329,20,298,11,2,0,16252
"Yamanashi","山梨県",431,89,333,9,0,0,14021
"Nagano","長野県",863,117,712,6,4,28,34907
"Gifu","岐阜県",1336,271,1049,16,1,0,46517
"Shizuoka","静岡県",2030,644,1367,19,12,0,66196
"Aichi","愛知県",11636,1951,9547,138,28,0,143982
"Mie","三重県",967,178,779,10,6,0,22079
"Shiga","滋賀県",842,63,768,11,2,0,29940
"Kyoto","京都府",2947,325,2590,39,8,7,71928
"Osaka","大阪府",23420,4193,18825,380,147,22,362323
"Hyogo","兵庫県",6692,809,5781,102,41,0,106995
"Nara","奈良県",1386,249,1124,13,6,0,37171
"Wakayama","和歌山県",528,71,439,7,8,11,14421
"Tottori","鳥取県",66,9,56,0,0,1,19097
"Shimane","島根県",158,11,147,0,0,0,7158
"Okayama","岡山県",689,140,468,11,5,70,20802
"Hiroshima","広島県",1128,225,820,7,7,76,39067
"Yamaguchi","山口県",422,51,365,2,3,4,22347
"Tokushima","徳島県",187,6,172,9,1,0,13592
"Kagawa","香川県",191,54,134,3,0,0,18712
"Ehime","愛媛県",353,77,268,7,2,1,8633
"Kochi","高知県",281,95,161,4,1,21,4309
"Fukuoka","福岡県",6264,442,5712,110,9,0,216468
"Saga","佐賀県",354,48,310,2,0,6,10900
"Nagasaki","長崎県",277,9,265,3,0,0,28830
"Kumamoto","熊本県",1133,76,1004,13,7,40,26916
"Oita","大分県",439,152,284,3,2,0,31686
"Miyazaki","宮崎県",574,95,479,2,1,2,10751
"Kagoshima","鹿児島県",741,120,621,13,1,13,29079
"Okinawa","沖縄県",4656,384,4202,75,7,5,77481
