"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1876,60,1710,106,2,0,49898
"Aomori","青森県",35,2,32,1,0,0,2217
"Iwate","岩手県",23,1,22,0,0,0,3727
"Miyagi","宮城県",310,80,228,2,0,0,8955
"Akita","秋田県",51,0,50,0,0,1,1862
"Yamagata","山形県",78,2,76,1,1,1,4895
"Fukushima","福島県",211,46,165,0,1,0,17156
"Ibaraki","茨城県",614,54,544,16,4,0,11777
"Tochigi","栃木県",359,36,304,1,2,18,25830
"Gunma","群馬県",553,89,445,19,1,0,17456
"Saitama","埼玉県",4302,302,3903,97,7,0,124854
"Chiba","千葉県",3416,299,3050,67,6,0,68010
"Tokyo","東京都",23083,2351,20348,384,22,0,386979
"Kanagawa","神奈川県",5960,676,5156,128,35,0,131185
"Niigata","新潟県",149,8,141,0,1,0,13917
"Toyama","富山県",408,13,370,25,0,0,10945
"Ishikawa","石川県",731,77,611,43,0,0,10793
"Fukui","福井県",244,37,197,8,4,2,9242
"Yamanashi","山梨県",179,10,164,5,1,0,10072
"Nagano","長野県",296,18,283,1,0,6,17264
"Gifu","岐阜県",594,37,547,10,1,0,20034
"Shizuoka","静岡県",504,17,486,1,1,0,30159
"Aichi","愛知県",4897,398,4423,76,16,0,62807
"Mie","三重県",460,81,374,5,1,0,11265
"Shiga","滋賀県",471,37,427,7,1,0,10706
"Kyoto","京都府",1624,91,1508,25,1,0,36630
"Osaka","大阪府",9636,837,8611,180,36,8,159267
"Hyogo","兵庫県",2470,125,2290,55,6,0,49817
"Nara","奈良県",546,24,513,9,1,0,18481
"Wakayama","和歌山県",236,4,225,4,0,3,8918
"Tottori","鳥取県",32,10,22,0,0,0,4683
"Shimane","島根県",137,0,137,0,0,0,5215
"Okayama","岡山県",147,1,145,"-","-",1,7511
"Hiroshima","広島県",468,9,456,3,0,0,18987
"Yamaguchi","山口県",194,41,152,1,1,0,8252
"Tokushima","徳島県",147,40,96,8,1,3,6636
"Kagawa","香川県",89,9,78,2,0,0,9497
"Ehime","愛媛県",114,1,107,6,0,0,3938
"Kochi","高知県",137,7,126,4,0,0,3319
"Fukuoka","福岡県",4948,355,4513,80,13,0,44991
"Saga","佐賀県",244,4,240,0,0,0,5532
"Nagasaki","長崎県",236,8,224,3,0,1,16492
"Kumamoto","熊本県",569,38,521,8,0,2,13039
"Oita","大分県",158,11,145,2,0,0,14529
"Miyazaki","宮崎県",342,10,332,1,0,1,8331
"Kagoshima","鹿児島県",372,13,372,11,1,24,17221
"Okinawa","沖縄県",2294,198,2055,45,7,4,32570
