"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1583,146,1334,103,3,0,34577
"Aomori","青森県",32,2,29,1,0,0,1662
"Iwate","岩手県",7,6,1,0,0,0,2083
"Miyagi","宮城県",184,16,167,1,1,0,7044
"Akita","秋田県",37,15,21,0,0,1,1439
"Yamagata","山形県",76,1,75,1,0,1,2993
"Fukushima","福島県",101,12,89,0,0,0,11504
"Ibaraki","茨城県",431,91,330,10,2,0,9055
"Tochigi","栃木県",265,47,203,1,3,14,17376
"Gunma","群馬県",254,62,173,19,0,0,9891
"Saitama","埼玉県",3057,565,2412,80,9,0,86664
"Chiba","千葉県",2304,497,1752,55,7,0,42401
"Tokyo","東京都",16680,3494,12848,338,21,0,244820
"Kanagawa","神奈川県",3521,580,2837,104,20,0,50813
"Niigata","新潟県",129,10,118,0,0,1,7690
"Toyama","富山県",298,48,228,22,0,0,6514
"Ishikawa","石川県",412,90,294,28,3,0,3805
"Fukui","福井県",154,12,134,8,1,0,5739
"Yamanashi","山梨県",135,32,102,1,0,0,8367
"Nagano","長野県",140,29,111,"-",0,0,10347
"Gifu","岐阜県",492,112,373,7,3,0,14573
"Shizuoka","静岡県",388,80,307,1,2,0,17599
"Aichi","愛知県",3392,1654,1695,38,13,5,35728
"Mie","三重県",262,127,133,1,2,1,7203
"Shiga","滋賀県",317,116,198,3,4,0,6520
"Kyoto","京都府",1026,194,811,21,3,0,23171
"Osaka","大阪府",6355,1715,4535,101,53,4,98803
"Hyogo","兵庫県",1728,275,1406,47,14,0,33876
"Nara","奈良県",351,64,284,3,1,0,11572
"Wakayama","和歌山県",189,21,162,4,4,2,7157
"Tottori","鳥取県",21,13,8,0,0,0,4254
"Shimane","島根県",132,103,29,0,0,0,3686
"Okayama","岡山県",119,27,84,"-","-",8,3607
"Hiroshima","広島県",425,77,343,3,1,2,15422
"Yamaguchi","山口県",81,24,57,0,0,0,4869
"Tokushima","徳島県",70,40,17,1,0,12,3218
"Kagawa","香川県",60,10,50,0,1,0,6124
"Ehime","愛媛県",108,12,90,6,0,0,3346
"Kochi","高知県",83,1,79,3,0,0,2428
"Fukuoka","福岡県",3215,1210,1967,38,21,0,32653
"Saga","佐賀県",175,72,106,0,0,3,3718
"Nagasaki","長崎県",173,33,36,3,"-",101,10173
"Kumamoto","熊本県",380,112,176,5,3,87,8480
"Oita","大分県",93,25,67,1,0,0,8556
"Miyazaki","宮崎県",248,100,148,0,0,0,6659
"Kagoshima","鹿児島県",277,33,233,4,2,7,12585
"Okinawa","沖縄県",1404,1034,364,10,14,0,16129
