"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1377,86,1188,103,4,0,26689
"Aomori","青森県",31,4,26,1,0,0,1317
"Iwate","岩手県",0,0,0,0,0,0,1290
"Miyagi","宮城県",140,12,127,1,0,0,5534
"Akita","秋田県",17,0,16,0,0,1,1054
"Yamagata","山形県",75,2,73,1,0,1,2851
"Fukushima","福島県",86,3,83,0,0,0,9030
"Ibaraki","茨城県",239,25,204,10,1,0,6442
"Tochigi","栃木県",151,46,97,0,0,8,12024
"Gunma","群馬県",179,21,139,19,2,0,7310
"Saitama","埼玉県",2035,466,1497,72,3,0,56423
"Chiba","千葉県",1453,318,1089,46,7,0,25929
"Tokyo","東京都",10975,2681,7966,328,16,0,156867
"Kanagawa","神奈川県",2206,303,1805,98,7,0,16219
"Niigata","新潟県",92,6,85,0,0,1,5858
"Toyama","富山県",235,6,207,22,0,0,4874
"Ishikawa","石川県",310,13,270,27,1,0,3112
"Fukui","福井県",127,2,117,8,0,0,4539
"Yamanashi","山梨県",85,8,76,1,0,0,6805
"Nagano","長野県",88,11,77,"-",0,0,5565
"Gifu","岐阜県",220,52,161,7,0,0,8608
"Shizuoka","静岡県",119,29,89,1,0,0,10472
"Aichi","愛知県",932,392,505,35,2,0,16828
"Mie","三重県",63,11,50,1,0,1,3571
"Shiga","滋賀県",152,46,105,1,2,0,3848
"Kyoto","京都府",586,146,422,18,1,0,14909
"Osaka","大阪府",2915,748,2080,87,12,0,60635
"Hyogo","兵庫県",941,133,763,45,1,0,21956
"Nara","奈良県",200,72,126,2,1,0,7978
"Wakayama","和歌山県",116,27,86,3,1,0,5599
"Tottori","鳥取県",6,2,4,0,0,0,2283
"Shimane","島根県",28,1,26,0,0,1,2181
"Okayama","岡山県",59,19,32,"-","-",8,2579
"Hiroshima","広島県",250,54,193,3,0,0,10572
"Yamaguchi","山口県",47,10,37,0,0,0,3552
"Tokushima","徳島県",12,5,6,1,0,0,1518
"Kagawa","香川県",45,14,31,0,0,0,4213
"Ehime","愛媛県",84,2,77,5,0,0,2799
"Kochi","高知県",78,3,72,3,0,0,2179
"Fukuoka","福岡県",1292,357,902,33,4,0,21128
"Saga","佐賀県",66,19,47,0,0,0,2108
"Nagasaki","長崎県",47,29,16,2,"-",0,5671
"Kumamoto","熊本県",58,9,46,3,0,0,4607
"Oita","大分県",60,0,59,1,0,0,6001
"Miyazaki","宮崎県",36,6,18,0,0,12,1868
"Kagoshima","鹿児島県",203,78,125,0,0,0,9099
"Okinawa","沖縄県",186,38,145,7,1,0,6226
