"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2804,311,2384,109,3,0,76018
"Aomori","青森県",187,119,67,1,3,0,4211
"Iwate","岩手県",27,4,23,0,0,0,5189
"Miyagi","宮城県",602,84,516,2,3,0,13266
"Akita","秋田県",61,2,59,0,0,0,2455
"Yamagata","山形県",84,4,79,1,0,0,5869
"Fukushima","福島県",386,53,327,6,5,0,27702
"Ibaraki","茨城県",743,23,702,18,2,0,13569
"Tochigi","栃木県",477,24,453,1,0,1,35163
"Gunma","群馬県",870,99,749,19,5,3,27925
"Saitama","埼玉県",5653,395,5152,106,8,0,176782
"Chiba","千葉県",4836,396,4363,77,10,0,121264
"Tokyo","東京都",30127,1691,27986,450,29,0,575136
"Kanagawa","神奈川県",8389,532,7694,163,24,0,191586
"Niigata","新潟県",182,3,179,0,0,0,17373
"Toyama","富山県",422,0,396,26,0,0,14298
"Ishikawa","石川県",799,13,737,49,0,0,16239
"Fukui","福井県",256,3,242,11,0,0,10912
"Yamanashi","山梨県",203,3,194,6,0,0,11459
"Nagano","長野県",334,9,324,4,1,3,22342
"Gifu","岐阜県",672,31,630,11,1,0,26149
"Shizuoka","静岡県",596,20,574,2,0,0,41298
"Aichi","愛知県",5869,253,5524,92,11,0,93722
"Mie","三重県",555,12,536,7,2,0,15441
"Shiga","滋賀県",539,18,512,9,0,0,13774
"Kyoto","京都府",1974,69,1875,30,0,0,51461
"Osaka","大阪府",12089,600,11237,235,26,17,225514
"Hyogo","兵庫県",3142,151,2930,61,14,0,66553
"Nara","奈良県",626,19,598,9,2,0,24077
"Wakayama","和歌山県",272,17,247,4,2,4,10282
"Tottori","鳥取県",37,2,35,0,0,0,5679
"Shimane","島根県",141,1,141,0,0,1,6127
"Okayama","岡山県",206,23,161,1,1,21,10217
"Hiroshima","広島県",656,19,632,5,0,0,26970
"Yamaguchi","山口県",213,5,206,2,1,0,11623
"Tokushima","徳島県",164,7,148,9,0,0,7416
"Kagawa","香川県",101,4,95,2,0,0,13053
"Ehime","愛媛県",116,0,110,6,0,0,4305
"Kochi","高知県",142,2,136,4,0,0,3614
"Fukuoka","福岡県",5189,66,5022,101,4,0,158630
"Saga","佐賀県",254,3,253,0,0,2,6936
"Nagasaki","長崎県",244,2,239,3,0,0,21684
"Kumamoto","熊本県",769,43,714,8,0,4,19076
"Oita","大分県",159,0,156,3,0,0,20118
"Miyazaki","宮崎県",367,1,366,1,0,1,8758
"Kagoshima","鹿児島県",463,7,456,12,0,12,21808
"Okinawa","沖縄県",3194,356,2784,58,8,4,53755
