"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1263,103,1061,99,6,0,20920
"Aomori","青森県",27,0,26,1,0,0,991
"Iwate","岩手県",0,0,0,0,0,0,981
"Miyagi","宮城県",94,5,88,1,0,0,3826
"Akita","秋田県",16,0,16,0,0,0,997
"Yamagata","山形県",69,1,68,0,1,0,2544
"Fukushima","福島県",82,1,81,0,0,0,6896
"Ibaraki","茨城県",174,5,159,10,0,0,5325
"Tochigi","栃木県",79,14,66,0,0,1,7288
"Gunma","群馬県",153,3,131,19,0,0,5112
"Saitama","埼玉県",1146,121,960,65,3,0,35516
"Chiba","千葉県",967,49,873,45,2,0,18355
"Tokyo","東京都",6292,493,5474,325,10,0,84548
"Kanagawa","神奈川県",1508,86,1326,96,8,0,12709
"Niigata","新潟県",84,1,82,0,0,1,4987
"Toyama","富山県",227,0,205,22,0,0,3962
"Ishikawa","石川県",300,16,257,27,1,0,2911
"Fukui","福井県",122,0,114,8,0,0,3445
"Yamanashi","山梨県",75,2,72,1,0,0,5711
"Nagano","長野県",77,1,76,"-",0,0,3292
"Gifu","岐阜県",157,3,147,7,1,0,5265
"Shizuoka","静岡県",81,1,79,1,0,0,7675
"Aichi","愛知県",525,7,478,34,0,6,12859
"Mie","三重県",46,0,45,1,0,0,2881
"Shiga","滋賀県",103,3,99,1,0,0,2379
"Kyoto","京都府",381,17,346,18,0,0,10346
"Osaka","大阪府",1843,45,1712,86,3,0,41251
"Hyogo","兵庫県",706,6,655,45,0,0,14947
"Nara","奈良県",92,0,90,2,0,0,3943
"Wakayama","和歌山県",64,1,60,3,0,0,4005
"Tottori","鳥取県",3,0,3,0,0,0,1489
"Shimane","島根県",24,0,24,0,0,0,1247
"Okayama","岡山県",26,1,25,"-","-",0,1943
"Hiroshima","広島県",169,1,165,3,0,0,7824
"Yamaguchi","山口県",37,0,37,0,0,0,2342
"Tokushima","徳島県",6,1,4,1,0,0,925
"Kagawa","香川県",28,0,28,0,0,0,2754
"Ehime","愛媛県",82,0,77,5,0,0,2617
"Kochi","高知県",74,0,71,3,0,0,1977
"Fukuoka","福岡県",850,16,801,33,2,0,16607
"Saga","佐賀県",47,0,47,0,0,0,1625
"Nagasaki","長崎県",17,0,16,1,0,0,3265
"Kumamoto","熊本県",49,1,45,3,0,0,4287
"Oita","大分県",60,0,59,1,0,0,4930
"Miyazaki","宮崎県",17,0,17,0,0,0,1578
"Kagoshima","鹿児島県",12,1,11,0,0,0,2611
"Okinawa","沖縄県",142,0,139,7,0,0,3023
