"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",28752,3781,23506,919,29,546,578371,"JP-01"
"Aomori","青森県",1895,305,1563,27,4,0,37534,"JP-02"
"Iwate","岩手県",1154,186,929,39,3,0,63890,"JP-03"
"Miyagi","宮城県",8457,399,7975,75,13,8,126945,"JP-04"
"Akita","秋田県",650,158,483,9,0,0,11973,"JP-05"
"Yamagata","山形県",1659,146,1476,37,5,0,51384,"JP-06"
"Fukushima","福島県",4114,642,3343,129,24,0,205383,"JP-07"
"Ibaraki","茨城県",8817,511,8170,136,15,0,31217,"JP-08"
"Tochigi","栃木県",5731,304,5353,74,4,0,225762,"JP-09"
"Gunma","群馬県",7037,753,6173,111,16,0,150259,"JP-10"
"Saitama","埼玉県",40837,2849,37230,758,48,0,806877,"JP-11"
"Chiba","千葉県",35043,1415,32978,650,20,0,576723,"JP-12"
"Tokyo","東京都",150071,7337,140796,1938,84,0,2128798,"JP-13"
"Kanagawa","神奈川県",56909,2230,53832,847,52,0,856384,"JP-14"
"Niigata","新潟県",2743,394,2322,27,3,0,122383,"JP-15"
"Toyama","富山県",1451,142,1277,32,5,0,55310,"JP-16"
"Ishikawa","石川県",3084,605,2385,92,16,2,76895,"JP-17"
"Fukui","福井県",972,83,855,34,0,0,54020,"JP-18"
"Yamanashi","山梨県",1364,133,1214,19,1,2,36365,"JP-19"
"Nagano","長野県",4228,326,3884,72,9,54,158481,"JP-20"
"Gifu","岐阜県",7171,1004,6025,142,11,0,207313,"JP-21"
"Shizuoka","静岡県",7130,636,6365,129,5,0,317307,"JP-22"
"Aichi","愛知県",38385,4988,32737,660,57,0,603931,"JP-23"
"Mie","三重県",4310,533,3788,95,11,106,104528,"JP-24"
"Shiga","滋賀県",4361,559,3734,68,8,0,112841,"JP-25"
"Kyoto","京都府",14076,1457,12490,195,29,66,231375,"JP-26"
"Osaka","大阪府",92794,20870,69147,1868,381,909,1591395,"JP-27"
"Hyogo","兵庫県",36311,4559,30934,818,95,0,414476,"JP-28"
"Nara","奈良県",7208,850,6265,93,24,0,137375,"JP-29"
"Wakayama","和歌山県",2442,225,2144,35,44,38,36563,"JP-30"
"Tottori","鳥取県",407,38,360,2,1,7,66331,"JP-31"
"Shimane","島根県",401,40,361,0,1,0,21314,"JP-32"
"Okayama","岡山県",5614,863,3492,49,20,1210,108427,"JP-33"
"Hiroshima","広島県",7509,823,6076,111,16,499,321772,"JP-34"
"Yamaguchi","山口県",2279,448,1781,50,6,0,92132,"JP-35"
"Tokushima","徳島県",1542,199,1289,54,7,0,49340,"JP-36"
"Kagawa","香川県",1712,400,1294,23,4,5,67992,"JP-37"
"Ehime","愛媛県",2587,227,2296,64,8,0,70321,"JP-38"
"Kochi","高知県",1139,53,1066,20,3,0,8627,"JP-39"
"Fukuoka","福岡県",28744,5022,22845,380,67,497,662287,"JP-40"
"Saga","佐賀県",2127,377,1685,15,3,50,43681,"JP-41"
"Nagasaki","長崎県",2649,546,2059,47,13,3,100626,"JP-42"
"Kumamoto","熊本県",5024,771,4169,84,18,0,70545,"JP-43"
"Oita","大分県",2666,749,1886,31,5,0,125684,"JP-44"
"Miyazaki","宮崎県",2734,479,2221,25,5,9,35688,"JP-45"
"Kagoshima","鹿児島県",2762,469,2241,28,2,24,90336,"JP-46"
"Okinawa","沖縄県",13487,1260,12093,140,14,6,200489,"JP-47"
