"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2032,111,1814,107,1,0,55324
"Aomori","青森県",35,0,34,1,0,0,2348
"Iwate","岩手県",23,0,23,0,0,0,4057
"Miyagi","宮城県",385,62,321,2,0,0,10041
"Akita","秋田県",53,2,51,0,0,0,2094
"Yamagata","山形県",78,2,76,1,1,1,5098
"Fukushima","福島県",242,40,200,2,1,0,19374
"Ibaraki","茨城県",637,29,591,17,4,0,12251
"Tochigi","栃木県",427,68,355,1,1,3,29463
"Gunma","群馬県",698,101,578,19,1,0,20052
"Saitama","埼玉県",4547,266,4181,100,7,0,139050
"Chiba","千葉県",3784,320,3394,70,8,0,85762
"Tokyo","東京都",25113,2163,22550,400,29,0,436860
"Kanagawa","神奈川県",6679,532,6011,136,25,0,146306
"Niigata","新潟県",170,20,150,0,0,0,15085
"Toyama","富山県",412,7,380,25,0,0,11651
"Ishikawa","石川県",773,56,671,46,0,0,12490
"Fukui","福井県",244,3,229,10,2,2,9671
"Yamanashi","山梨県",180,3,171,6,1,0,10478
"Nagano","長野県",303,7,301,1,0,6,18446
"Gifu","岐阜県",616,24,582,10,2,0,22106
"Shizuoka","静岡県",526,13,512,1,1,0,32717
"Aichi","愛知県",5217,353,4781,83,14,0,73369
"Mie","三重県",489,76,404,7,4,2,12132
"Shiga","滋賀県",490,22,460,8,0,0,11544
"Kyoto","京都府",1710,67,1618,25,1,0,40610
"Osaka","大阪府",10399,607,9582,201,30,9,178425
"Hyogo","兵庫県",2636,93,2484,59,7,0,54556
"Nara","奈良県",562,15,538,9,0,0,19870
"Wakayama","和歌山県",238,2,229,4,0,3,9220
"Tottori","鳥取県",36,7,29,0,0,0,5414
"Shimane","島根県",140,2,137,0,0,1,5541
"Okayama","岡山県",152,1,147,"-","-",4,8110
"Hiroshima","広島県",506,26,467,3,1,10,20198
"Yamaguchi","山口県",196,5,189,2,1,0,9386
"Tokushima","徳島県",147,17,118,9,0,3,6849
"Kagawa","香川県",93,4,87,2,0,0,10449
"Ehime","愛媛県",114,0,108,6,0,0,4037
"Kochi","高知県",137,0,133,4,0,0,3436
"Fukuoka","福岡県",5017,136,4786,95,10,0,47045
"Saga","佐賀県",245,3,244,0,0,2,5814
"Nagasaki","長崎県",236,3,230,3,0,0,17938
"Kumamoto","熊本県",572,7,557,8,0,0,16276
"Oita","大分県",158,3,153,2,0,0,16413
"Miyazaki","宮崎県",344,2,342,1,0,1,8534
"Kagoshima","鹿児島県",400,17,376,12,0,5,18249
"Okinawa","沖縄県",2407,149,2216,46,8,4,37958
