"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2229,174,1948,107,0,0,60894
"Aomori","青森県",37,1,35,1,0,0,2551
"Iwate","岩手県",24,1,23,0,0,0,4461
"Miyagi","宮城県",441,45,394,2,1,0,11052
"Akita","秋田県",58,5,53,0,0,0,2296
"Yamagata","山形県",78,1,76,1,0,0,5236
"Fukushima","福島県",279,44,231,4,3,0,21710
"Ibaraki","茨城県",693,49,627,17,5,0,12738
"Tochigi","栃木県",443,25,418,1,0,1,32634
"Gunma","群馬県",735,36,678,19,3,2,23865
"Saitama","埼玉県",4879,333,4444,102,6,0,150073
"Chiba","千葉県",4154,338,3744,72,12,0,100478
"Tokyo","東京都",26869,1868,24585,416,24,0,489967
"Kanagawa","神奈川県",7266,491,6630,145,18,0,163313
"Niigata","新潟県",171,3,168,0,0,0,15966
"Toyama","富山県",422,9,387,26,1,0,12961
"Ishikawa","石川県",778,23,708,47,0,0,13948
"Fukui","福井県",247,3,233,11,0,0,9952
"Yamanashi","山梨県",196,13,177,6,1,0,10900
"Nagano","長野県",316,11,304,1,0,0,19797
"Gifu","岐阜県",631,17,604,10,2,0,23733
"Shizuoka","静岡県",564,35,527,2,1,0,36658
"Aichi","愛知県",5463,289,5085,89,12,0,81271
"Mie","三重県",532,53,472,7,2,0,13597
"Shiga","滋賀県",508,15,485,8,0,0,12499
"Kyoto","京都府",1796,61,1708,27,2,0,44728
"Osaka","大阪府",10950,451,10266,221,22,12,195213
"Hyogo","兵庫県",2822,122,2641,59,11,0,59199
"Nara","奈良県",583,18,556,9,0,0,21662
"Wakayama","和歌山県",242,2,233,4,0,3,9473
"Tottori","鳥取県",36,4,32,0,0,0,5510
"Shimane","島根県",140,0,140,0,0,0,5875
"Okayama","岡山県",161,8,149,"-","-",4,8654
"Hiroshima","広島県",612,83,522,3,1,4,21623
"Yamaguchi","山口県",206,7,197,2,1,0,10250
"Tokushima","徳島県",149,5,131,9,0,4,7041
"Kagawa","香川県",93,1,90,2,0,0,11253
"Ehime","愛媛県",115,1,108,6,0,0,4157
"Kochi","高知県",138,0,134,4,0,0,3519
"Fukuoka","福岡県",5061,68,4894,99,6,0,139681
"Saga","佐賀県",248,3,247,0,0,2,6231
"Nagasaki","長崎県",238,1,233,3,0,1,19379
"Kumamoto","熊本県",642,56,570,8,0,8,17067
"Oita","大分県",158,1,155,2,0,0,17693
"Miyazaki","宮崎県",344,1,343,1,0,1,8649
"Kagoshima","鹿児島県",440,25,410,12,0,7,19852
"Okinawa","沖縄県",2656,256,2357,47,9,4,42120
