"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",20260,673,18826,725,7,36,422107,"JP-01"
"Aomori","青森県",890,64,806,20,0,0,22763,"JP-02"
"Iwate","岩手県",583,25,528,30,0,0,40721,"JP-03"
"Miyagi","宮城県",4411,545,3839,27,3,0,78128,"JP-04"
"Akita","秋田県",274,6,262,6,0,0,7258,"JP-05"
"Yamagata","山形県",594,49,529,16,0,0,30221,"JP-06"
"Fukushima","福島県",2267,246,1918,103,13,0,131975,"JP-07"
"Ibaraki","茨城県",6344,319,5902,123,5,0,25439,"JP-08"
"Tochigi","栃木県",4390,163,4157,70,0,0,162281,"JP-09"
"Gunma","群馬県",4783,143,4546,94,3,0,105705,"JP-10"
"Saitama","埼玉県",31452,1426,29349,677,39,0,608688,"JP-11"
"Chiba","千葉県",28453,1104,26813,536,18,0,451576,"JP-12"
"Tokyo","東京都",116919,2819,112470,1630,46,0,1673912,"JP-13"
"Kanagawa","神奈川県",46901,1035,45104,762,20,0,657502,"JP-14"
"Niigata","新潟県",1245,115,1114,16,1,0,75404,"JP-15"
"Toyama","富山県",915,8,879,28,2,0,39826,"JP-16"
"Ishikawa","石川県",1891,15,1811,63,2,2,57302,"JP-17"
"Fukui","福井県",550,4,521,25,0,0,33950,"JP-18"
"Yamanashi","山梨県",955,12,925,18,0,0,29599,"JP-19"
"Nagano","長野県",2496,94,2389,41,0,28,107932,"JP-20"
"Gifu","岐阜県",4820,58,4642,120,6,0,150312,"JP-21"
"Shizuoka","静岡県",5464,176,5179,109,0,0,228845,"JP-22"
"Aichi","愛知県",26579,481,25533,565,12,0,436037,"JP-23"
"Mie","三重県",2634,80,2567,66,2,79,73145,"JP-24"
"Shiga","滋賀県",2681,122,2508,51,6,0,82109,"JP-25"
"Kyoto","京都府",9236,103,8970,165,3,2,168878,"JP-26"
"Osaka","大阪府",48905,1209,46142,1162,56,392,928890,"JP-27"
"Hyogo","兵庫県",18734,593,17569,572,47,0,276462,"JP-28"
"Nara","奈良県",3491,78,3364,49,6,0,90358,"JP-29"
"Wakayama","和歌山県",1191,22,1127,18,2,24,25337,"JP-30"
"Tottori","鳥取県",210,0,205,2,0,3,44847,"JP-31"
"Shimane","島根県",285,1,284,0,0,0,17152,"JP-32"
"Okayama","岡山県",2607,76,2479,35,6,17,75671,"JP-33"
"Hiroshima","広島県",5070,35,4932,103,4,0,172867,"JP-34"
"Yamaguchi","山口県",1397,18,1336,43,0,0,64978,"JP-35"
"Tokushima","徳島県",466,14,434,18,2,0,29151,"JP-36"
"Kagawa","香川県",776,18,740,18,0,0,48415,"JP-37"
"Ehime","愛媛県",1077,16,1037,24,1,0,36331,"JP-38"
"Kochi","高知県",912,11,882,19,3,0,7305,"JP-39"
"Fukuoka","福岡県",18638,425,17891,322,11,0,484461,"JP-40"
"Saga","佐賀県",1155,60,1105,11,2,21,30611,"JP-41"
"Nagasaki","長崎県",1615,1,1576,38,0,0,73213,"JP-42"
"Kumamoto","熊本県",3485,26,3387,74,0,2,57531,"JP-43"
"Oita","大分県",1300,9,1269,22,0,0,87932,"JP-44"
"Miyazaki","宮崎県",1953,0,1924,22,0,7,24807,"JP-45"
"Kagoshima","鹿児島県",1766,8,1758,27,1,27,70498,"JP-46"
"Okinawa","沖縄県",8661,344,8200,123,3,6,156296,"JP-47"
