"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",14997,1574,12895,514,12,14,263853,"JP-01"
"Aomori","青森県",569,70,491,8,2,0,11295,"JP-02"
"Iwate","岩手県",434,65,344,25,2,0,15881,"JP-03"
"Miyagi","宮城県",2663,485,2161,17,9,0,26684,"JP-04"
"Akita","秋田県",176,28,147,1,0,0,5141,"JP-05"
"Yamagata","山形県",435,61,364,10,3,0,11313,"JP-06"
"Fukushima","福島県",1276,355,891,30,9,0,65886,"JP-07"
"Ibaraki","茨城県",3277,749,2488,40,9,0,20147,"JP-08"
"Tochigi","栃木県",2699,1313,1386,16,16,16,83003,"JP-09"
"Gunma","群馬県",2948,551,2303,54,12,40,60650,"JP-10"
"Saitama","埼玉県",18435,4925,13260,250,67,0,360741,"JP-11"
"Chiba","千葉県",14973,4667,10163,143,31,0,251064,"JP-12"
"Tokyo","東京都",77133,19029,57413,691,144,0,1108973,"JP-13"
"Kanagawa","神奈川県",28941,6021,22601,319,93,0,394794,"JP-14"
"Niigata","新潟県",697,162,535,3,0,3,31404,"JP-15"
"Toyama","富山県",729,162,541,26,3,0,24346,"JP-16"
"Ishikawa","石川県",1239,189,1023,52,7,25,33404,"JP-17"
"Fukui","福井県",399,39,347,12,1,1,21414,"JP-18"
"Yamanashi","山梨県",754,155,588,11,4,0,14741,"JP-19"
"Nagano","長野県",1733,459,1237,18,9,19,59649,"JP-20"
"Gifu","岐阜県",3122,703,2372,47,16,0,77826,"JP-21"
"Shizuoka","静岡県",3427,851,2523,53,8,0,106902,"JP-22"
"Aichi","愛知県",19616,3323,16014,279,49,0,232728,"JP-23"
"Mie","三重県",1611,308,1281,22,4,0,32398,"JP-24"
"Shiga","滋賀県",1594,408,1170,16,13,0,43691,"JP-25"
"Kyoto","京都府",6079,1453,4604,76,16,54,105473,"JP-26"
"Osaka","大阪府",35306,5850,28766,690,171,0,525287,"JP-27"
"Hyogo","兵庫県",12240,1489,10477,274,74,0,159971,"JP-28"
"Nara","奈良県",2416,385,2001,30,9,0,55725,"JP-29"
"Wakayama","和歌山県",786,121,646,8,6,11,17926,"JP-30"
"Tottori","鳥取県",165,63,97,2,2,3,28173,"JP-31"
"Shimane","島根県",227,20,207,0,1,0,10183,"JP-32"
"Okayama","岡山県",1892,327,1241,15,9,309,35839,"JP-33"
"Hiroshima","広島県",4127,687,3152,58,16,230,94467,"JP-34"
"Yamaguchi","山口県",729,149,572,4,2,4,32146,"JP-35"
"Tokushima","徳島県",265,67,189,9,0,0,16695,"JP-36"
"Kagawa","香川県",447,163,280,4,2,0,29422,"JP-37"
"Ehime","愛媛県",721,252,456,13,3,0,16239,"JP-38"
"Kochi","高知県",740,72,656,12,4,0,6179,"JP-39"
"Fukuoka","福岡県",11558,3037,8391,130,19,0,293925,"JP-40"
"Saga","佐賀県",640,169,478,3,1,10,17108,"JP-41"
"Nagasaki","長崎県",1056,272,628,8,9,148,45608,"JP-42"
"Kumamoto","熊本県",2429,246,1767,34,17,382,40894,"JP-43"
"Oita","大分県",852,156,687,9,4,0,49653,"JP-44"
"Miyazaki","宮崎県",1340,504,836,10,4,10,17590,"JP-45"
"Kagoshima","鹿児島県",1260,248,1012,14,2,14,45378,"JP-46"
"Okinawa","沖縄県",5971,548,5344,84,6,5,96914,"JP-47"
