"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",43403,1159,40830,1424,7,10,840183,"JP-01"
"Aomori","青森県",2628,59,2538,31,0,0,55274,"JP-02"
"Iwate","岩手県",1933,101,1785,47,0,0,92458,"JP-03"
"Miyagi","宮城県",9711,190,9416,91,2,14,169842,"JP-04"
"Akita","秋田県",997,29,948,20,1,0,17203,"JP-05"
"Yamagata","山形県",2098,22,2029,47,0,0,70409,"JP-06"
"Fukushima","福島県",5419,266,4991,162,11,0,305219,"JP-07"
"Ibaraki","茨城県",11707,582,10958,167,5,0,34605,"JP-08"
"Tochigi","栃木県",7790,418,7288,84,9,0,322493,"JP-09"
"Gunma","群馬県",8377,225,7997,155,2,0,210837,"JP-10"
"Saitama","埼玉県",53321,4570,47905,846,39,0,1062741,"JP-11"
"Chiba","千葉県",46480,2892,42857,731,23,0,765825,"JP-12"
"Tokyo","東京都",203568,14372,186917,2279,82,0,2756386,"JP-13"
"Kanagawa","神奈川県",78137,4597,72558,982,57,0,1140554,"JP-14"
"Niigata","新潟県",3814,248,3512,54,3,0,190499,"JP-15"
"Toyama","富山県",2178,101,2039,38,3,0,80604,"JP-16"
"Ishikawa","石川県",4692,494,4072,116,1,10,133960,"JP-17"
"Fukui","福井県",1503,90,1377,36,0,0,77472,"JP-18"
"Yamanashi","山梨県",2279,90,2168,21,0,0,69775,"JP-19"
"Nagano","長野県",5173,84,5068,94,0,73,223067,"JP-20"
"Gifu","岐阜県",9674,118,9368,188,2,0,290643,"JP-21"
"Shizuoka","静岡県",10355,639,9561,155,2,0,444768,"JP-22"
"Aichi","愛知県",52808,999,50804,1005,11,0,907731,"JP-23"
"Mie","三重県",5615,184,5458,114,4,141,156553,"JP-24"
"Shiga","滋賀県",5836,155,5588,93,1,0,166815,"JP-25"
"Kyoto","京都府",17627,499,16783,249,8,96,305489,"JP-26"
"Osaka","大阪府",110483,3894,102973,2719,155,897,2410967,"JP-27"
"Hyogo","兵庫県",42600,921,40364,1315,20,0,546551,"JP-28"
"Nara","奈良県",8823,258,8432,133,5,0,183938,"JP-29"
"Wakayama","和歌山県",2829,78,2640,49,2,62,43747,"JP-30"
"Tottori","鳥取県",672,121,508,2,1,41,95348,"JP-31"
"Shimane","島根県",683,111,570,2,0,0,33691,"JP-32"
"Okayama","岡山県",7926,104,7518,127,1,177,178588,"JP-33"
"Hiroshima","広島県",11877,173,11485,179,3,40,586633,"JP-34"
"Yamaguchi","山口県",3227,45,3102,80,0,0,128696,"JP-35"
"Tokushima","徳島県",1748,55,1631,63,0,1,70972,"JP-36"
"Kagawa","香川県",2171,46,2097,32,0,4,92293,"JP-37"
"Ehime","愛媛県",2861,76,2708,77,3,0,103056,"JP-38"
"Kochi","高知県",2009,56,1924,29,4,0,62127,"JP-39"
"Fukuoka","福岡県",37617,1149,35703,532,9,233,901081,"JP-40"
"Saga","佐賀県",2655,54,2601,24,0,24,62231,"JP-41"
"Nagasaki","長崎県",3360,105,3187,69,0,1,134231,"JP-42"
"Kumamoto","熊本県",6705,166,6418,121,0,0,83912,"JP-43"
"Oita","大分県",3582,65,3453,64,0,0,182770,"JP-44"
"Miyazaki","宮崎県",3180,62,3080,27,0,11,45489,"JP-45"
"Kagoshima","鹿児島県",3878,100,3760,39,2,21,116620,"JP-46"
"Okinawa","沖縄県",23201,1445,21497,233,44,26,276698,"JP-47"
