"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2652,235,2309,108,2,0,73414
"Aomori","青森県",150,100,49,1,3,0,3633
"Iwate","岩手県",27,3,23,0,0,1,5134
"Miyagi","宮城県",545,44,499,2,1,0,12763
"Akita","秋田県",61,2,59,0,0,0,2448
"Yamagata","山形県",84,4,79,1,0,0,5758
"Fukushima","福島県",379,71,302,6,3,0,26962
"Ibaraki","茨城県",737,28,691,18,2,0,13525
"Tochigi","栃木県",476,32,444,1,0,1,35101
"Gunma","群馬県",839,81,739,19,5,0,27505
"Saitama","埼玉県",5561,406,5052,103,9,0,173925
"Chiba","千葉県",4734,371,4287,76,10,0,119191
"Tokyo","東京都",29706,1635,27626,445,23,0,563985
"Kanagawa","神奈川県",8246,546,7543,157,25,0,187119
"Niigata","新潟県",180,1,179,0,0,0,17268
"Toyama","富山県",422,0,396,26,0,0,14261
"Ishikawa","石川県",798,17,732,49,0,0,16055
"Fukui","福井県",256,6,239,11,0,0,10775
"Yamanashi","山梨県",203,3,194,6,0,0,11373
"Nagano","長野県",330,11,319,4,1,4,22077
"Gifu","岐阜県",668,30,627,11,1,0,25757
"Shizuoka","静岡県",588,15,571,2,0,0,40885
"Aichi","愛知県",5768,246,5430,92,10,0,92555
"Mie","三重県",554,13,534,7,2,0,15371
"Shiga","滋賀県",535,17,509,9,0,0,13549
"Kyoto","京都府",1958,87,1841,30,0,0,50753
"Osaka","大阪府",11880,541,11091,232,22,16,221805
"Hyogo","兵庫県",3056,116,2879,61,16,0,65340
"Nara","奈良県",624,26,589,9,2,0,23806
"Wakayama","和歌山県",268,16,245,4,2,3,10148
"Tottori","鳥取県",35,0,35,0,0,0,5578
"Shimane","島根県",140,0,140,0,0,0,6085
"Okayama","岡山県",194,22,162,1,1,9,10217
"Hiroshima","広島県",651,24,623,5,0,1,26568
"Yamaguchi","山口県",213,5,206,2,1,0,11384
"Tokushima","徳島県",164,15,140,9,0,0,7364
"Kagawa","香川県",101,5,94,2,0,0,12904
"Ehime","愛媛県",116,0,110,6,0,0,4293
"Kochi","高知県",140,0,136,4,0,0,3603
"Fukuoka","福岡県",5174,64,5009,101,5,0,156615
"Saga","佐賀県",253,4,251,0,0,2,6890
"Nagasaki","長崎県",242,0,237,3,0,2,21431
"Kumamoto","熊本県",767,44,701,8,0,14,18924
"Oita","大分県",159,1,155,3,0,0,19950
"Miyazaki","宮崎県",366,1,365,1,0,1,8741
"Kagoshima","鹿児島県",463,10,453,12,0,12,21698
"Okinawa","沖縄県",3094,318,2722,58,9,4,51072
