"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1744,129,1512,103,2,0,42030
"Aomori","青森県",35,2,32,1,0,0,1982
"Iwate","岩手県",19,11,8,0,0,0,2900
"Miyagi","宮城県",193,4,187,2,0,0,7621
"Akita","秋田県",48,6,42,0,0,0,1749
"Yamagata","山形県",77,1,76,1,1,1,3093
"Fukushima","福島県",151,49,102,0,1,0,14121
"Ibaraki","茨城県",538,75,450,13,2,0,10496
"Tochigi","栃木県",302,24,273,1,3,4,21581
"Gunma","群馬県",432,114,299,19,0,0,13687
"Saitama","埼玉県",3806,573,3145,88,13,0,104060
"Chiba","千葉県",2961,439,2461,61,8,0,53587
"Tokyo","東京都",20322,2553,17411,358,30,0,312699
"Kanagawa","神奈川県",4742,593,4033,116,24,0,110988
"Niigata","新潟県",141,12,129,0,0,0,12368
"Toyama","富山県",370,72,285,23,2,10,7417
"Ishikawa","石川県",613,139,441,33,2,0,7608
"Fukui","福井県",206,51,147,8,0,0,7153
"Yamanashi","山梨県",172,22,147,3,1,0,9415
"Nagano","長野県",219,67,155,"-",0,3,13506
"Gifu","岐阜県",551,36,506,9,4,0,17727
"Shizuoka","静岡県",478,63,414,1,1,0,24082
"Aichi","愛知県",4362,789,3513,60,16,0,50408
"Mie","三重県",360,75,280,2,2,3,9496
"Shiga","滋賀県",436,97,335,4,5,0,8601
"Kyoto","京都府",1401,225,1154,22,1,0,29864
"Osaka","大阪府",8339,1445,6741,147,58,6,130220
"Hyogo","兵庫県",2209,205,1953,51,15,0,42734
"Nara","奈良県",508,71,432,5,3,0,12972
"Wakayama","和歌山県",228,11,210,4,0,3,8484
"Tottori","鳥取県",22,1,21,0,0,0,4530
"Shimane","島根県",137,4,133,0,0,0,4804
"Okayama","岡山県",145,14,128,"-","-",3,5880
"Hiroshima","広島県",454,20,431,3,0,0,17447
"Yamaguchi","山口県",151,64,87,0,1,0,6423
"Tokushima","徳島県",127,70,47,4,2,6,5426
"Kagawa","香川県",74,5,68,1,0,0,7772
"Ehime","愛媛県",114,7,101,6,0,0,3769
"Kochi","高知県",119,15,101,3,1,0,2897
"Fukuoka","福岡県",4346,855,3438,53,14,0,39483
"Saga","佐賀県",235,30,206,0,0,1,4917
"Nagasaki","長崎県",224,23,180,3,1,18,13819
"Kumamoto","熊本県",498,73,402,7,0,16,10890
"Oita","大分県",144,23,120,1,0,0,11839
"Miyazaki","宮崎県",331,61,270,1,0,1,7943
"Kagoshima","鹿児島県",356,50,290,11,1,5,14952
"Okinawa","沖縄県",2056,429,1605,26,16,0,22624
