"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",20182,611,18790,719,7,62,419299,"JP-01"
"Aomori","青森県",885,62,803,20,0,0,22625,"JP-02"
"Iwate","岩手県",575,18,527,30,0,0,30838,"JP-03"
"Miyagi","宮城県",4319,481,3811,27,4,0,77328,"JP-04"
"Akita","秋田県",273,5,262,6,0,0,7222,"JP-05"
"Yamagata","山形県",576,33,527,16,0,0,30015,"JP-06"
"Fukushima","福島県",2253,254,1900,99,13,0,130543,"JP-07"
"Ibaraki","茨城県",6306,311,5872,123,5,0,25375,"JP-08"
"Tochigi","栃木県",4354,152,4132,70,0,0,160448,"JP-09"
"Gunma","群馬県",4767,156,4518,93,3,0,105114,"JP-10"
"Saitama","埼玉県",31318,1426,29215,677,40,0,605273,"JP-11"
"Chiba","千葉県",28324,1060,26732,532,19,0,449994,"JP-12"
"Tokyo","東京都",116616,2831,112161,1624,44,0,1665918,"JP-13"
"Kanagawa","神奈川県",46791,1044,44986,761,21,0,653638,"JP-14"
"Niigata","新潟県",1226,107,1103,16,1,0,74769,"JP-15"
"Toyama","富山県",915,9,878,28,2,0,39523,"JP-16"
"Ishikawa","石川県",1888,16,1807,63,2,2,56928,"JP-17"
"Fukui","福井県",549,3,521,25,0,0,33869,"JP-18"
"Yamanashi","山梨県",955,12,925,18,0,0,28326,"JP-19"
"Nagano","長野県",2478,80,2381,41,0,24,107503,"JP-20"
"Gifu","岐阜県",4814,58,4637,119,7,0,149630,"JP-21"
"Shizuoka","静岡県",5451,185,5158,108,0,0,227235,"JP-22"
"Aichi","愛知県",26541,485,25493,563,12,0,433063,"JP-23"
"Mie","三重県",2626,76,2564,65,4,79,70180,"JP-24"
"Shiga","滋賀県",2674,141,2482,51,6,0,81108,"JP-25"
"Kyoto","京都府",9225,109,8955,164,3,3,167129,"JP-26"
"Osaka","大阪府",48747,1148,46047,1161,54,391,918018,"JP-27"
"Hyogo","兵庫県",18659,557,17530,572,48,0,274576,"JP-28"
"Nara","奈良県",3489,84,3356,49,5,0,89860,"JP-29"
"Wakayama","和歌山県",1189,22,1125,18,2,24,25281,"JP-30"
"Tottori","鳥取県",210,0,205,2,0,3,44710,"JP-31"
"Shimane","島根県",285,1,284,0,0,0,17152,"JP-32"
"Okayama","岡山県",2598,77,2441,34,1,46,72624,"JP-33"
"Hiroshima","広島県",5069,36,4930,103,4,0,172116,"JP-34"
"Yamaguchi","山口県",1396,17,1336,43,0,0,64978,"JP-35"
"Tokushima","徳島県",466,16,432,18,1,0,29052,"JP-36"
"Kagawa","香川県",775,17,740,18,0,0,48115,"JP-37"
"Ehime","愛媛県",1077,16,1037,24,1,0,35180,"JP-38"
"Kochi","高知県",911,10,882,19,3,0,7296,"JP-39"
"Fukuoka","福岡県",18593,410,17863,320,12,0,481852,"JP-40"
"Saga","佐賀県",1150,63,1097,11,2,21,30517,"JP-41"
"Nagasaki","長崎県",1614,0,1576,38,0,0,72913,"JP-42"
"Kumamoto","熊本県",3482,27,3383,74,0,2,57485,"JP-43"
"Oita","大分県",1300,9,1269,22,0,0,87340,"JP-44"
"Miyazaki","宮崎県",1953,0,1924,22,0,7,24806,"JP-45"
"Kagoshima","鹿児島県",1766,7,1758,27,1,26,70367,"JP-46"
"Okinawa","沖縄県",8618,328,8173,123,3,6,156296,"JP-47"
