"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2612,217,2287,108,2,0,72274
"Aomori","青森県",148,105,42,1,2,0,3511
"Iwate","岩手県",26,3,23,0,0,0,5037
"Miyagi","宮城県",544,45,497,2,1,0,12635
"Akita","秋田県",61,2,59,0,0,0,2414
"Yamagata","山形県",82,2,79,1,0,0,5700
"Fukushima","福島県",378,77,295,6,3,0,26480
"Ibaraki","茨城県",735,30,687,18,2,0,13508
"Tochigi","栃木県",473,31,442,1,0,1,34937
"Gunma","群馬県",820,49,738,19,5,14,27239
"Saitama","埼玉県",5521,424,4994,103,9,0,172103
"Chiba","千葉県",4680,345,4259,76,9,0,117935
"Tokyo","東京都",29520,1623,27455,442,24,0,559296
"Kanagawa","神奈川県",8155,530,7470,155,22,0,185105
"Niigata","新潟県",180,1,179,0,0,0,17179
"Toyama","富山県",422,0,396,26,0,0,14206
"Ishikawa","石川県",796,17,731,48,0,0,15845
"Fukui","福井県",256,8,237,11,0,0,10735
"Yamanashi","山梨県",202,3,193,6,1,0,11338
"Nagano","長野県",329,10,319,4,1,4,21738
"Gifu","岐阜県",660,25,625,10,1,0,25543
"Shizuoka","静岡県",585,14,569,2,0,0,40487
"Aichi","愛知県",5749,252,5406,91,11,0,91971
"Mie","三重県",551,14,530,7,1,0,15019
"Shiga","滋賀県",533,17,507,9,0,0,13541
"Kyoto","京都府",1945,84,1832,29,0,0,50131
"Osaka","大阪府",11780,495,11038,231,22,16,219789
"Hyogo","兵庫県",3040,110,2869,61,15,0,64967
"Nara","奈良県",621,23,589,9,2,0,23684
"Wakayama","和歌山県",266,16,243,4,2,3,10071
"Tottori","鳥取県",35,0,35,0,0,0,5569
"Shimane","島根県",140,0,140,0,0,0,6075
"Okayama","岡山県",188,22,162,1,1,3,8654
"Hiroshima","広島県",651,25,622,5,0,1,26448
"Yamaguchi","山口県",211,3,206,2,1,0,11288
"Tokushima","徳島県",164,14,140,9,0,1,7324
"Kagawa","香川県",100,4,94,2,0,0,12840
"Ehime","愛媛県",116,1,109,6,0,0,4284
"Kochi","高知県",140,0,136,4,0,0,3594
"Fukuoka","福岡県",5160,65,4995,100,5,0,155416
"Saga","佐賀県",253,4,251,0,0,2,6820
"Nagasaki","長崎県",242,0,236,3,0,3,21285
"Kumamoto","熊本県",759,48,691,8,0,12,18753
"Oita","大分県",159,1,155,3,0,0,19788
"Miyazaki","宮崎県",366,1,365,1,0,1,8736
"Kagoshima","鹿児島県",463,10,453,12,0,12,21644
"Okinawa","沖縄県",3048,297,2698,57,9,4,49742
