"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",12961,1598,10906,434,25,23,229609
"Aomori","青森県",428,44,377,7,1,0,9237
"Iwate","岩手県",372,65,285,22,3,0,13693
"Miyagi","宮城県",2035,452,1569,14,5,0,24089
"Akita","秋田県",125,30,94,1,0,0,4020
"Yamagata","山形県",365,86,275,4,6,0,10057
"Fukushima","福島県",886,233,636,17,5,0,55218
"Ibaraki","茨城県",2307,227,2045,35,7,0,18432
"Tochigi","栃木県",1235,300,935,6,9,6,70531
"Gunma","群馬県",2172,343,1756,35,9,38,50358
"Saitama","埼玉県",13240,2691,10353,196,46,0,302712
"Chiba","千葉県",10218,1801,8303,114,20,0,220069
"Tokyo","東京都",56559,7510,48442,607,82,0,962086
"Kanagawa","神奈川県",19516,2423,16834,259,61,0,334987
"Niigata","新潟県",505,95,410,3,0,3,27246
"Toyama","富山県",541,56,459,26,1,0,21295
"Ishikawa","石川県",1034,114,875,50,7,5,28990
"Fukui","福井県",346,16,319,11,2,0,18724
"Yamanashi","山梨県",509,45,453,11,3,0,14417
"Nagano","長野県",1126,132,991,13,2,10,45163
"Gifu","岐阜県",2023,411,1581,31,9,0,62735
"Shizuoka","静岡県",2568,471,2059,38,5,0,88334
"Aichi","愛知県",15448,2321,12933,194,40,0,191017
"Mie","三重県",1225,145,1064,16,4,0,29023
"Shiga","滋賀県",1087,199,877,11,2,0,36012
"Kyoto","京都府",4105,813,3282,45,17,35,87310
"Osaka","大阪府",28927,3441,24942,544,161,0,446674
"Hyogo","兵庫県",9163,1120,7871,172,47,0,132820
"Nara","奈良県",1882,345,1515,22,10,0,46358
"Wakayama","和歌山県",594,26,550,7,5,11,16235
"Tottori","鳥取県",87,20,65,0,0,2,23190
"Shimane","島根県",202,27,175,0,1,0,9344
"Okayama","岡山県",1266,384,762,13,8,107,31723
"Hiroshima","広島県",2925,493,1580,18,15,834,65962
"Yamaguchi","山口県",524,97,420,3,2,4,26760
"Tokushima","徳島県",195,7,179,9,0,0,14949
"Kagawa","香川県",282,83,196,3,0,0,23175
"Ehime","愛媛県",415,56,348,11,4,0,12107
"Kochi","高知県",626,159,461,6,8,0,5727
"Fukuoka","福岡県",8155,1273,6765,117,12,0,255221
"Saga","佐賀県",445,53,394,3,1,5,14579
"Nagasaki","長崎県",457,175,298,3,2,19,37729
"Kumamoto","熊本県",1669,151,1337,16,3,165,33475
"Oita","大分県",620,75,540,5,5,0,40661
"Miyazaki","宮崎県",710,72,638,5,0,5,12114
"Kagoshima","鹿児島県",946,102,844,13,1,13,36020
"Okinawa","沖縄県",5199,318,4805,81,5,5,86755
