"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",37392,8508,28298,1078,54,492,673385,"JP-01"
"Aomori","青森県",2340,297,2013,30,1,0,43791,"JP-02"
"Iwate","岩手県",1427,141,1243,43,2,0,73038,"JP-03"
"Miyagi","宮城県",8840,229,8517,83,7,11,143558,"JP-04"
"Akita","秋田県",755,58,685,12,1,0,13668,"JP-05"
"Yamagata","山形県",1948,177,1730,41,5,0,58114,"JP-06"
"Fukushima","福島県",4558,278,4139,141,15,0,238707,"JP-07"
"Ibaraki","茨城県",9690,490,9053,147,8,0,32520,"JP-08"
"Tochigi","栃木県",6303,353,5872,78,10,0,261232,"JP-09"
"Gunma","群馬県",7794,421,7236,137,18,0,165713,"JP-10"
"Saitama","埼玉県",43588,1762,41044,782,44,0,873708,"JP-11"
"Chiba","千葉県",36965,1048,35240,677,19,0,608335,"JP-12"
"Tokyo","東京都",160247,5381,152812,2054,78,0,2271694,"JP-13"
"Kanagawa","神奈川県",61144,2125,58137,882,73,0,918476,"JP-14"
"Niigata","新潟県",3179,324,2819,36,7,0,142314,"JP-15"
"Toyama","富山県",1857,293,1529,35,8,0,62962,"JP-16"
"Ishikawa","石川県",3713,472,3138,102,13,1,91363,"JP-17"
"Fukui","福井県",1037,39,964,34,1,0,58768,"JP-18"
"Yamanashi","山梨県",1522,114,1390,19,1,1,41166,"JP-19"
"Nagano","長野県",4768,314,4439,83,9,68,176258,"JP-20"
"Gifu","岐阜県",8691,755,7775,161,21,0,236637,"JP-21"
"Shizuoka","静岡県",8303,704,7463,136,5,0,348307,"JP-22"
"Aichi","愛知県",46439,5646,40022,771,100,0,691532,"JP-23"
"Mie","三重県",4873,351,4543,104,12,125,123611,"JP-24"
"Shiga","滋賀県",5037,443,4515,79,13,0,127933,"JP-25"
"Kyoto","京都府",15686,1002,14552,210,27,78,253529,"JP-26"
"Osaka","大阪府",99424,9274,86925,2291,367,934,1808981,"JP-27"
"Hyogo","兵庫県",39480,2249,36073,1166,100,8,454869,"JP-28"
"Nara","奈良県",7858,339,7404,115,18,0,150366,"JP-29"
"Wakayama","和歌山県",2612,101,2415,43,29,53,40060,"JP-30"
"Tottori","鳥取県",463,33,421,2,0,7,72766,"JP-31"
"Shimane","島根県",535,90,445,0,4,0,26359,"JP-32"
"Okayama","岡山県",7292,992,6022,103,31,175,133532,"JP-33"
"Hiroshima","広島県",10445,1200,8244,126,30,875,400161,"JP-34"
"Yamaguchi","山口県",2902,450,2392,60,6,0,103923,"JP-35"
"Tokushima","徳島県",1630,59,1510,61,3,0,58191,"JP-36"
"Kagawa","香川県",1992,132,1826,24,4,10,76837,"JP-37"
"Ehime","愛媛県",2706,86,2548,72,5,0,86132,"JP-38"
"Kochi","高知県",1423,206,1197,20,5,0,9494,"JP-39"
"Fukuoka","福岡県",33886,4190,29067,448,71,181,743029,"JP-40"
"Saga","佐賀県",2494,172,2321,19,5,18,49460,"JP-41"
"Nagasaki","長崎県",2876,155,2657,64,6,0,111187,"JP-42"
"Kumamoto","熊本県",6182,667,5418,97,25,0,78168,"JP-43"
"Oita","大分県",3333,354,2932,47,5,0,144941,"JP-44"
"Miyazaki","宮崎県",3019,172,2800,25,2,22,40988,"JP-45"
"Kagoshima","鹿児島県",3285,302,2954,30,3,1,100664,"JP-46"
"Okinawa","沖縄県",16631,2491,13998,148,76,6,217945,"JP-47"
