"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1163,122,950,91,10,0,17390
"Aomori","青森県",27,0,26,1,0,0,910
"Iwate","岩手県",0,0,0,0,0,0,776
"Miyagi","宮城県",88,0,87,1,0,0,3291
"Akita","秋田県",16,0,16,0,0,0,962
"Yamagata","山形県",69,2,67,0,1,0,2479
"Fukushima","福島県",81,2,79,0,0,0,5563
"Ibaraki","茨城県",168,3,155,10,0,0,5005
"Tochigi","栃木県",66,1,65,0,0,0,5501
"Gunma","群馬県",151,5,127,19,0,0,4349
"Saitama","埼玉県",1021,27,943,51,4,0,26670
"Chiba","千葉県",919,28,846,45,3,0,16476
"Tokyo","東京都",5544,364,4866,314,19,0,16351
"Kanagawa","神奈川県",1402,100,1213,89,15,0,11129
"Niigata","新潟県",83,1,81,0,0,1,4553
"Toyama","富山県",227,3,202,22,0,0,3642
"Ishikawa","石川県",299,31,241,27,2,0,2838
"Fukui","福井県",122,1,113,8,1,0,3028
"Yamanashi","山梨県",69,1,67,1,0,0,4728
"Nagano","長野県",76,3,73,"-",0,0,3015
"Gifu","岐阜県",153,3,143,7,2,0,4237
"Shizuoka","静岡県",77,3,73,1,0,0,3671
"Aichi","愛知県",513,10,467,34,0,2,11171
"Mie","三重県",45,0,44,1,0,0,2632
"Shiga","滋賀県",100,1,98,1,1,0,2089
"Kyoto","京都府",360,4,338,18,0,0,8953
"Osaka","大阪府",1786,31,1668,85,9,2,35176
"Hyogo","兵庫県",699,3,653,43,0,0,11932
"Nara","奈良県",92,0,90,2,0,0,3240
"Wakayama","和歌山県",63,0,60,3,0,0,3853
"Tottori","鳥取県",3,0,3,0,0,0,1422
"Shimane","島根県",24,1,23,0,1,0,1200
"Okayama","岡山県",25,0,25,"-","-",0,1827
"Hiroshima","広島県",168,0,165,3,0,0,7393
"Yamaguchi","山口県",37,1,36,0,1,0,1929
"Tokushima","徳島県",5,0,4,1,0,0,819
"Kagawa","香川県",28,0,28,0,0,0,2380
"Ehime","愛媛県",82,9,69,4,0,0,2510
"Kochi","高知県",74,0,71,3,0,0,1893
"Fukuoka","福岡県",822,57,737,28,2,0,14926
"Saga","佐賀県",47,0,47,0,0,0,1552
"Nagasaki","長崎県",17,0,16,1,0,0,3019
"Kumamoto","熊本県",48,0,45,3,0,0,4092
"Oita","大分県",60,0,59,1,0,0,4409
"Miyazaki","宮崎県",17,0,17,0,0,0,1470
"Kagoshima","鹿児島県",11,1,10,0,0,0,2289
"Okinawa","沖縄県",142,0,139,7,0,0,2957
