"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",41244,1318,38599,1385,29,58,772249,"JP-01"
"Aomori","青森県",2477,34,2412,31,0,0,49888,"JP-02"
"Iwate","岩手県",1667,50,1571,46,1,0,83925,"JP-03"
"Miyagi","宮城県",9108,59,8957,89,5,3,155771,"JP-04"
"Akita","秋田県",835,70,745,20,1,0,14558,"JP-05"
"Yamagata","山形県",2020,13,1960,47,2,0,64565,"JP-06"
"Fukushima","福島県",4851,118,4572,161,4,0,276508,"JP-07"
"Ibaraki","茨城県",10477,265,10049,163,6,0,33152,"JP-08"
"Tochigi","栃木県",6959,227,6651,81,11,0,284049,"JP-09"
"Gunma","群馬県",8026,57,7817,152,7,0,190917,"JP-10"
"Saitama","埼玉県",46185,1026,44329,830,14,0,956801,"JP-11"
"Chiba","千葉県",39934,1047,38183,704,17,0,671879,"JP-12"
"Tokyo","東京都",172427,4135,166069,2223,37,0,2488038,"JP-13"
"Kanagawa","神奈川県",66810,1697,64169,944,41,0,1022092,"JP-14"
"Niigata","新潟県",3397,51,3299,47,2,0,168441,"JP-15"
"Toyama","富山県",2037,58,1941,38,1,0,72570,"JP-16"
"Ishikawa","石川県",3928,43,3768,115,0,2,121358,"JP-17"
"Fukui","福井県",1251,163,1054,34,0,0,66813,"JP-18"
"Yamanashi","山梨県",2059,222,1816,21,0,0,54750,"JP-19"
"Nagano","長野県",5027,77,4934,91,2,75,199773,"JP-20"
"Gifu","岐阜県",9431,143,9102,186,4,0,267471,"JP-21"
"Shizuoka","静岡県",9237,346,8741,150,4,0,396428,"JP-22"
"Aichi","愛知県",50861,1096,48810,955,30,0,814830,"JP-23"
"Mie","三重県",5246,102,5172,110,4,138,142045,"JP-24"
"Shiga","滋賀県",5541,106,5345,90,6,0,149744,"JP-25"
"Kyoto","京都府",16553,164,16134,241,13,14,280856,"JP-26"
"Osaka","大阪府",103134,1413,98265,2647,170,809,2122788,"JP-27"
"Hyogo","兵庫県",40850,265,39303,1282,24,0,503007,"JP-28"
"Nara","奈良県",8281,181,7971,129,6,0,166297,"JP-29"
"Wakayama","和歌山県",2673,17,2549,49,2,58,41647,"JP-30"
"Tottori","鳥取県",466,2,455,2,0,7,82415,"JP-31"
"Shimane","島根県",552,3,548,1,1,0,29812,"JP-32"
"Okayama","岡山県",7588,72,7385,126,8,5,162012,"JP-33"
"Hiroshima","広島県",11475,174,11092,174,13,35,546309,"JP-34"
"Yamaguchi","山口県",3132,61,2994,77,1,0,119622,"JP-35"
"Tokushima","徳島県",1655,10,1582,63,0,0,64295,"JP-36"
"Kagawa","香川県",2093,27,2041,30,1,5,85130,"JP-37"
"Ehime","愛媛県",2752,10,2667,75,3,0,95444,"JP-38"
"Kochi","高知県",1797,94,1679,24,6,0,11202,"JP-39"
"Fukuoka","福岡県",35439,509,34386,519,15,25,823415,"JP-40"
"Saga","佐賀県",2554,16,2550,24,0,36,56306,"JP-41"
"Nagasaki","長崎県",3163,83,3011,69,0,0,123242,"JP-42"
"Kumamoto","熊本県",6464,85,6266,113,7,0,81830,"JP-43"
"Oita","大分県",3491,34,3395,62,1,0,166572,"JP-44"
"Miyazaki","宮崎県",3076,20,3019,27,0,10,44111,"JP-45"
"Kagoshima","鹿児島県",3662,47,3606,38,1,29,110479,"JP-46"
"Okinawa","沖縄県",20607,1207,19227,179,64,6,248208,"JP-47"
