"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",40794,2992,36579,1331,31,108,747698,"JP-01"
"Aomori","青森県",2452,37,2384,31,0,0,48602,"JP-02"
"Iwate","岩手県",1620,104,1470,46,1,0,81041,"JP-03"
"Miyagi","宮城県",9057,94,8873,85,6,5,152612,"JP-04"
"Akita","秋田県",764,11,733,20,1,0,14175,"JP-05"
"Yamagata","山形県",2017,44,1927,46,3,0,63367,"JP-06"
"Fukushima","福島県",4741,111,4472,158,5,0,266441,"JP-07"
"Ibaraki","茨城県",10200,271,9769,160,7,0,33055,"JP-08"
"Tochigi","栃木県",6739,206,6453,80,12,0,277026,"JP-09"
"Gunma","群馬県",7994,93,7752,149,9,0,186051,"JP-10"
"Saitama","埼玉県",45317,963,43530,824,31,0,931424,"JP-11"
"Chiba","千葉県",38816,919,37198,699,20,0,655910,"JP-12"
"Tokyo","東京都",167868,3463,162215,2190,40,0,2418818,"JP-13"
"Kanagawa","神奈川県",64890,1684,62275,931,43,0,993124,"JP-14"
"Niigata","新潟県",3382,111,3224,47,6,0,159432,"JP-15"
"Toyama","富山県",1985,63,1885,37,2,0,69871,"JP-16"
"Ishikawa","石川県",3894,83,3694,114,2,3,115414,"JP-17"
"Fukui","福井県",1077,27,1016,34,0,0,62368,"JP-18"
"Yamanashi","山梨県",1868,208,1640,20,2,0,47764,"JP-19"
"Nagano","長野県",4949,90,4843,90,2,74,193863,"JP-20"
"Gifu","岐阜県",9318,251,8884,183,12,0,259551,"JP-21"
"Shizuoka","静岡県",8946,383,8418,145,5,0,384158,"JP-22"
"Aichi","愛知県",50070,2162,46998,910,59,0,786356,"JP-23"
"Mie","三重県",5164,129,5062,109,6,136,134562,"JP-24"
"Shiga","滋賀県",5470,207,5175,88,6,0,143664,"JP-25"
"Kyoto","京都府",16415,307,15858,233,17,17,272814,"JP-26"
"Osaka","大阪府",102144,3009,95736,2567,227,832,2005970,"JP-27"
"Hyogo","兵庫県",40611,498,38845,1270,36,2,488823,"JP-28"
"Nara","奈良県",8121,145,7854,122,11,0,161770,"JP-29"
"Wakayama","和歌山県",2655,19,2532,48,4,56,41232,"JP-30"
"Tottori","鳥取県",466,3,454,2,0,7,80363,"JP-31"
"Shimane","島根県",551,10,541,1,1,1,29236,"JP-32"
"Okayama","岡山県",7568,269,7125,123,7,51,153838,"JP-33"
"Hiroshima","広島県",11302,310,10758,164,18,70,527692,"JP-34"
"Yamaguchi","山口県",3090,135,2884,71,2,0,116931,"JP-35"
"Tokushima","徳島県",1650,20,1567,63,0,0,62522,"JP-36"
"Kagawa","香川県",2079,55,2000,29,4,5,82584,"JP-37"
"Ehime","愛媛県",2745,19,2651,75,4,0,91656,"JP-38"
"Kochi","高知県",1699,93,1583,23,8,0,10753,"JP-39"
"Fukuoka","福岡県",35112,1096,33475,507,42,34,800025,"JP-40"
"Saga","佐賀県",2543,17,2537,23,1,34,54102,"JP-41"
"Nagasaki","長崎県",3087,90,2928,69,1,0,119706,"JP-42"
"Kumamoto","熊本県",6425,105,6209,111,8,0,80655,"JP-43"
"Oita","大分県",3475,60,3355,60,1,0,160709,"JP-44"
"Miyazaki","宮崎県",3062,25,3000,27,0,10,43829,"JP-45"
"Kagoshima","鹿児島県",3621,152,3466,33,2,30,108760,"JP-46"
"Okinawa","沖縄県",19881,1826,17894,167,70,6,240693,"JP-47"
