"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",3372,570,2690,112,6,0,85892
"Aomori","青森県",256,80,172,4,3,0,5350
"Iwate","岩手県",29,4,25,0,0,0,5410
"Miyagi","宮城県",788,219,567,2,4,0,14577
"Akita","秋田県",64,4,60,0,1,0,2585
"Yamagata","山形県",86,4,81,1,0,0,6330
"Fukushima","福島県",401,28,367,6,3,0,29997
"Ibaraki","茨城県",779,38,723,18,0,0,14025
"Tochigi","栃木県",493,24,469,1,1,1,44009
"Gunma","群馬県",910,47,838,20,4,5,29852
"Saitama","埼玉県",5986,408,5469,109,8,0,189663
"Chiba","千葉県",5149,323,4745,81,9,0,128861
"Tokyo","東京都",31624,1754,29411,459,35,0,607855
"Kanagawa","神奈川県",8912,541,8198,173,26,0,205488
"Niigata","新潟県",184,4,180,0,0,0,18006
"Toyama","富山県",423,1,396,26,0,0,14656
"Ishikawa","石川県",813,18,746,49,0,0,17770
"Fukui","福井県",257,1,245,11,1,0,11164
"Yamanashi","山梨県",218,15,197,6,0,0,11867
"Nagano","長野県",350,13,336,6,0,5,23785
"Gifu","岐阜県",700,38,650,12,0,0,27237
"Shizuoka","静岡県",680,82,596,2,0,0,44121
"Aichi","愛知県",6404,579,5729,96,11,0,102238
"Mie","三重県",574,24,543,7,3,0,15683
"Shiga","滋賀県",563,24,530,9,0,0,14528
"Kyoto","京都府",2081,98,1953,30,2,0,53884
"Osaka","大阪府",13191,1002,11923,247,37,19,242761
"Hyogo","兵庫県",3327,178,3071,66,16,12,70081
"Nara","奈良県",679,54,615,10,0,0,25178
"Wakayama","和歌山県",278,6,263,4,2,5,10513
"Tottori","鳥取県",38,2,36,0,0,0,5784
"Shimane","島根県",141,0,141,0,0,0,6281
"Okayama","岡山県",309,54,172,4,0,79,11198
"Hiroshima","広島県",663,11,646,5,0,1,28179
"Yamaguchi","山口県",215,4,209,2,0,0,11960
"Tokushima","徳島県",164,0,155,9,0,0,7520
"Kagawa","香川県",102,3,97,2,0,0,13732
"Ehime","愛媛県",116,0,110,6,0,0,4406
"Kochi","高知県",144,1,139,4,0,0,3651
"Fukuoka","福岡県",5246,73,5070,103,4,0,167340
"Saga","佐賀県",266,12,256,0,0,2,7350
"Nagasaki","長崎県",245,0,241,3,0,1,23010
"Kumamoto","熊本県",824,45,755,8,1,16,19986
"Oita","大分県",159,0,156,3,0,0,21275
"Miyazaki","宮崎県",371,4,367,1,1,1,8803
"Kagoshima","鹿児島県",488,20,463,13,0,8,22896
"Okinawa","沖縄県",3408,297,3053,63,5,5,59589
